No.	NAME	MW	AMW	Mp	Mi	GD	nAA	nTA	RBN	RBF	nDB	nTB	nH	nN	nO	nP	nBR	nHM	nHet	nX	H%	C%	N%	O%	Fsp3	max_conj_path	nStructures	totalcharge	nCIR	Rperim	Rbrid	MCD	RFD	NRS	NNRS	nSpiro	nBridgeHead	nR04	nR05	nR06	nR07	nR08	nR09	nR10	nR11	nR12	AP	D/Dtr05	D/Dtr06	D/Dtr07	D/Dtr08	D/Dtr09	D/Dtr10	D/Dtr11	D/Dtr12	Eta_alpha_A	Eta_epsi_A	Eta_betaS_A	Eta_beta	Eta_C_A	Eta_L_A	Eta_F_A	Eta_B	Eta_B_A	Eta_sh_p	Eta_sh_y	Eta_sh_x	Eta_D_AlphaA	Eta_D_AlphaB	Eta_epsi_2	Eta_epsi_3	Eta_D_epsiD	Eta_D_psiA	Eta_D_psiB	Eta_D_beta	Eta_D_beta_A	nCq	nCrs	nCrt	nCrq	nCbH	nCb-	nCconj	nR=Cp	nR=Cs	nR=Ct	nR#CH/X	nRCOOH	nArCOOH	nRCOOR	nArCOOR	nRCONHR	nRCONR2	nROCON	nRCHO	nRCO	nArCO	nCONN	nN=C-N<	nArC=N	nRNHR	nArNHR	nRNR2	nArNR2	nN=N	nArCN	nN+	nRNHO	nArNO2	nN(CO)2	nC=N-N<	nROH	nArOH	nOHp	nROR	nArOR	nS(=O)2	nCRX3	nArX	nCXr=	nPyrrolidines	ntH-Thiophenes	nPyrroles	nImidazoles	nFuranes	nThiophenes	nThiazoles	nTriazoles	nPyridines	nPyrimidines	nPyrazines	nHAcc	C-003	C-005	C-006	C-008	C-009	C-011	C-012	C-016	C-019	C-020	C-022	C-025	C-026	C-027	C-028	C-029	C-034	C-035	C-036	C-037	C-038	C-039	C-040	C-041	C-043	C-044	H-046	H-047	H-048	H-050	H-051	H-052	H-054	O-056	O-057	O-058	O-059	O-062	Se-064	N-067	N-070	N-071	N-072	N-073	N-079	F-084	F-085	Cl-090	I-104	S-108	S-110	SaaCH	SsssCH	SdssC	SaasC	SaaaC	SssssC	SssNH	SsssN	SsssNH+	SaaNH	SaaO	SssS	SsF	SssssSi	NsCH3	NssCH2	NsssCH	NtsC	NdssC	NaasC	NdsN	NaaN	NtN	NaasN	NsOH	NssO	NaaSe	minssCH2	mindsCH	minaaCH	minsssCH	mintsC	mindssC	minaasC	minssssC	minssNH	minsssN	mintN	minsOH	mindO	minaaSe	gmin	MaxsCH3	MaxssCH2	MaxdsCH	MaxaaCH	MaxsssCH	MaxtsC	MaxdssC	MaxaasC	MaxaaaC	MaxssssC	MaxsssN	MaxdsN	MaxaaN	MaxaasN	MaxaaNH	MaxdO	MaxssO	MaxdS	MaxssS	MaxaaS	MaxaaSe	gmax	T(N..N)	T(N..O)	T(N..S)	T(N..F)	T(O..O)	T(O..S)	T(O..F)	T(O..Cl)	T(S..S)	T(S..P)	T(S..F)	T(S..Br)	T(F..F)	T(Cl..Cl)	T(Br..Br)	B01[C-O]	B01[C-S]	B01[C-P]	B01[C-F]	B01[C-Br]	B01[C-X]	B01[N-N]	B01[N-O]	B01[N-S]	B01[O-Si]	B02[C-O]	B02[N-O]	B02[N-S]	B02[O-O]	B02[O-S]	B02[S-S]	B02[S-P]	B02[S-Si]	B02[F-F]	B03[C-O]	B03[N-N]	B03[N-O]	B03[N-S]	B03[N-P]	B03[O-O]	B03[O-S]	B03[S-S]	B03[S-Si]	B03[F-F]	B04[N-N]	B04[N-O]	B04[N-S]	B04[N-Si]	B04[O-O]	B04[O-S]	B04[S-S]	B04[S-F]	B04[S-B]	B04[F-F]	B05[C-Br]	B05[C-Si]	B05[N-N]	B05[N-O]	B05[N-S]	B05[N-Br]	B05[N-Si]	B05[O-O]	B05[O-S]	B05[O-B]	B05[S-S]	B05[S-F]	B05[S-B]	B05[S-X]	B06[C-N]	B06[C-S]	B06[N-N]	B06[N-O]	B06[N-S]	B06[N-F]	B06[N-Cl]	B06[N-Br]	B06[O-O]	B06[O-S]	B06[O-F]	B06[O-Cl]	B06[S-S]	B06[S-F]	B07[C-N]	B07[C-O]	B07[C-S]	B07[C-X]	B07[N-N]	B07[N-O]	B07[N-S]	B07[N-B]	B07[N-Si]	B07[N-X]	B07[O-O]	B07[O-S]	B07[O-B]	B07[S-S]	B07[S-F]	B07[S-Cl]	B07[S-B]	B08[C-N]	B08[C-O]	B08[C-S]	B08[C-X]	B08[N-N]	B08[N-O]	B08[N-S]	B08[N-B]	B08[N-X]	B08[O-O]	B08[O-S]	B08[O-F]	B08[S-S]	B08[S-B]	B08[S-Si]	B09[C-C]	B09[C-N]	B09[C-O]	B09[C-S]	B09[C-F]	B09[C-B]	B09[N-N]	B09[N-O]	B09[N-S]	B09[N-F]	B09[O-O]	B09[O-S]	B09[O-Cl]	B09[O-X]	B09[S-S]	B09[S-B]	B10[C-C]	B10[C-N]	B10[C-O]	B10[C-S]	B10[C-F]	B10[C-Cl]	B10[N-N]	B10[N-O]	B10[N-S]	B10[N-F]	B10[N-Cl]	B10[N-X]	B10[O-O]	B10[O-S]	B10[O-F]	B10[O-B]	B10[S-S]	F01[C-C]	F01[C-N]	F01[C-O]	F01[C-F]	F01[C-Si]	F01[N-N]	F01[N-O]	F01[O-P]	F01[O-Si]	F02[C-N]	F02[C-S]	F02[N-N]	F02[N-O]	F02[N-S]	F02[O-O]	F02[O-S]	F02[S-S]	F02[S-Si]	F02[F-F]	F03[C-N]	F03[C-O]	F03[C-S]	F03[C-F]	F03[C-Si]	F03[C-X]	F03[N-N]	F03[N-O]	F03[N-S]	F03[O-O]	F03[O-S]	F03[S-S]	F04[C-N]	F04[C-O]	F04[C-S]	F04[C-P]	F04[C-Cl]	F04[C-Br]	F04[C-Si]	F04[N-N]	F04[N-O]	F04[N-S]	F04[N-X]	F04[O-O]	F04[O-S]	F04[S-S]	F04[F-F]	F05[C-N]	F05[C-O]	F05[C-S]	F05[C-Br]	F05[C-B]	F05[C-Si]	F05[C-X]	F05[N-N]	F05[N-O]	F05[N-S]	F05[N-F]	F05[N-Si]	F05[O-O]	F05[O-S]	F05[O-B]	F05[S-S]	F05[S-F]	F06[C-N]	F06[C-O]	F06[C-F]	F06[C-X]	F06[N-N]	F06[N-O]	F06[N-S]	F06[N-F]	F06[O-O]	F06[O-S]	F06[O-F]	F06[O-Cl]	F06[O-Br]	F06[S-S]	F07[C-C]	F07[C-N]	F07[C-O]	F07[C-S]	F07[C-Si]	F07[C-X]	F07[N-N]	F07[N-O]	F07[N-S]	F07[N-B]	F07[N-Si]	F07[O-O]	F07[O-S]	F07[O-Cl]	F07[O-Br]	F07[O-B]	F07[S-S]	F07[S-F]	F07[S-B]	F08[C-N]	F08[C-O]	F08[C-S]	F08[C-P]	F08[C-F]	F08[C-Cl]	F08[C-B]	F08[C-Si]	F08[C-X]	F08[N-N]	F08[N-O]	F08[N-S]	F08[N-B]	F08[O-O]	F08[O-S]	F08[O-X]	F08[S-S]	F08[S-Si]	F09[C-N]	F09[C-O]	F09[C-S]	F09[C-P]	F09[C-Cl]	F09[C-B]	F09[C-Si]	F09[C-X]	F09[N-N]	F09[N-O]	F09[N-S]	F09[O-O]	F09[O-S]	F09[O-F]	F09[S-S]	F10[C-N]	F10[C-O]	F10[C-S]	F10[C-F]	F10[C-Cl]	F10[C-Br]	F10[C-B]	F10[C-Si]	F10[N-N]	F10[N-O]	F10[N-S]	F10[N-F]	F10[N-B]	F10[O-O]	F10[O-S]	F10[O-F]	F10[O-B]	F10[S-S]	Ui	Hy	TPSA(NO)	TPSA(Tot)	LOGP99	SAdon	SAscore
1	Molecule1	907.169999999999	8.80747572815533	0.747356310679613	1.09932621359223	0.0341346153846154	34	8	17	0.155963302752294	6	4	38	6	4	0	0	3	13	0	36.8932038834951	50.4854368932039	5.8252427184466	3.88349514563107	0.115384615384615	17	1	0	10	36	2	0.553846153846154	0.111111111111111	5	0.714285714285714	0	0	0	2	5	0	0	0	2	0	0	0.523076923076923	421.808778874123	1088.93262773188	0	0	0	671.341158643322	0	0	0.495897435897436	0.613268608414239	0.6	93.5	1.02264015398609	0.214118354913476	1.38307075224305	1.34790000846291	0.0207369232071217	0.0910031023784902	0.304033092037229	0	0	0.00410256395116448	0.796410256410257	0.442076502732239	0.0148182166092614	0.091334193944931	0	15.5	0.238461538461538	0	0	0	0	16	8	10	0	4	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	10	0	0	2	0	0	0	0	4	0	0	0	2	6	0	0	0	4	0	0	0	0	0	6	0	0	0	4	28	0	2	0	4	0	0	2	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	39.9145638174829	0	-2.43650778733666	10.890085737657	0	0	0	4.69217539668186	0	0	0	1.70609672378188	0	0	0	6	0	4	6	12	0	0	4	0	2	0	0	0.814373454765274	1.30651222296676	1.70064531417608	0	1.68463418563677	-1.29642641199232	0.575436970611831	0	0	2.30786436653805	9.122585165851	9.20772405473989	11.2800959297737	0	-1.29642641199232	0	1.03320055656073	1.83743112851086	2.15721098368394	0	2.28619778502747	0.447687864552666	1.16752959031706	0	0	2.38431103014381	0	0	0	0	11.3194525595943	0	0	1.70609672378188	1.25734128261334	0	11.3194525595943	249	428	239	0	136	202	0	0	48	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	51	10	4	0	0	0	0	0	0	14	12	0	0	0	2	0	0	0	0	18	8	10	0	0	0	0	0	1	0	0	0	12	4	10	0	0	0	0	0	4	2	0	0	0	0	0	14	4	6	0	0	0	0	0	0	2	0	0	0	4	0	0	0	14	8	0	0	0	0	0	0	0	0	0	0	0	0	67	10	4	4	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	15	8	4	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	19	4	7	0	0	0	0	0	2	4	0	0	0	0	0	20	8	7	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5	-0.00682444190698413	177.93	262.65	12.9225200568326	85.3666863218424	4.80590824820222
2	Molecule2	987.279999999999	8.09245901639344	0.717683606557379	1.1036	0.0312989045383412	40	9	17	0.130769230769231	8	1	50	4	6	0	0	2	12	0	40.9836065573771	49.1803278688525	3.27868852459016	4.91803278688525	0.133333333333333	20	1	0	11	48	2	0.666666666666667	0.0833333333333333	7	0.777777777777778	0	0	0	2	7	0	0	0	2	0	0	0.555555555555556	506.947941539754	1919.44364564287	0	0	0	905.342861930264	0	0	0.489814814814815	0.591256830601092	0.618055555555556	100	1.07725455930513	0.216779844063953	1.42996090748211	1.65539536550722	0.0229916022987113	0.10586011342155	0.34593572778828	0	0	0.0101851848885417	0.793518518518519	0.443999999999999	0.00676052765093871	0.0967304557561874	0	11	0.152777777777778	0	0	0	0	18	12	13	0	7	3	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	10	0	0	4	0	0	0	0	7	0	0	0	5	7	0	0	0	4	0	0	0	0	0	4	0	0	0	0	37	0	1	0	12	0	0	1	3	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	44.4925889018973	0	-1.42826370545288	14.2475208610677	0	0	0	6.59609365289341	0	0	0	0	0	0	4	4	0	1	6	16	0	0	1	0	1	2	0	0.856897443671747	1.3953178224035	1.82547530786471	0	1.74333665558525	-1.25023810063521	0.55829336204476	0	0	2.17340702569744	9.22004868745609	9.30518757634498	11.3917403154887	0	-1.25023810063521	2.10012088212168	0.856897443671747	1.91140186652195	2.09712717343722	0	1.74333665558525	0.462089427230467	1.06831974519123	0	0	2.21134331359798	0	0	0	0	13.131758203306	5.78350899500746	0	0	1.63567878278991	0	13.131758203306	120	380	110	0	262	158	0	0	3	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	1	0	0	0	0	1	1	1	1	0	0	0	1	1	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	58	10	8	0	0	0	0	0	0	15	8	0	0	0	3	0	0	0	0	12	18	5	0	0	0	0	0	0	0	0	1	6	12	8	0	0	0	0	0	4	0	0	0	0	0	0	8	14	3	0	0	0	0	0	0	1	0	0	0	2	0	0	0	7	18	0	0	0	2	1	0	0	0	0	0	0	0	76	7	14	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	10	5	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	7	4	4	0	0	0	0	0	0	4	1	0	0	0	0	11	10	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.95419631038687	-0.505299503924168	131.23	187.71	14.3289800175698	42.6833431609212	5.22697311717295
3	Molecule3	905.149999999999	7.87086956521738	0.70563739130435	1.10699130434783	0.0334690185436454	35	9	16	0.131147540983607	8	1	48	4	6	0	0	1	11	0	41.7391304347826	48.695652173913	3.47826086956522	5.21739130434783	0.142857142857143	18	1	0	10	43	2	0.641791044776119	0.0930232558139535	6	0.75	0	0	0	1	7	0	0	0	2	0	0	0.522388059701492	239.536138877649	1771.74557531366	0	0	0	832.738101028981	0	0	0.48407960199005	0.58927536231884	0.619402985074627	93	1.03376819146791	0.213432129907675	1.42831896422845	1.53572186069599	0.0229212218014327	0.115107913669065	0.345323741007194	0	0	0.0159203987568617	0.796517412935324	0.443315508021389	0.00730172666081363	0.10625483840704	0	10	0.149253731343284	0	0	0	0	18	12	13	0	7	3	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	0	0	4	0	0	0	0	7	0	0	0	5	7	0	0	0	2	0	0	0	0	0	4	0	0	0	0	35	0	1	0	12	0	0	1	3	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	39.7646958868139	0	-1.49071499943202	11.8100475420974	0	0	0	6.54444173289234	0	0	0	0	0	0	4	4	0	1	6	14	0	0	1	0	1	2	0	0.854872770418663	1.37813739083136	1.80318832815375	0	1.73671987730644	-1.26473712114583	0.553096058821231	0	0	2.13320418816999	9.24111672108323	9.32625560997212	11.4204599642717	0	-1.26473712114583	2.09545400380205	0.854872770418663	1.89543897696136	2.04771559916023	0	1.73671987730644	0.453931700007579	1.01259718413672	0	0	2.20561877236117	0	0	0	0	13.076207902848	5.7604740553382	0	0	1.40018251483829	0	13.076207902848	111	350	49	0	238	70	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	54	10	8	0	0	0	0	0	0	15	4	0	0	0	3	0	0	0	0	12	18	3	0	0	0	0	0	0	0	0	0	6	12	4	0	0	0	0	0	4	0	0	0	0	0	0	8	14	1	0	0	0	0	0	0	1	0	0	0	2	0	0	0	7	18	0	0	0	2	1	0	0	0	0	0	0	0	71	7	14	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	12	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	4	4	0	0	0	0	0	0	4	0	0	0	0	0	11	10	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.83289001416474	-0.501890328701412	131.23	159.47	12.6004800238879	42.6833431609212	5.0691303644162
4	Molecule4	823.019999999999	7.62055555555555	0.69202962962963	1.11082222222222	0.0359598096245373	30	9	15	0.131578947368421	8	1	46	4	6	0	0	0	10	0	42.5925925925926	48.1481481481481	3.7037037037037	5.55555555555556	0.153846153846154	18	1	0	9	38	2	0.612903225806452	0.105263157894737	5	0.714285714285714	0	0	0	0	7	0	0	0	2	0	0	0.483870967741936	0	1628.17573435147	0	0	0	760.661409808489	0	0	0.47741935483871	0.587037037037036	0.620967741935484	86	0.986180060838776	0.209544461855224	1.42374333782355	1.41604835588477	0.0228394896110447	0.126126126126126	0.344594594594595	0	0	0.0225806459784508	0.800000000000001	0.442528735632182	0.00793650793650802	0.117225803434849	0	9	0.145161290322581	0	0	0	0	18	12	13	0	7	3	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	4	0	0	0	0	7	0	0	0	5	7	0	0	0	0	0	0	0	0	0	4	0	0	0	0	33	0	1	0	12	0	0	1	3	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	34.7858560420137	0	-1.60776238062325	9.54522031879198	0	0	0	6.44251785549217	0	0	0	0	0	0	4	4	0	1	6	12	0	0	1	0	1	2	0	0.851658789336663	1.33144668906535	1.75984859373169	0	1.72363907068805	-1.29316154958516	0.544938331598342	0	0	2.04736181720721	9.28257589147461	9.3677147803635	11.4765790351539	0	-1.29316154958516	2.08907373694426	0.851658789336663	1.86870871208535	2.03735472226919	0	1.72363907068805	0.44025587483489	1.00659410011871	0	0	2.19757801914248	0	0	0	0	13.0009645926954	5.72830249658229	0	0	0	0	13.0009645926954	102	320	0	0	214	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	10	8	0	0	0	0	0	0	15	0	0	0	0	3	0	0	0	0	12	18	0	0	0	0	0	0	0	0	0	0	6	12	0	0	0	0	0	0	4	0	0	0	0	0	0	9	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	18	0	0	0	2	0	0	0	0	0	0	0	0	64	7	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	8	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	6	4	0	0	0	0	0	0	0	4	0	0	0	0	0	12	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.70043971814109	-0.498171923120252	131.23	131.23	10.871980030206	42.6833431609212	4.9106498183825
5	Molecule5	782.04	9.5370731707317	0.738429268292682	1.10466951219512	0.043921568627451	11	11	12	0.137931034482759	11	0	31	3	8	0	0	5	16	0	37.8048780487805	42.6829268292683	3.65853658536585	9.75609756097561	0.285714285714286	21	1	0	7	31	1	0.607843137254902	0.0645161290322581	5	0.833333333333333	0	0	0	3	3	0	0	0	1	0	0	0.215686274509804	495.098914440654	524.408751018391	0	0	0	288.215670994774	0	0	0.500653594771242	0.654471544715446	0.637254901960784	58	1.24888325586938	0.262843204398058	1.12775700282593	1.55534854859877	0.0304970303646818	0.195822454308094	0.399477806788512	0	0.000653594790492207	0	0.869934640522876	0.442657342657341	0.021506967566901	0.138492867350578	0	-7	-0.137254901960784	0	4	0	0	4	2	9	0	5	3	0	2	0	1	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	11	0	0	4	3	0	0	0	4	1	0	0	2	0	0	0	0	2	0	0	0	0	0	5	2	0	0	0	21	0	2	0	6	0	0	2	5	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	11.2428957098051	-1.8200305811884	-1.50980338915441	3.15131989991936	0	0	0	4.29150492551399	0	0	0	1.9389598841454	0	0	2	5	3	0	11	4	0	0	0	0	2	1	0	-0.620922672002608	1.6984810049457	1.83203847040344	-1.0027896253649	0	-1.2362283738154	0.695571469867139	0	0	0.988246862926963	0	9.33345867568564	11.4365749463378	0	-1.2362283738154	2.11125832335612	0.903912740097458	2.15242707419806	1.90062332178532	0.185548669541406	0	0.888032106538895	0.872088167021463	0	0	2.31501119966006	0	0	0	0	13.453744360089	5.80404043761875	5.32263974915603	0.969479942072699	1.39633787670244	0	13.453744360089	42	250	128	0	308	326	0	0	52	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	1	1	1	1	1	0	0	0	1	1	0	0	1	0	1	1	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	1	0	0	1	1	1	1	0	0	0	1	0	0	1	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	30	9	9	0	0	0	0	0	0	8	8	0	2	4	3	0	2	0	0	4	13	15	0	0	0	0	4	0	0	2	0	5	21	14	0	0	0	0	0	1	0	0	0	2	1	0	6	16	11	0	0	0	0	0	0	2	0	0	4	10	0	2	0	5	13	0	0	1	3	2	0	1	2	0	0	0	2	40	7	18	12	0	0	0	0	2	0	0	0	2	0	0	0	2	0	0	6	16	13	0	0	0	0	0	0	0	0	0	0	0	6	0	1	0	6	16	10	0	0	0	0	0	0	4	0	4	4	0	0	5	18	8	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	4.12928301694497	0.156089056790584	148.67	291.69	5.29010009765625	85.3666863218424	5.47315955001535
6	Molecule6	484.61	8.21372881355932	0.70936440677966	1.10714237288136	0.0638655462184874	17	6	8	0.129032258064516	4	1	24	2	4	0	0	1	7	0	40.6779661016949	47.4576271186441	3.38983050847458	6.77966101694915	0.178571428571429	21	1	0	5	21	1	0.6	0.0952380952380952	3	0.75	0	0	0	1	3	0	0	0	1	0	0	0.485714285714286	109.157003703211	329.282627619199	0	0	0	179.219363883451	0	0	0.484761904761905	0.607344632768361	0.607142857142857	47.25	0.859416814391253	0.220870503213281	1.0898892540925	0.831414749130355	0.0237547071180102	0.141453831041257	0.347740667976424	0	0	0.015238095074892	0.818095238095238	0.44141414141414	0.0143915343915343	0.121450521051884	0	4.75	0.135714285714286	0	0	0	0	7	5	6	0	2	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	6	0	0	2	0	0	0	0	2	0	0	0	3	2	0	0	0	2	0	0	0	0	0	3	0	0	0	0	15	0	1	2	6	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	17.5206713517877	0	-1.34871817439152	6.20444281865296	0	0	0	2.20133614780706	0	0	0	0	0	0	2	3	0	1	4	7	0	0	1	0	1	1	0	0.381017393770704	1.42165449332617	1.89801555070044	0	1.69135278919301	-1.22002979841831	0.571655776224645	0	0	2.20133614780706	8.88367953282245	8.96881842171134	10.9723940486318	0	-1.22002979841831	2.09193579778325	0.877325909744938	1.86805273863691	2.04346184491748	0	1.69135278919301	0.508656047012275	1.02811893280128	0	0	2.20133614780706	0	0	0	0	12.7633615697772	5.66714795867209	0	0	1.53293216121249	0	12.7633615697772	18	82	18	0	60	28	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	27	4	5	0	0	0	0	0	0	5	4	0	0	0	2	0	0	0	0	4	11	3	0	0	0	0	0	0	0	0	0	2	9	3	0	0	0	0	0	3	0	0	0	0	0	0	3	10	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	7	0	0	0	1	1	0	0	2	0	0	0	0	26	3	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	6	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	4	8	2	0	0	0	0	0	0	0	0	0	0	0	0	3	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.95419631038687	-0.401331737772927	94.54	122.78	5.79798003670294	42.6833431609212	4.31640692022086
