No.	NAME	MW	AMW	Sv	Se	Sp	Si	Mv	Me	Mp	Mi	GD	nAT	nSK	nAA	nTA	nBT	nBO	nBM	SCBO	RBN	RBF	nDB	nTB	nAB	nH	nC	nN	nO	nS	nF	nBR	nB	nHM	nHet	nX	H%	C%	N%	O%	X%	nCsp3	nCsp2	nCsp	Fsp3	max_conj_path	nStructures	nCIC	nCIR	TRS	Rperim	Rbrid	MCD	RFD	RCI	NRS	NNRS	nSpiro	nBridgeHead	nR05	nR06	nR07	nR08	nR09	nR10	nR11	nR12	nBnz	ARR	AP	D/Dtr05	D/Dtr06	D/Dtr07	D/Dtr08	D/Dtr09	D/Dtr10	D/Dtr11	D/Dtr12	X0	X1	X2	X3	X4	X5	X0A	X1A	X2A	X3A	X4A	X5A	X0v	X1v	X2v	X3v	X4v	X5v	X0Av	X1Av	X2Av	X3Av	X4Av	X5Av	X0sol	X1sol	X2sol	X3sol	X4sol	X5sol	XMOD	RDCHI	RDSQ	X1Kup	X1Mad	X1Per	X1MulPer	Eta_alpha	Eta_alpha_A	Eta_epsi	Eta_epsi_A	Eta_betaS	Eta_betaS_A	Eta_betaP	Eta_betaP_A	Eta_beta	Eta_beta_A	Eta_C	Eta_C_A	Eta_L	Eta_L_A	Eta_R	Eta_F	Eta_F_A	Eta_LR	Eta_FL	Eta_FL_A	Eta_B	Eta_B_A	Eta_sh_p	Eta_sh_y	Eta_sh_x	Eta_D_AlphaA	Eta_D_AlphaB	Eta_epsi_2	Eta_epsi_3	Eta_epsi_4	Eta_epsi_5	Eta_D_epsiA	Eta_D_epsiB	Eta_D_epsiC	Eta_D_epsiD	Eta_psi1	Eta_D_psiA	Eta_D_beta	Eta_D_beta_A	nCp	nCs	nCt	nCq	nCrs	nCrt	nCrq	nCar	nCbH	nCb-	nCconj	nR=Cs	nR=Ct	nR#CH/X	nR#C-	nRCOOH	nArCOOH	nArCOOR	nArCONHR	nRCONR2	nRCO	nN=C-N<	nRC=N	nArC=N	nRNHR	nArNHR	nRNR2	nArNR2	nN=N	nRCN	nArCN	nN+	nArNO2	nROH	nArOH	nROR	nArOR	nRSR	nCRX3	nArX	nPyrrolidines	nPyrroles	nImidazoles	nFuranes	nThiophenes	nPyridines	nPyrimidines	nPyrazines	n135-Triazines	nHDon	nHAcc	nHBonds	C-001	C-002	C-003	C-004	C-005	C-006	C-008	C-009	C-013	C-016	C-017	C-019	C-021	C-022	C-023	C-024	C-025	C-026	C-027	C-028	C-029	C-030	C-031	C-032	C-033	C-034	C-035	C-037	C-038	C-040	C-042	C-043	H-046	H-047	H-048	H-049	H-050	H-051	H-052	O-056	O-057	O-058	O-059	O-060	O-061	N-067	N-068	N-070	N-071	N-072	N-073	N-074	N-075	N-076	N-078	N-079	F-083	F-084	F-085	Br-094	S-107	SsCH3	SssCH2	StCH	SdsCH	SaaCH	SsssCH	StsC	SdssC	SaasC	SaaaC	SssssC	SssNH	SsssN	SdsN	SaaN	StN	SddsN	SaasN	SaaNH	SsOH	SdO	SssO	SaaO	SssS	SaaS	SsF	SsBr	SssssB-	NsCH3	NssCH2	NtCH	NdsCH	NaaCH	NsssCH	NtsC	NdssC	NaasC	NaaaC	NssssC	NssNH	NsssN	NdsN	NaaN	NtN	NddsN	NaasN	NaaNH	NsOH	NdO	NssO	NaaO	NssS	NaaS	NsF	NsBr	NssssB-	minsCH3	minssCH2	mintCH	mindsCH	minaaCH	minsssCH	mintsC	mindssC	minaasC	minaaaC	minssssC	minssNH	minsssN	mindsN	minaaN	mintN	minddsN	minaasN	minaaNH	minsOH	mindO	minssO	minaaO	minssS	minaaS	minsF	minsBr	minssssB-	gmin	MaxsCH3	MaxssCH2	MaxtCH	MaxdsCH	MaxaaCH	MaxsssCH	MaxtsC	MaxdssC	MaxaasC	MaxaaaC	MaxssssC	MaxssNH	MaxsssN	MaxdsN	MaxaaN	MaxtN	MaxddsN	MaxaasN	MaxaaNH	MaxsOH	MaxdO	MaxssO	MaxaaO	MaxssS	MaxaaS	MaxsF	MaxsBr	MaxssssB-	gmax	T(N..N)	T(N..O)	T(N..S)	T(N..F)	T(N..Br)	T(O..O)	T(O..S)	T(O..F)	T(S..S)	T(F..F)	T(Br..Br)	B01[C-O]	B01[C-S]	B01[C-F]	B01[C-Br]	B01[N-N]	B01[N-O]	B01[N-S]	B01[N-B]	B01[N-X]	B01[F-B]	B02[C-O]	B02[C-S]	B02[C-F]	B02[C-Br]	B02[C-B]	B02[C-X]	B02[N-N]	B02[N-O]	B02[N-S]	B02[N-F]	B02[O-O]	B02[F-F]	B03[C-O]	B03[C-S]	B03[C-F]	B03[C-Br]	B03[C-B]	B03[C-X]	B03[N-N]	B03[N-O]	B03[N-S]	B03[N-Br]	B03[N-X]	B03[O-O]	B03[O-S]	B03[S-S]	B03[F-F]	B04[C-O]	B04[C-S]	B04[C-F]	B04[C-Br]	B04[C-B]	B04[C-X]	B04[N-N]	B04[N-O]	B04[N-S]	B04[N-X]	B04[O-O]	B04[O-S]	B04[O-F]	B04[O-X]	B04[F-F]	B04[Br-X]	B05[C-O]	B05[C-S]	B05[C-F]	B05[C-Br]	B05[C-B]	B05[C-X]	B05[N-N]	B05[N-O]	B05[N-S]	B05[N-Br]	B05[N-X]	B05[O-O]	B05[O-S]	B05[O-F]	B05[O-X]	B05[S-S]	B05[S-X]	B05[F-F]	B06[C-O]	B06[C-S]	B06[C-F]	B06[C-Br]	B06[C-B]	B06[C-X]	B06[N-N]	B06[N-O]	B06[N-S]	B06[N-X]	B06[O-O]	B06[O-S]	B06[O-X]	B07[C-O]	B07[C-S]	B07[C-F]	B07[C-Br]	B07[C-B]	B07[C-X]	B07[N-N]	B07[N-O]	B07[N-S]	B07[N-F]	B07[N-Br]	B07[N-X]	B07[O-O]	B07[O-S]	B07[O-X]	B07[S-S]	B07[S-X]	B08[C-O]	B08[C-S]	B08[C-F]	B08[C-Br]	B08[C-B]	B08[C-X]	B08[N-N]	B08[N-O]	B08[N-S]	B08[N-F]	B08[N-X]	B08[O-O]	B08[O-S]	B08[O-X]	B08[S-S]	B08[S-X]	B08[F-X]	B08[Br-Br]	B09[C-O]	B09[C-S]	B09[C-F]	B09[C-Br]	B09[C-B]	B09[C-X]	B09[N-N]	B09[N-O]	B09[N-S]	B09[N-F]	B09[N-Br]	B09[N-X]	B09[O-O]	B09[O-S]	B09[O-X]	B09[S-X]	B09[F-X]	B10[C-O]	B10[C-S]	B10[C-F]	B10[C-Br]	B10[C-B]	B10[C-X]	B10[N-N]	B10[N-O]	B10[N-S]	B10[N-F]	B10[N-Br]	B10[N-X]	B10[O-O]	B10[O-S]	B10[O-X]	B10[S-S]	B10[S-X]	B10[X-X]	F01[C-C]	F01[C-N]	F01[C-O]	F01[C-S]	F01[C-F]	F01[C-Br]	F01[N-N]	F01[N-O]	F01[N-S]	F01[N-B]	F01[N-X]	F01[F-B]	F02[C-C]	F02[C-N]	F02[C-O]	F02[C-S]	F02[C-F]	F02[C-Br]	F02[C-B]	F02[C-X]	F02[N-N]	F02[N-O]	F02[N-S]	F02[N-F]	F02[O-O]	F02[F-F]	F03[C-C]	F03[C-N]	F03[C-O]	F03[C-S]	F03[C-F]	F03[C-Br]	F03[C-B]	F03[C-X]	F03[N-N]	F03[N-O]	F03[N-S]	F03[N-Br]	F03[N-X]	F03[O-O]	F03[O-S]	F03[S-S]	F03[F-F]	F04[C-C]	F04[C-N]	F04[C-O]	F04[C-S]	F04[C-F]	F04[C-Br]	F04[C-B]	F04[C-X]	F04[N-N]	F04[N-O]	F04[N-S]	F04[N-X]	F04[O-O]	F04[O-S]	F04[O-F]	F04[O-X]	F04[F-F]	F04[Br-X]	F05[C-C]	F05[C-N]	F05[C-O]	F05[C-S]	F05[C-F]	F05[C-Br]	F05[C-B]	F05[C-X]	F05[N-N]	F05[N-O]	F05[N-S]	F05[N-Br]	F05[N-X]	F05[O-O]	F05[O-S]	F05[O-F]	F05[O-X]	F05[S-S]	F05[S-X]	F05[F-F]	F06[C-C]	F06[C-N]	F06[C-O]	F06[C-S]	F06[C-F]	F06[C-Br]	F06[C-B]	F06[C-X]	F06[N-N]	F06[N-O]	F06[N-S]	F06[N-X]	F06[O-O]	F06[O-S]	F06[O-X]	F07[C-C]	F07[C-N]	F07[C-O]	F07[C-S]	F07[C-F]	F07[C-Br]	F07[C-B]	F07[C-X]	F07[N-N]	F07[N-O]	F07[N-S]	F07[N-F]	F07[N-Br]	F07[N-X]	F07[O-O]	F07[O-S]	F07[O-X]	F07[S-S]	F07[S-X]	F08[C-C]	F08[C-N]	F08[C-O]	F08[C-S]	F08[C-F]	F08[C-Br]	F08[C-B]	F08[C-X]	F08[N-N]	F08[N-O]	F08[N-S]	F08[N-F]	F08[N-X]	F08[O-O]	F08[O-S]	F08[O-X]	F08[S-S]	F08[S-X]	F08[F-X]	F08[Br-Br]	F09[C-C]	F09[C-N]	F09[C-O]	F09[C-S]	F09[C-F]	F09[C-Br]	F09[C-B]	F09[C-X]	F09[N-N]	F09[N-O]	F09[N-S]	F09[N-F]	F09[N-Br]	F09[N-X]	F09[O-O]	F09[O-S]	F09[O-X]	F09[S-X]	F09[F-X]	F10[C-C]	F10[C-N]	F10[C-O]	F10[C-S]	F10[C-F]	F10[C-Br]	F10[C-B]	F10[C-X]	F10[N-N]	F10[N-O]	F10[N-S]	F10[N-F]	F10[N-Br]	F10[N-X]	F10[O-O]	F10[O-S]	F10[O-X]	F10[S-S]	F10[S-X]	F10[X-X]	Uc	Ui	Hy	AMR	MR99	MRcons	TPSA(NO)	TPSA(Tot)	MLOGP	MLOGP2	ALOGP	ALOGP2	LOGP99	LOGPcons	ESOL	SAtot	SAacc	SAdon	Vx	VvdwMG	VvdwZAZ	PDI	BLTF96	BLTD48	BLTA96	SAscore	PBF
1	OC(=O)c1ccc(cc1)/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/c1ccc(cc1)C(F)(F)F)/c1ccc(cc1)C(F)(F)F)/c1ccc(cc1)C(F)(F)F	926.159999999999	10.4062921348315	65.4135	92.741	67.8244	100.5316	0.734983146067416	1.04203370786517	0.762071910112359	1.12956853932584	0.0362103174603175	89	64	44	11	98	73	49	99	5	0.0510204081632653	3	0	46	25	48	4	2	0	9	0	0	1	16	9	28.0898876404494	53.9325842696629	4.49438202247191	2.24719101123596	10.1123595505618	3	45	0	0.0625	50	1	10	40	64	44	10	0.765625	0.408163265306122	1.30612244897959	5	0.5	0	6	4	4	0	0	0	2	2	0	4	0.63013698630137	0.6875	344.306460755061	571.147371207685	0	0	0	352.773947069293	392.071120601753	0	44.8709392833982	30.4348413227462	31.2014190722042	25.5195200528387	22.3330834339898	18.156087344099	0.701108426303096	0.416915634558167	0.273696658528107	0.16151594970151	0.100599474927882	0.0609264675976475	33.0926410570215	19.9102099786435	15.7729299746255	12.1552784088697	9.16572372238327	6.66680441359587	0.517072516515962	0.272742602447171	0.138359034865136	0.0769321418282891	0.0412870437945192	0.0223718268912613	38.0780460645847	27.6173633074584	26.50659903422	24.4666396170186	22.3483906449967	19.9017549951746	202.203118984048	5.84136322882854	934.405099299402	18.8449733719001	28.3565682050037	15.077602632158	18.5685536833545	29.3380952380952	0.458407738095238	67.8619047619048	0.762493311931514	41.75	0.65234375	46.5	0.7265625	88.25	1.37890625	70.3697624340322	1.09952753803175	12.4494432257107	0.19452255040173	181.484929475548	111.115167041516	1.73617448502369	30.4348413227463	17.9853980970355	0.28102184526618	2.33915867725375	0.0365493543320898	0.110371692906996	0.385164745982795	0.0511280636260348	0	0.0415922626852989	0.943154761904763	0.447126436781608	0.614213013449654	0.933260073260074	0.315366875149906	0.14828029848186	-0.167086576668046	0.00989468864468868	0.486036604607131	0.227963387966156	4.75	0.07421875	3	0	0	0	0	0	0	40	16	8	5	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	1	13	na	0	0	0	0	0	0	0	0	3	4	0	0	0	0	0	20	12	0	0	4	0	0	0	0	0	4	0	0	0	1	0	0	0	24	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	2	0	2	0	0	0	9	0	0	0	0	0	0	0	6.75116849696296	26.6138436526249	0	0	-1.16150132426183	1.8505631528902	1.74023829652257	-13.9253053519434	0	0	0	10.0695676582967	0	0	3.51031966045652	0	9.73420079292672	11.9188580177141	0	0	0	0	124.942728017769	0	0	0	0	0	4	20	0	0	1	16	4	3	0	0	0	2	0	0	2	0	1	1	0	0	0	0	9	0	0	0	0	0	1.66042739210643	0.939724953303753	0	0	-1.16150132426183	-0.895686892367578	0.409365410356572	-4.64682394813273	0	0	0	5.01087820122629	0	0	1.73796623231733	0	9.73420079292672	11.9188580177141	0	0	0	0	13.8813728169119	0	0	-4.64682394813273	0	0	0	1.72157520243864	1.77567499696995	0	0	-1.16150132426183	0.520795579098179	0.485324053685345	-4.63924070190532	0	0	0	5.0586894570704	0	0	1.77235342813919	0	9.73420079292672	11.9188580177141	0	0	0	0	13.8831015945056	0	0	13.8831015945056	26	76	0	342	0	2	0	300	0	468	0	1	0	1	0	0	0	0	0	1	0	1	0	1	0	0	1	1	0	0	0	1	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	52	8	2	0	9	0	0	0	0	0	2	0	72	16	2	0	9	0	0	4	1	0	0	0	1	9	76	20	4	0	18	0	0	8	0	0	0	0	0	0	0	0	0	84	32	4	0	18	0	0	8	4	0	0	0	0	0	0	0	0	0	104	36	2	0	9	0	0	12	0	0	0	0	2	0	0	0	0	0	0	0	116	20	2	0	9	0	0	8	0	0	0	0	0	0	0	108	24	4	0	18	0	0	4	0	0	0	0	0	0	0	0	0	0	0	130	16	4	0	18	0	0	4	1	4	0	18	0	0	0	0	0	0	0	0	118	12	8	0	36	0	0	0	0	0	0	0	0	0	0	0	2	0	9	100	4	4	0	18	0	0	0	0	2	0	9	0	0	0	0	0	0	0	0	5.64385618977472	4.75488750216347	-0.412524621067721	na	220.641299858689	220.641299858689	71.9	71.9	6.90110470700745	47.6252461770804	na	na	13.6472998461686	10.274202276588	-12.5073188799521	na	236.040348728712	42.6833431609212	947.757475083059	391.8022438865	na	na	-7.25593900095633	-7.87604947165708	-8.13110470700745	6.96661255477944	na
2	CCc1cc(CC)c(c(c1)CC)/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/c1c(CC)cc(cc1CC)CC)/c1ccc(cc1)C(=O)O)/c1c(CC)cc(cc1CC)CC	974.699999999999	7.27388059701492	84.8658000000003	131.3807	94.8079000000003	148.7023	0.633326865671644	0.980452985074627	0.707521641791047	1.10971865671642	0.032712215320911	134	70	44	11	143	79	49	105	14	0.0979020979020979	3	0	46	64	63	4	2	0	0	0	0	1	7	0	47.7611940298507	47.0149253731343	2.98507462686567	1.49253731343284	0	18	45	0	0.285714285714286	50	1	10	40	64	44	10	0.7	0.408163265306122	1.30612244897959	5	0.5	0	6	4	4	0	0	0	2	2	0	4	0.582278481012658	0.628571428571429	363.507644597039	621.139338364495	0	0	0	369.872318486315	411.472240534627	0	48.9563612420955	34.1070115638154	30.2472851321646	28.1909085457236	25.2920859227111	22.1851807497373	0.699376589172793	0.431734323592601	0.258523804548416	0.160175616737066	0.0969045437651768	0.0609482987630146	43.0908202154796	26.5053113961204	19.5967831974001	15.9971650240551	12.33741703527	9.68872506830661	0.615583145935423	0.335510270836967	0.167493873482052	0.0908929830912221	0.0472697970699999	0.0266173765612819	49.6634680232821	34.9235081447432	31.4257964341422	29.9462373202939	27.4054693450713	24.7274520692675	217.486140430463	5.8821402005854	1089.46969510457	25.6679441588255	32.9176492607598	20.5911453487227	24.6449138267554	34.2666666666667	0.48952380952381	73.7333333333332	0.550248756218905	42.5	0.607142857142857	46.5	0.664285714285714	89	1.27142857142857	110.303725814699	1.57576751163856	18.2237784104739	0.260339691578199	212.311565503549	102.007839688849	1.45725485269785	34.1070115638155	15.8832331533416	0.226903330762022	1.66698843618451	0.0238141205169216	0.150778210116732	0.417315175097276	0	0	0.0104761905968189	0.77904761904762	0.445833333333332	0.490530303030302	0.772300469483569	0.104415422885573	0.059718453188603	-0.0446969696969699	0.00674714956405098	0.628361858190708	0.0856381431221962	4	0.0571428571428571	9	9	0	0	0	0	0	40	10	14	5	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	4	na	9	9	0	0	0	0	0	0	0	4	0	0	0	0	0	14	18	0	0	4	0	0	0	0	0	4	0	0	0	1	0	0	45	18	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	20.433931396294	8.16429765506225	0	8.90184590765437	30.9909113262356	0	0	-0.952462109624159	24.7419417002206	4.11740351966723	0	0	0	0	11.545983950671	0	0	4.85507322872267	0	10.0650193122812	12.2832143966818	0	0	0	0	0	0	0	9	9	0	4	14	0	0	1	22	4	0	0	0	0	2	0	0	2	0	1	1	0	0	0	0	0	0	0	2.24751036161924	0.87447061003495	0	2.16570725600245	1.71294958560041	0	0	-0.952462109624159	0.243946553746608	0.954666354068411	0	0	0	0	5.69852604459182	0	0	2.39609539031662	0	10.0650193122812	12.2832143966818	0	0	0	0	0	0	0	-0.952462109624159	2.28878896009596	0.969947869197249	0	2.27203128810726	2.42724654620746	0	0	-0.952462109624159	1.3552621949901	1.06632507780686	0	0	0	0	5.84745790607921	0	0	2.45897783840605	0	10.0650193122812	12.2832143966818	0	0	0	0	0	0	0	12.2832143966818	26	76	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	67	8	2	0	0	0	0	0	0	0	2	0	93	16	2	0	0	0	0	4	1	0	0	0	1	0	112	20	4	0	0	0	0	8	0	0	0	0	0	0	0	0	0	135	32	4	0	0	0	0	8	4	0	0	0	0	0	0	0	0	0	155	48	2	0	0	0	0	12	0	0	0	0	2	0	0	0	0	0	0	0	164	32	2	0	0	0	0	14	0	0	0	0	0	0	0	150	30	4	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	178	28	4	0	0	0	0	4	1	4	0	0	0	0	0	0	0	0	0	0	208	18	8	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	204	13	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	5.64385618977472	4.75488750216347	-0.569465529705687	na	290.037301555276	290.037301555276	71.9	71.9	7.64547964152774	58.4533589490151	na	na	15.6525000832044	11.648989862366	-12.8298561073392	na	101.399329289599	42.6833431609212	1272.52491694353	524.903654485052	na	na	-7.88865769529858	-8.58320565945135	-8.87547964152774	6.71083990896564	na
3	OC(=O)c1ccc2c(c1)ccc1c2nc2c3/C(=C\4/C=CC(=N4)/C(=c/4\n5[Zn]n3c(c2n1)/C(=C\1/C=CC(=N1)/C(=c\5/cc4)/c1cc(cc(c1)C(C)(C)C)C(C)(C)C)/c1cc(cc(c1)C(C)(C)C)C(C)(C)C)/c1cc(cc(c1)C(C)(C)C)C(C)(C)C)/c1cc(cc(c1)C(C)(C)C)C(C)(C)C	1323.28	6.89208333333332	118.8106	187.8383	132.2403	213.926900000001	0.618805208333336	0.978324479166667	0.688751562500001	1.11420260416667	0.0236842105263158	192	96	56	26	204	108	64	141.5	13	0.0637254901960784	3	0	61	96	87	6	2	0	0	0	0	1	9	0	50	45.3125	3.125	1.04166666666667	0	32	55	0	0.367816091954023	62	1	13	97	82	56	13	0.635416666666667	0.426229508196721	1.34426229508197	5	0.384615384615385	0	6	4	7	0	0	1	4	2	0	6	0.564814814814815	0.583333333333333	377.422377529114	1121.02644100117	0	0	169.624677424597	868.524245911255	433.591807229944	0	69.4288990256706	44.410189643142	50.0128143082178	37.2446256216933	31.537742382742	29.2562178564651	0.723217698184068	0.411205459658722	0.2809708669001	0.157150319078875	0.0930316884446668	0.0577045717090041	62.0080377217488	34.9845653229063	36.5498341266481	20.896575735266	14.7112251566806	12.0205827653456	0.645917059601549	0.323931160397281	0.205336146778922	0.0881712056340339	0.0433959444149871	0.0237092362235614	70.1360058068571	45.2266862240697	51.1913256101953	38.9387865899062	33.7296932252341	32.061489935789	280.12170548735	6.81067266229372	1753.742196597	34.1172756204822	43.1091842488051	26.9436228453301	31.7765746266122	47.0666666666667	0.490277777777778	102.333333333333	0.53298611111111	58	0.604166666666667	58.5	0.609375	116.5	1.21354166666667	202.533571877696	2.10972470705934	25.1073612297554	0.261535012809952	360.820699667579	158.287127789882	1.64882424781128	44.4101896431421	19.3028284133866	0.201071129306111	4.62181035685793	0.0481438578839367	0.269121813031162	0.356940509915014	0.084985835694051	0	0.00972222257405519	0.765972222222224	0.445454545454544	0.484848484848484	0.761168384879727	0.0875315656565664	0.0481376262626267	-0.0393939393939396	0.00480383734249723	0.640072529465094	0.0739274695515633	0.5	0.00520833333333333	24	0	0	8	0	0	0	50	17	17	5	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	1	6	na	24	0	0	8	0	0	0	0	0	4	0	0	0	0	0	19	19	0	0	8	0	0	0	0	0	4	0	0	0	1	0	0	72	23	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	55.4948746347344	0	0	8.97807818388994	42.8473806032311	0	0	-0.986162416242788	21.4060497364629	7.89491641298806	-1.70543458465866	0	0	0	24.1621827028822	0	0	4.8818791096059	0	10.3509680182321	12.6420521770311	0	0	0	0	0	0	0	24	0	0	4	19	0	0	1	21	10	8	0	0	0	4	0	0	2	0	1	1	0	0	0	0	0	0	0	2.30544269524032	0	0	2.23855727660017	1.6823889147719	0	0	-0.986162416242788	0.208156727828179	0.669439119205187	-0.243757312979576	0	0	0	5.97209649486875	0	0	2.43044745711773	0	10.3509680182321	12.6420521770311	0	0	0	0	0	0	0	-0.986162416242788	2.31771351588743	0	0	2.2501144109595	2.41743996168201	0	0	-0.986162416242788	1.24717539528506	0.966577878307225	-0.186489880848495	0	0	0	6.07960438318275	0	0	2.45143165248817	0	10.3509680182321	12.6420521770311	0	0	0	0	0	0	0	12.6420521770311	67	124	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	92	12	2	0	0	0	0	0	0	0	2	0	146	24	2	0	0	0	0	4	1	0	0	0	1	0	152	29	4	0	0	0	0	8	3	0	0	0	0	0	0	0	0	167	45	4	0	0	0	0	8	4	0	0	2	0	0	0	0	0	0	210	51	4	0	0	0	0	14	4	0	0	0	2	0	0	0	0	0	0	0	236	63	4	0	0	0	0	10	2	0	0	0	0	0	0	224	95	2	0	0	0	0	15	0	2	0	0	0	0	0	0	0	0	0	291	55	2	0	0	0	0	26	1	2	0	0	0	0	0	0	0	0	0	0	284	60	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	365	24	4	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	6.02236781302845	5.10852445677817	-0.59958452395267	na	403.343304172158	403.343304172158	97.68	97.68	8.97085842476048	80.4763008770962	na	na	23.2205001539551	16.0956792893578	-18.0898314268143	na	134.97038838586	42.6833431609212	1770.43189368771	728.963890855619	na	na	-9.01522966104641	-9.84231550352246	-10.2008584247605	7.54473605633391	na
