No.	NAME	MW	AMW	Sv	Se	Sp	Si	Mv	Me	Mp	Mi	GD	nAT	nSK	nAA	nTA	nBT	nBO	nBM	SCBO	RBN	RBF	nDB	nTB	nAB	nH	nC	nN	nO	nS	nF	nHM	nHet	nX	H%	C%	N%	O%	X%	nCsp3	nCsp2	nCsp	Fsp3	max_conj_path	nCIC	nCIR	TRS	Rperim	Rbrid	MCD	RFD	RCI	NRS	NNRS	nBridgeHead	nR05	nR06	nR08	nR09	nR10	nR11	nR12	nBnz	ARR	AP	D/Dtr05	D/Dtr06	D/Dtr08	D/Dtr09	D/Dtr10	D/Dtr11	D/Dtr12	X0	X1	X2	X3	X4	X5	X0A	X1A	X2A	X3A	X4A	X5A	X0v	X1v	X2v	X3v	X4v	X5v	X0Av	X1Av	X2Av	X3Av	X4Av	X5Av	X0sol	X1sol	X2sol	X3sol	X4sol	X5sol	XMOD	RDCHI	RDSQ	X1Kup	X1Mad	X1Per	X1MulPer	Eta_alpha	Eta_alpha_A	Eta_epsi	Eta_epsi_A	Eta_betaS	Eta_betaS_A	Eta_betaP	Eta_betaP_A	Eta_beta	Eta_beta_A	Eta_C	Eta_C_A	Eta_L	Eta_L_A	Eta_R	Eta_F	Eta_F_A	Eta_LR	Eta_FL	Eta_FL_A	Eta_B	Eta_B_A	Eta_sh_p	Eta_sh_y	Eta_sh_x	Eta_D_AlphaA	Eta_D_AlphaB	Eta_epsi_2	Eta_epsi_3	Eta_epsi_4	Eta_epsi_5	Eta_D_epsiA	Eta_D_epsiB	Eta_D_epsiC	Eta_D_epsiD	Eta_psi1	Eta_D_psiA	Eta_D_beta	Eta_D_beta_A	nCp	nCs	nCt	nCq	nCrs	nCrt	nCrq	nCar	nCbH	nCb-	nCconj	nR=Cs	nR=Ct	nR#C-	nRCOOH	nArCOOH	nRCONHR	nRCONR2	nROCON	nArOCON	nArCO	nArC=N	nArNR2	nRCN	nArCN	nRNHO	nN(CO)2	nROH	nOHp	nArOR	nRSR	nCRX3	nPyrroles	nFuranes	nThiophenes	nThiazoles	nTriazoles	nPyridines	nPyrazines	nHDon	nHAcc	nHBonds	C-001	C-002	C-003	C-004	C-005	C-006	C-008	C-011	C-013	C-016	C-017	C-019	C-020	C-022	C-024	C-025	C-026	C-027	C-028	C-033	C-034	C-037	C-039	C-040	C-041	C-043	H-046	H-047	H-048	H-049	H-050	H-051	H-052	O-056	O-057	O-058	O-059	O-060	N-071	N-072	N-073	N-074	N-075	F-083	S-107	S-108	SsCH3	SssCH2	SdsCH	SaaCH	SsssCH	StsC	SdssC	SaasC	SaaaC	SssssC	SssNH	SsssN	SdsN	SaaN	StN	SaasN	SsOH	SdO	SssO	SaaO	SdS	SssS	SaaS	SsF	NsCH3	NssCH2	NdsCH	NaaCH	NsssCH	NtsC	NdssC	NaasC	NaaaC	NssssC	NssNH	NsssN	NdsN	NaaN	NtN	NaasN	NsOH	NdO	NssO	NaaO	NdS	NssS	NaaS	NsF	minsCH3	minssCH2	mindsCH	minaaCH	minsssCH	mintsC	mindssC	minaasC	minaaaC	minssssC	minssNH	minsssN	mindsN	minaaN	mintN	minaasN	minsOH	mindO	minssO	minaaO	mindS	minssS	minaaS	minsF	gmin	MaxsCH3	MaxssCH2	MaxdsCH	MaxaaCH	MaxsssCH	MaxtsC	MaxdssC	MaxaasC	MaxaaaC	MaxssssC	MaxssNH	MaxsssN	MaxdsN	MaxaaN	MaxtN	MaxaasN	MaxsOH	MaxdO	MaxssO	MaxaaO	MaxdS	MaxssS	MaxaaS	MaxsF	gmax	T(N..N)	T(N..O)	T(N..S)	T(N..F)	T(O..O)	T(O..S)	T(O..F)	T(S..S)	T(S..F)	T(F..F)	B01[C-S]	B01[C-F]	B01[N-N]	B01[N-O]	B01[N-S]	B02[C-S]	B02[C-F]	B02[N-N]	B02[N-O]	B02[N-S]	B02[O-O]	B02[O-S]	B02[S-S]	B02[F-F]	B03[C-S]	B03[C-F]	B03[N-N]	B03[N-O]	B03[N-S]	B03[O-O]	B03[O-S]	B03[S-S]	B04[C-S]	B04[C-F]	B04[N-N]	B04[N-O]	B04[N-S]	B04[O-O]	B04[O-S]	B04[S-S]	B05[C-S]	B05[C-F]	B05[N-N]	B05[N-O]	B05[N-S]	B05[O-O]	B05[O-S]	B05[S-S]	B06[C-S]	B06[N-N]	B06[N-O]	B06[N-S]	B06[N-F]	B06[O-O]	B06[O-S]	B06[S-S]	B07[C-S]	B07[C-F]	B07[N-N]	B07[N-O]	B07[N-S]	B07[O-O]	B07[O-S]	B07[S-S]	B08[C-S]	B08[C-F]	B08[N-N]	B08[N-O]	B08[N-S]	B08[O-O]	B08[O-S]	B08[S-S]	B09[C-S]	B09[C-F]	B09[N-N]	B09[N-O]	B09[N-S]	B09[O-O]	B09[O-S]	B09[S-S]	B10[C-S]	B10[C-F]	B10[N-N]	B10[N-O]	B10[N-S]	B10[O-O]	B10[O-S]	B10[S-S]	F01[C-C]	F01[C-N]	F01[C-O]	F01[C-S]	F01[C-F]	F01[N-N]	F01[N-O]	F01[N-S]	F02[C-C]	F02[C-N]	F02[C-O]	F02[C-S]	F02[C-F]	F02[N-N]	F02[N-O]	F02[N-S]	F02[O-O]	F02[O-S]	F02[S-S]	F02[F-F]	F03[C-C]	F03[C-N]	F03[C-O]	F03[C-S]	F03[C-F]	F03[N-N]	F03[N-O]	F03[N-S]	F03[O-O]	F03[O-S]	F03[S-S]	F04[C-C]	F04[C-N]	F04[C-O]	F04[C-S]	F04[C-F]	F04[N-N]	F04[N-O]	F04[N-S]	F04[O-O]	F04[O-S]	F04[S-S]	F05[C-C]	F05[C-N]	F05[C-O]	F05[C-S]	F05[C-F]	F05[N-N]	F05[N-O]	F05[N-S]	F05[O-O]	F05[O-S]	F05[S-S]	F06[C-C]	F06[C-N]	F06[C-O]	F06[C-S]	F06[N-N]	F06[N-O]	F06[N-S]	F06[N-F]	F06[O-O]	F06[O-S]	F06[S-S]	F07[C-C]	F07[C-N]	F07[C-O]	F07[C-S]	F07[C-F]	F07[N-N]	F07[N-O]	F07[N-S]	F07[O-O]	F07[O-S]	F07[S-S]	F08[C-C]	F08[C-N]	F08[C-O]	F08[C-S]	F08[C-F]	F08[N-N]	F08[N-O]	F08[N-S]	F08[O-O]	F08[O-S]	F08[S-S]	F09[C-C]	F09[C-N]	F09[C-O]	F09[C-S]	F09[C-F]	F09[N-N]	F09[N-O]	F09[N-S]	F09[O-O]	F09[O-S]	F09[S-S]	F10[C-C]	F10[C-N]	F10[C-O]	F10[C-S]	F10[C-F]	F10[N-N]	F10[N-O]	F10[N-S]	F10[O-O]	F10[O-S]	F10[S-S]	Uc	Ui	Hy	AMR	MR99	MRcons	TPSA(NO)	TPSA(Tot)	MLOGP	MLOGP2	ALOGP	ALOGP2	LOGP99	LOGPcons	ESOL	SAtot	SAacc	SAdon	Vx	VvdwMG	VvdwZAZ	PDI	BLTF96	BLTD48	BLTA96	SAscore	PBF
1	CCCCCCCCn1c(=O)/c(=c/2\c(=C/c3ccc(s3)c3ccc4c(c3)C3CCCC3N4c3ccc4c(c3)Cc3c4cccc3)\sc(=O)n2CC(=O)O)/sc1=C(C#N)C#N	850.169999999999	8.25407766990291	69.5367	102.8358	74.2562000000001	113.9779	0.67511359223301	0.998405825242718	0.720933980582525	1.10658155339806	0.0384180790960452	103	60	23	7	111	68	31	89.5	12	0.108108108108108	6	2	23	43	48	5	4	3	0	3	12	0	41.747572815534	46.6019417475728	4.85436893203883	3.88349514563107	0	15	31	2	0.3125	17	9	15	48	40	4	0.666666666666667	0.2	1.2	5	0.555555555555556	0	6	3	1	3	0	0	1	3	0.338235294117647	0.383333333333333	888.487896043146	451.759600144135	217.319279684365	676.374015112187	0	0	317.615625748349	41.4922596269578	29.2699218437701	26.4160453951612	23.4655413110615	21.2632427675265	17.4265289086197	0.691537660449297	0.430440027114266	0.266828741365264	0.162955147993483	0.101253536988222	0.0638334392257132	35.7277964706491	23.1874465375508	18.9978990525916	15.4206060651174	12.715878898695	8.95795311299162	0.595463274510818	0.340991860846336	0.191897970228198	0.107087542118871	0.0605518042795002	0.0328130150659034	42.5529197987376	30.4946667151617	28.3760311115603	25.8579470611046	24.1277081125136	19.9807045295882	192.458402591612	6.29651537833277	752.52714636699	20.8062054359826	27.3137949058353	16.6013720690517	20.1376662391993	29.8333333333333	0.497222222222222	60.7666666666666	0.589967637540452	37.75	0.629166666666667	37	0.616666666666667	74.75	1.24583333333333	77.5699680407902	1.29283280067984	16.3717256497611	0.272862094162684	146.785211762131	69.2152437213412	1.15358739535569	29.2699218437702	12.8981961940091	0.214969936566818	1.41807815622983	0.0236346359371639	0.088268156424581	0.375418994413408	0	0	0.00277777784503996	0.797777777777778	0.446341463414633	0.52798982188295	0.789617486338798	0.14362617412582	0.0619778156575018	-0.0816483584683178	0.00816029143898001	0.623259052924791	0.0907409489154816	-0.75	-0.0125	1	11	1	0	5	1	0	22	10	8	5	4	1	0	1	0	0	1	1	0	0	0	1	2	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	9	na	1	10	1	0	0	2	1	0	0	1	1	3	1	0	12	6	2	0	0	0	2	0	0	4	1	0	19	18	0	0	1	0	5	0	1	3	0	0	0	2	1	2	0	0	3	0	2.15018011616536	10.0852943686223	1.84550646638458	26.5488671317392	0.869758303719881	3.86261695998794	-1.31804198099223	12.3673350948677	0	0	0	5.15431483259854	0	0	19.6609362847558	0	9.82825284826646	39.6766568902405	0	0	0	1.86239051817046	1.57259883214012	0	1	12	1	12	2	2	8	10	0	0	0	3	0	0	2	0	1	3	0	0	0	2	1	0	2.15018011616536	-0.626208552691192	1.84550646638458	1.98997474176216	0.419896881928624	1.93130847999397	-1.21479952298663	0.84765352541396	0	0	0	1.12696464034363	0	0	9.83046814237792	0	9.82825284826646	12.0409568623792	0	0	0	0.890494377333824	1.57259883214012	0	-1.21479952298663	2.15018011616536	1.19339680810518	1.84550646638458	2.3963604277269	0.449861421791258	1.93130847999397	0.456079664240362	1.38596425385139	0	0	0	2.57381624331872	0	0	9.83046814237792	0	9.82825284826646	14.183932170244	0	0	0	0.971896140836639	1.57259883214012	0	14.183932170244	86	157	96	0	32	66	0	14	0	0	1	0	0	0	0	1	0	0	1	1	1	1	0	0	1	0	0	1	1	0	1	0	1	0	1	1	1	0	0	1	1	0	0	0	1	1	1	0	1	0	1	1	0	1	1	1	1	0	1	1	1	1	1	0	1	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	1	0	0	1	1	0	0	0	47	11	4	6	0	0	0	0	67	14	3	9	0	0	2	2	1	1	0	0	69	16	6	10	0	0	2	1	0	1	0	75	7	10	10	0	4	1	2	0	0	2	69	16	12	10	0	0	0	2	2	4	0	67	15	9	9	0	3	1	0	1	3	1	67	12	10	13	0	2	2	1	2	1	0	67	15	13	9	0	0	0	2	0	2	0	63	11	15	11	0	0	2	0	0	0	0	57	10	10	9	0	0	4	3	0	0	0	5	4.49185309632967	-0.456746885865846	245.0978	240.221800923347	240.221800923347	132.12	216.84	5.99165997439436	35.8999892487594	11.1837	125.07514569	11.7746600436512	9.65000667268186	-10.8004746308412	1020.68324927316	189.609777479591	42.6833431609212	1032.50830564784	426.53619083928	774.370000000001	1.01158543199676	-6.4829109782352	-7.01207697567464	-7.22165997439436	5.37795236745413	na
2	CCCCCCCCn1c(=O)/c(=c/2\c(=C/c3ccc(s3)c3ccc4c(c3)C3CCCC3N4c3ccc4c(c3)C(C)(C)c3c4cccc3)\sc(=O)n2CC(=O)O)/sc1=C(C#N)C#N	878.229999999999	8.05715596330275	72.5903000000001	108.603	77.7790000000001	120.8083	0.665966055045872	0.996357798165138	0.713568807339451	1.10833302752294	0.0370174510840825	109	62	23	9	117	70	31	91.5	12	0.102564102564103	6	2	23	47	50	5	4	3	0	3	12	0	43.1192660550459	45.8715596330275	4.58715596330275	3.6697247706422	0	17	31	2	0.34	17	9	15	48	40	4	0.645161290322581	0.2	1.2	5	0.555555555555556	0	6	3	1	3	0	0	1	3	0.328571428571429	0.370967741935484	913.404981538763	463.438585410077	222.769999699158	696.260299562544	0	0	325.978448153505	43.2851528457712	30.030775532032	27.6945371736281	24.4854094238848	22.088531755915	18.2390484656419	0.698147626544697	0.429011079029029	0.266293626669501	0.161088219893979	0.0994978907924098	0.0626771424936148	37.5206896894625	23.9803397563643	20.2229958108327	16.210418702013	13.2766188500348	9.4120603050796	0.60517241434617	0.342576282233775	0.194451882796468	0.106647491460612	0.0598045894145711	0.0323438498456344	44.3458130175511	31.2555204034236	29.6545228900273	26.8778151739279	24.9529971009021	20.7932240866104	197.023524721184	6.31821910529831	793.762501426949	21.599098654796	28.0746485940972	17.1962470933319	20.7980555407393	30.8333333333333	0.497311827956989	63.3666666666666	0.581345565749234	38.75	0.625	37	0.596774193548387	75.75	1.22177419354839	84.9278994429774	1.36980482972544	17.2151676389454	0.277663994176539	156.851719116897	71.9238196739191	1.16006160764386	30.0307755320321	12.8156078930866	0.2067033531143	1.65722446796794	0.0267294269027087	0.117837837837838	0.363243243243243	0.0162162162162162	0	0.0026881720405072	0.794623655913979	0.445882352941175	0.523844282238441	0.786772486772487	0.13546321280806	0.057501283510793	-0.0779619292972666	0.00785116914149187	0.625845737483085	0.0881542637944222	-1.75	-0.0282258064516129	3	10	1	1	4	1	1	22	10	8	5	4	1	0	1	0	0	1	1	0	0	0	1	2	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	9	na	3	9	1	1	0	2	1	0	0	1	1	3	1	0	12	6	2	0	0	0	2	0	0	4	1	0	23	18	0	0	1	0	5	0	1	3	0	0	0	2	1	2	0	0	3	0	6.80991386373778	9.0864627273563	1.84698575632541	26.6880144549246	0.833760571293577	3.86840210738023	-1.32819991587338	12.2845933278411	0	-0.0803395389495565	0	5.16606300003681	0	0	19.6951279228436	0	9.84894536904209	39.7625510964133	0	0	0	1.86203579126699	1.57235013302778	0	3	11	1	12	2	2	8	10	0	1	0	3	0	0	2	0	1	3	0	0	0	2	1	0	2.15054993865057	-0.628429920541164	1.84698575632541	1.99171085287327	0.399630442019326	1.93420105369012	-1.21587464011669	0.845444863349528	0	-0.0803395389495565	0	1.12794120284363	0	0	9.8475639614218	0	9.84894536904209	12.0666493831549	0	0	0	0.890303405111602	1.57235013302778	0	-1.21587464011669	2.3296819625436	1.18495737909283	1.84698575632541	2.42413820550468	0.434130129274251	1.93420105369012	0.45439221148148	1.37439017977731	0	-0.0803395389495565	0	2.58381624331872	0	0	9.8475639614218	0	9.84894536904209	14.2124046062072	0	0	0	0.971732386155391	1.57235013302778	0	14.2124046062072	86	157	96	0	32	66	0	14	0	0	1	0	0	0	0	1	0	0	1	1	1	1	0	0	1	0	0	1	1	0	1	0	1	0	1	1	1	0	0	1	1	0	0	0	1	1	1	0	1	0	1	1	0	1	1	1	1	0	1	1	1	1	1	0	1	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	1	0	0	1	1	0	0	0	49	11	4	6	0	0	0	0	72	14	3	9	0	0	2	2	1	1	0	0	77	16	6	10	0	0	2	1	0	1	0	83	7	10	10	0	4	1	2	0	0	2	73	18	12	10	0	0	0	2	2	4	0	71	15	9	9	0	3	1	0	1	3	1	75	12	10	13	0	2	2	1	2	1	0	75	15	13	9	0	0	0	2	0	2	0	65	11	15	11	0	0	2	0	0	0	0	59	10	10	9	0	0	4	3	0	0	0	5	4.49185309632967	-0.466038435784813	254.1215	249.543801188469	249.543801188469	132.12	216.84	6.30639137840193	39.7705722175822	11.6417	135.52917889	12.5097600521985	10.1526171435335	-11.3128608137413	1082.8835340441	189.609777479591	42.6833431609212	1079.31893687708	445.720875769295	808.970000000001	0.996708235876756	-6.75043267164164	-7.31107180948183	-7.53639137840193	5.48018958727262	na
3	CCCCCCCCn1c(=C(C#N)C#N)s/c(=c\2/c(=C\c3ccc(s3)c3ccc4c(c3)C3CCCC3N4c3ccc4c(c3)C(CCCC)(CCCC)c3c4cccc3)/sc(=O)n2CC(=O)O)/c1=O	962.409999999999	7.57803149606298	81.7511000000003	125.9046	88.3474000000003	141.2995	0.6437094488189	0.991374803149606	0.69564881889764	1.11259448818898	0.0333625987708516	127	68	23	9	135	76	31	97.5	18	0.133333333333333	6	2	23	59	56	5	4	3	0	3	12	0	46.4566929133858	44.0944881889764	3.93700787401575	3.1496062992126	0	23	31	2	0.410714285714286	17	9	15	48	40	4	0.588235294117647	0.2	1.2	5	0.555555555555556	0	6	3	1	3	0	0	1	3	0.302631578947368	0.338235294117647	997.462687280539	507.704789521246	241.989493371008	769.131527538738	0	0	355.190393431721	47.5277935328905	33.1520958755917	29.3134399973632	26.0425647978338	23.562522637736	19.8978981688445	0.698938140189566	0.436211787836733	0.266485818157847	0.160756572826134	0.0985879608273475	0.062375856328666	41.7633303765818	27.1016600999239	21.8872093732058	17.8090836762536	14.6485354405996	10.7989306249421	0.614166623185026	0.356600790788473	0.198974630665507	0.109932615285516	0.0612909432661069	0.0338524471001318	48.5884537046703	34.3768407469833	31.2734257137623	28.4349705478769	26.4269879827231	22.452073789813	215.751446782542	6.60609457930231	897.941184620792	24.7204189983556	31.1959689376569	19.8323110726753	23.8863343712971	33.8333333333333	0.497549019607843	71.1666666666666	0.560367454068241	41.75	0.613970588235294	37	0.544117647058823	78.75	1.15808823529412	102.227969870482	1.50335249809532	20.3364879825051	0.299065999742722	178.615544200715	76.3875743302333	1.12334668132696	33.1520958755917	12.8156078930866	0.188464821957156	1.5359041244083	0.0225868253589455	0.107389162561576	0.331034482758621	0.0147783251231527	0	0.00245098047889769	0.786274509803922	0.444680851063828	0.513333333333332	0.779227053140097	0.115686603004412	0.0470341207349085	-0.0686524822695038	0.007047456663825	0.632793017456359	0.0812069848179817	-4.75	-0.0698529411764706	3	16	1	1	4	1	1	22	10	8	5	4	1	0	1	0	0	1	1	0	0	0	1	2	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	9	na	3	15	1	1	0	2	1	0	0	1	1	3	1	0	12	6	2	0	0	0	2	0	0	4	1	0	35	18	0	0	1	0	5	0	1	3	0	0	0	2	1	2	0	0	3	0	6.76740468032841	16.1831549385268	1.86043849158618	27.4733679684007	0.828668998137429	3.89223537647763	-1.29964499480171	12.7941307560334	0	0.0228549054948879	0	5.24672830834657	0	0	19.7901366192769	0	9.90557144697564	39.9912328931074	0	0	0	1.87522704906589	1.5851592297105	0	3	17	1	12	2	2	8	10	0	1	0	3	0	0	2	0	1	3	0	0	0	2	1	0	2.15438625160923	-0.627611074484223	1.86043849158618	2.00717449789735	0.397381712280517	1.94611768823882	-1.21289277625046	0.851940018199766	0	0.0228549054948879	0	1.13725791331166	0	0	9.89506830963846	0	9.90557144697564	12.1357235582221	0	0	0	0.897650712321133	1.5851592297105	0	-1.21289277625046	2.30650921435959	1.1994368472968	1.86043849158618	2.55441598328246	0.431287285856912	1.94611768823882	0.459234528628019	1.50114943903657	0	0.0228549054948879	0	2.6476271843618	0	0	9.89506830963846	0	9.90557144697564	14.2882791569921	0	0	0	0.977576336744758	1.5851592297105	0	14.2882791569921	86	157	96	0	32	66	0	14	0	0	1	0	0	0	0	1	0	0	1	1	1	1	0	0	1	0	0	1	1	0	1	0	1	0	1	1	1	0	0	1	1	0	0	0	1	1	1	0	1	0	1	1	0	1	1	1	1	0	1	1	1	1	1	0	1	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	1	0	0	1	1	0	0	0	55	11	4	6	0	0	0	0	78	14	3	9	0	0	2	2	1	1	0	0	87	16	6	10	0	0	2	1	0	1	0	100	7	10	10	0	4	1	2	0	0	2	97	18	12	10	0	0	0	2	2	4	0	94	17	9	9	0	3	1	0	1	3	1	93	14	10	13	0	2	2	1	2	1	0	92	17	13	9	0	0	0	2	0	2	0	85	11	15	11	0	0	2	0	0	0	0	77	10	10	9	0	0	4	3	0	0	0	5	4.49185309632967	-0.490871213115018	281.7275	277.24580180645	277.24580180645	132.12	216.84	7.22164731559767	52.152189950879	14.3789	206.75276521	14.8503600659315	12.1503024605097	-12.5916669664173	1239.34394843838	189.609777479591	42.6833431609212	1219.75083056479	503.27493055934	912.770000000001	0.984190734220085	-7.52840021825801	-8.18056494981778	-8.45164731559766	5.57484283573984	na
4	CCCCCCCCn1c(=C(C#N)C#N)s/c(=c\2/c(=C\c3ccc(s3)c3ccc4c(c3)C3CCCC3N4c3ccc4c(c3)C(CCCCCCCC)(CCCCCCCC)c3c4cccc3)/sc(=O)n2CC(=O)O)/c1=O	1074.65	7.11688741721854	93.9655000000003	148.9734	102.4386	168.6211	0.622288079470201	0.98657880794702	0.678401324503313	1.11669602649007	0.0294736842105263	151	76	23	9	159	84	31	105.5	26	0.163522012578616	6	2	23	75	64	5	4	3	0	3	12	0	49.6688741721854	42.3841059602649	3.3112582781457	2.64900662251656	0	31	31	2	0.484375	17	9	15	48	40	4	0.526315789473684	0.2	1.2	5	0.555555555555556	0	6	3	1	3	0	0	1	3	0.273809523809524	0.302631578947368	1126.25818192291	582.028947855594	272.870647894989	888.021187115072	0	0	401.764036412328	53.1846477823829	37.1520958755917	32.1418671221094	28.0425647978338	25.0196294189226	20.735431794162	0.699797997136617	0.442286855661805	0.272388704424656	0.164956263516669	0.101294046230456	0.0634111064041651	47.4201846260741	31.1016600999239	24.715636497952	19.8090836762536	16.1056422217861	11.6524840155353	0.623949797711502	0.370257858332428	0.209454546592813	0.116524021625021	0.0652050292380004	0.0356345076927686	54.2453079541627	38.3768407469832	34.1018528385085	30.4349705478769	27.8840947639097	23.2896074151305	239.751446782542	7.1728046192197	1017.92461541571	28.7204189983556	35.1959689376569	23.1656444060087	27.807902998748	37.8333333333333	0.49780701754386	81.5666666666665	0.5401766004415	45.75	0.601973684210526	37	0.486842105263158	82.75	1.08881578947368	124.798644723501	1.64208743057238	24.3364879825051	0.320216947138225	205.472919293795	80.6742745702945	1.06150361276703	37.1520958755917	12.8156078930866	0.168626419645876	1.53590412440831	0.0202092647948462	0.0960352422907489	0.296035242290749	0.013215859030837	0	0.00219298247247934	0.777192982456141	0.443396226415093	0.502607076350092	0.770995670995672	0.0967803740264073	0.0375695240914082	-0.0592108499349991	0.00619731146046942	0.640519187358916	0.0734808146953583	-8.75	-0.115131578947368	3	24	1	1	4	1	1	22	10	8	5	4	1	0	1	0	0	1	1	0	0	0	1	2	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	9	na	3	23	1	1	0	2	1	0	0	1	1	3	1	0	12	6	2	0	0	0	2	0	0	4	1	0	51	18	0	0	1	0	5	0	1	3	0	0	0	2	1	2	0	0	3	0	6.75873082277122	27.0692579615075	1.87225520205422	27.9031048200053	0.821174909919065	3.91606274732126	-1.27347755009368	12.9902663111253	0	0.0124309164548275	0	5.30029952916197	0	0	19.8866393501835	0	9.9617743525112	40.2150462926518	0	0	0	1.88745210306209	1.59564889803115	0	3	25	1	12	2	2	8	10	0	1	0	3	0	0	2	0	1	3	0	0	0	2	1	0	2.15843278159221	-0.626943500788077	1.87225520205422	2.02039745836539	0.393536968852856	1.95803137366063	-1.21007069708209	0.857285171689111	0	0.0124309164548275	0	1.14598196187853	0	0	9.94331967509173	0	9.9617743525112	12.2043007500865	0	0	0	0.904346468633295	1.59564889803115	0	-1.21007069708209	2.30014902058951	1.32919089377556	1.87225520205422	2.61279482556011	0.427637941066209	1.95803137366063	0.463456090178999	1.5383868309069	0	0.0124309164548275	0	2.68518177062851	0	0	9.94331967509173	0	9.9617743525112	14.3626293451757	0	0	0	0.983105634428791	1.59564889803115	0	14.3626293451757	86	157	96	0	32	66	0	14	0	0	1	0	0	0	0	1	0	0	1	1	1	1	0	0	1	0	0	1	1	0	1	0	1	0	1	1	1	0	0	1	1	0	0	0	1	1	1	0	1	0	1	1	0	1	1	1	1	0	1	1	1	1	1	0	1	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	1	0	0	1	1	0	0	0	63	11	4	6	0	0	0	0	86	14	3	9	0	0	2	2	1	1	0	0	95	16	6	10	0	0	2	1	0	1	0	108	7	10	10	0	4	1	2	0	0	2	105	18	12	10	0	0	0	2	2	4	0	106	17	9	9	0	3	1	0	1	3	1	113	14	10	13	0	2	2	1	2	1	0	120	17	13	9	0	0	0	2	0	2	0	117	13	15	11	0	0	2	0	0	0	0	108	12	10	9	0	0	4	3	0	0	0	5	4.49185309632967	-0.518328608620971	318.5355	314.181802630425	314.181802630425	132.12	216.84	8.38304661407797	70.2754705338042	18.0285	325.02681225	17.971160084242	14.7942355661067	-14.2862179039306	1447.95783429743	189.609777479591	42.6833431609212	1406.99335548173	580.013670279399	1051.17	0.971708790238655	-8.51558962196628	-9.28389428337407	-9.61304661407797	5.68096495526784	na
