No.	NAME	MW	AMW	Sv	Se	Sp	Si	Mv	Me	Mp	Mi	GD	nAT	nSK	nAA	nTA	nBT	nBO	nBM	SCBO	RBN	RBF	nDB	nTB	nAB	nH	nC	nN	nO	nS	nF	nBR	nB	nHM	nHet	nX	H%	C%	N%	O%	X%	nCsp3	nCsp2	nCsp	Fsp3	max_conj_path	totalcharge	nCIC	nCIR	TRS	Rperim	Rbrid	MCD	RFD	RCI	NRS	NNRS	nR04	nR05	nR06	nR08	nR09	nR10	nR11	nR12	nBnz	ARR	AP	D/Dtr04	D/Dtr05	D/Dtr06	D/Dtr08	D/Dtr09	D/Dtr10	D/Dtr11	D/Dtr12	X0	X1	X2	X3	X4	X5	X0A	X1A	X2A	X3A	X4A	X5A	X0v	X1v	X2v	X3v	X4v	X5v	X0Av	X1Av	X2Av	X3Av	X4Av	X5Av	X0sol	X1sol	X2sol	X3sol	X4sol	X5sol	XMOD	RDCHI	RDSQ	X1Kup	X1Mad	X1Per	X1MulPer	Eta_alpha	Eta_alpha_A	Eta_epsi	Eta_epsi_A	Eta_betaS	Eta_betaS_A	Eta_betaP	Eta_betaP_A	Eta_beta	Eta_beta_A	Eta_C	Eta_C_A	Eta_L	Eta_L_A	Eta_R	Eta_F	Eta_F_A	Eta_LR	Eta_FL	Eta_FL_A	Eta_B	Eta_B_A	Eta_sh_p	Eta_sh_y	Eta_sh_x	Eta_D_AlphaA	Eta_D_AlphaB	Eta_epsi_2	Eta_epsi_3	Eta_epsi_4	Eta_epsi_5	Eta_D_epsiA	Eta_D_epsiB	Eta_D_epsiC	Eta_D_epsiD	Eta_psi1	Eta_D_psiA	Eta_D_beta	Eta_D_beta_A	nCp	nCs	nCt	nCq	nCrs	nCrt	nCrq	nCar	nCbH	nCb-	nCconj	nR=Cs	nR=Ct	nR#C-	nRCOOH	nArCOOH	nRCONR2	nROCON	nArOCON	nRCO	nArCO	nCONN	nArC=N	nArNHR	nArNR2	nRCN	nArCN	nN+	nNq	nN(CO)2	nROH	nArOH	nROR	nArOR	nRSR	nArX	nPyrrolidines	nPyrroles	nImidazoles	nFuranes	nThiophenes	nPyridines	nPyrazines	nHDon	nHAcc	nHBonds	C-001	C-002	C-003	C-004	C-005	C-006	C-008	C-016	C-017	C-019	C-020	C-022	C-024	C-025	C-026	C-027	C-028	C-033	C-034	C-037	C-038	C-039	C-040	C-041	C-043	H-046	H-047	H-048	H-049	H-050	H-051	H-052	O-057	O-058	O-059	O-060	O-062	N-071	N-072	N-073	N-074	N-075	N-079	F-084	F-085	Br-094	S-107	S-108	SsCH3	SssCH2	SdsCH	SaaCH	SsssCH	StsC	SdssC	SaasC	SaaaC	SssssC	SssNH	SsssN	SdsN	SaaN	StN	SsssNH+	SaasN	SaaNH	SsOH	SdO	SssO	SaaO	SdS	SssS	SaaS	SsF	SsBr	SssssB-	NsCH3	NssCH2	NdsCH	NaaCH	NsssCH	NtsC	NdssC	NaasC	NaaaC	NssssC	NssNH	NsssN	NdsN	NaaN	NtN	NsssNH+	NaasN	NaaNH	NsOH	NdO	NssO	NaaO	NdS	NssS	NaaS	NsF	NsBr	NssssB-	minsCH3	minssCH2	mindsCH	minaaCH	minsssCH	mintsC	mindssC	minaasC	minaaaC	minssssC	minssNH	minsssN	mindsN	minaaN	mintN	minsssNH+	minaasN	minaaNH	minsOH	mindO	minssO	minaaO	mindS	minssS	minaaS	minsF	minsBr	minssssB-	gmin	MaxsCH3	MaxssCH2	MaxdsCH	MaxaaCH	MaxsssCH	MaxtsC	MaxdssC	MaxaasC	MaxaaaC	MaxssssC	MaxssNH	MaxsssN	MaxdsN	MaxaaN	MaxtN	MaxsssNH+	MaxaasN	MaxaaNH	MaxsOH	MaxdO	MaxssO	MaxaaO	MaxdS	MaxssS	MaxaaS	MaxsF	MaxsBr	MaxssssB-	gmax	T(N..N)	T(N..O)	T(N..S)	T(N..F)	T(N..Br)	T(O..O)	T(O..S)	T(O..F)	T(O..Br)	T(S..S)	T(S..F)	T(S..Br)	T(F..F)	B01[C-O]	B01[C-S]	B01[C-F]	B01[C-Br]	B01[N-O]	B01[N-S]	B01[N-B]	B01[F-B]	B02[C-O]	B02[C-S]	B02[C-F]	B02[C-Br]	B02[C-B]	B02[N-N]	B02[N-O]	B02[N-S]	B02[N-F]	B02[O-O]	B02[S-S]	B02[F-F]	B03[C-O]	B03[C-S]	B03[C-F]	B03[C-Br]	B03[C-B]	B03[N-N]	B03[N-O]	B03[N-S]	B03[O-O]	B03[O-S]	B03[S-S]	B04[C-O]	B04[C-S]	B04[C-F]	B04[C-Br]	B04[C-B]	B04[N-N]	B04[N-O]	B04[N-S]	B04[O-O]	B04[O-S]	B04[S-S]	B04[S-Br]	B04[F-F]	B05[C-O]	B05[C-S]	B05[C-F]	B05[C-Br]	B05[C-B]	B05[N-N]	B05[N-O]	B05[N-S]	B05[N-Br]	B05[O-O]	B05[O-S]	B05[O-B]	B05[S-S]	B05[S-B]	B06[C-O]	B06[C-S]	B06[C-F]	B06[C-Br]	B06[C-B]	B06[N-N]	B06[N-O]	B06[N-S]	B06[N-F]	B06[O-O]	B06[O-S]	B06[O-F]	B06[S-S]	B06[S-F]	B07[C-O]	B07[C-S]	B07[C-F]	B07[C-Br]	B07[C-B]	B07[N-N]	B07[N-O]	B07[N-S]	B07[N-B]	B07[O-O]	B07[O-S]	B07[O-B]	B07[S-S]	B07[S-F]	B07[S-B]	B08[C-N]	B08[C-O]	B08[C-S]	B08[C-F]	B08[C-Br]	B08[C-B]	B08[N-N]	B08[N-O]	B08[N-S]	B08[N-F]	B08[N-B]	B08[O-O]	B08[O-S]	B08[O-F]	B08[S-S]	B08[S-F]	B09[C-N]	B09[C-O]	B09[C-S]	B09[C-F]	B09[C-Br]	B09[C-B]	B09[N-N]	B09[N-O]	B09[N-S]	B09[N-F]	B09[O-O]	B09[O-S]	B09[S-S]	B09[S-B]	B10[C-N]	B10[C-O]	B10[C-S]	B10[C-F]	B10[C-Br]	B10[C-B]	B10[N-N]	B10[N-O]	B10[N-S]	B10[N-B]	B10[O-O]	B10[O-S]	B10[O-B]	B10[S-S]	B10[S-F]	B10[S-Br]	F01[C-C]	F01[C-N]	F01[C-O]	F01[C-S]	F01[C-F]	F01[C-Br]	F01[N-O]	F01[N-S]	F01[N-B]	F01[F-B]	F02[C-C]	F02[C-N]	F02[C-O]	F02[C-S]	F02[C-F]	F02[C-Br]	F02[C-B]	F02[N-N]	F02[N-O]	F02[N-S]	F02[N-F]	F02[O-O]	F02[S-S]	F02[F-F]	F03[C-C]	F03[C-N]	F03[C-O]	F03[C-S]	F03[C-F]	F03[C-Br]	F03[C-B]	F03[N-N]	F03[N-O]	F03[N-S]	F03[O-O]	F03[O-S]	F03[S-S]	F04[C-C]	F04[C-N]	F04[C-O]	F04[C-S]	F04[C-F]	F04[C-Br]	F04[C-B]	F04[N-N]	F04[N-O]	F04[N-S]	F04[O-O]	F04[O-S]	F04[S-S]	F04[S-Br]	F04[F-F]	F05[C-C]	F05[C-N]	F05[C-O]	F05[C-S]	F05[C-F]	F05[C-Br]	F05[C-B]	F05[N-N]	F05[N-O]	F05[N-S]	F05[N-Br]	F05[O-O]	F05[O-S]	F05[O-B]	F05[S-S]	F05[S-B]	F06[C-C]	F06[C-N]	F06[C-O]	F06[C-S]	F06[C-F]	F06[C-Br]	F06[C-B]	F06[N-N]	F06[N-O]	F06[N-S]	F06[N-F]	F06[O-O]	F06[O-S]	F06[O-F]	F06[S-S]	F06[S-F]	F07[C-C]	F07[C-N]	F07[C-O]	F07[C-S]	F07[C-F]	F07[C-Br]	F07[C-B]	F07[N-N]	F07[N-O]	F07[N-S]	F07[N-B]	F07[O-O]	F07[O-S]	F07[O-B]	F07[S-S]	F07[S-F]	F07[S-B]	F08[C-C]	F08[C-N]	F08[C-O]	F08[C-S]	F08[C-F]	F08[C-Br]	F08[C-B]	F08[N-N]	F08[N-O]	F08[N-S]	F08[N-F]	F08[N-B]	F08[O-O]	F08[O-S]	F08[O-F]	F08[S-S]	F08[S-F]	F09[C-C]	F09[C-N]	F09[C-O]	F09[C-S]	F09[C-F]	F09[C-Br]	F09[C-B]	F09[N-N]	F09[N-O]	F09[N-S]	F09[N-F]	F09[O-O]	F09[O-S]	F09[S-S]	F09[S-B]	F10[C-C]	F10[C-N]	F10[C-O]	F10[C-S]	F10[C-F]	F10[C-Br]	F10[C-B]	F10[N-N]	F10[N-O]	F10[N-S]	F10[N-B]	F10[O-O]	F10[O-S]	F10[O-B]	F10[S-S]	F10[S-F]	F10[S-Br]	Uc	Ui	Hy	AMR	MR99	MRcons	TPSA(NO)	TPSA(Tot)	MLOGP	MLOGP2	ALOGP	ALOGP2	LOGP99	LOGPcons	ESOL	SAtot	SAacc	SAdon	Vx	VvdwMG	VvdwZAZ	PDI	BLTF96	BLTD48	BLTA96	SAscore	PBF
1	N#C/C(=C\c1ccc2c(c1)Oc1c(N2CCCCCCN2c3ccccc3Oc3c2ccc(c3)/C=C(/C(=O)O)\C#N)cccc1)/C(=O)O	638.719999999999	8.18871794871794	53.2227999999999	78.8578	54.6479999999999	86.6472	0.682343589743588	1.01099743589744	0.700615384615384	1.11086153846154	0.0469858156028369	78	48	24	6	83	53	30	73	11	0.132530120481928	4	2	24	30	38	4	6	0	0	0	0	0	10	0	38.4615384615385	48.7179487179487	5.12820512820513	7.69230769230769	0	6	30	2	0.157894736842105	10	0	6	12	36	28	4	0.583333333333333	0.285714285714286	1.28571428571429	2	0.333333333333333	0	0	6	0	0	4	0	0	4	0.452830188679245	0.5	0	0	695.194702211991	0	0	786.738104587254	0	0	33.6223806178842	23.3549069435976	20.7095788887171	17.6776267174167	15.1115821335759	12.7427353620694	0.700466262872588	0.440658621577313	0.279859174171853	0.175026007103135	0.111114574511588	0.0696324336725106	25.7965197290085	15.4315236056087	11.2613245147161	8.13842205900322	5.87204532836857	4.27429791481902	0.537427494354344	0.291160822747335	0.152180061009677	0.0805784362277547	0.043176803885063	0.0233568192066613	33.6223806178842	23.3549069435976	20.7095788887171	17.6776267174167	15.1115821335759	12.7427353620694	145.853857638517	5.55858183162029	513.723484694479	15.2516063051328	22.5648936130503	12.3998401334392	14.9915902647242	22.6	0.470833333333333	48.7999999999999	0.625641025641025	30.5	0.635416666666667	38	0.791666666666667	68.5	1.42708333333333	43.1795942929514	0.899574881103154	10.0174557112935	0.208696993985282	105.315256088598	62.1356617956464	1.29449295407597	23.3549069435976	13.3374512323041	0.277863567339669	1.07509305640235	0.0223977720083824	0.0943952802359882	0.345132743362832	0	0	0.029166666790843	0.829166666666667	0.44328358208955	0.539622641509432	0.808	0.182357443551474	0.0860183841315921	-0.0963390594198821	0.0211666666666667	0.567839195979899	0.146160811185837	7.5	0.15625	0	4	0	0	0	0	0	24	14	10	6	2	2	0	2	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	2	10	na	0	4	0	0	0	2	0	2	2	0	0	0	14	2	8	0	0	0	0	0	0	0	4	0	0	4	20	0	0	2	0	4	2	2	0	2	0	0	0	2	2	0	0	0	0	0	0	0	0	5.30556000507285	2.67071451458159	26.4491468136804	0	3.43012549743598	-3.25239034681843	7.41031622447862	0	0	0	4.42984251377063	0	0	18.3461440386371	0	0	0	18.5164218164149	22.6766978096251	12.3507544464546	0	0	0	0	0	0	0	0	6	2	14	0	2	4	10	0	0	0	2	0	0	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0.751661367528729	1.33535725729079	1.75436831126203	0	1.71506274871799	-1.27795870592449	0.567739304115054	0	0	0	2.21492125688532	0	0	9.17307201931856	0	0	0	9.25821090820745	11.3383489048125	6.17537722322732	0	0	0	0	0	0	0	-1.27795870592449	0	0.980675810830101	1.33535725729079	2.01549474869956	0	1.71506274871799	-0.348236467484724	0.956048319930123	0	0	0	2.21492125688532	0	0	9.17307201931856	0	0	0	9.25821090820745	11.3383489048125	6.17537722322732	0	0	0	0	0	0	0	11.3383489048125	76	276	0	0	0	209	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	37	8	8	0	0	0	0	0	0	0	48	12	12	0	0	0	0	0	0	0	0	2	0	0	51	14	16	0	0	0	0	0	2	0	0	0	0	56	8	12	0	0	0	0	0	4	0	0	0	0	0	0	57	8	12	0	0	0	0	0	0	0	0	0	0	0	0	0	48	8	14	0	0	0	0	0	0	0	0	0	0	0	0	0	44	6	6	0	0	0	0	1	2	0	0	4	0	0	0	0	0	42	6	6	0	0	0	0	2	4	0	0	0	0	0	0	0	0	34	14	14	0	0	0	0	0	0	0	0	0	0	0	0	32	14	12	0	0	0	0	0	2	0	0	0	0	0	0	0	0	4.95419631038687	4.39231742277876	0.0646376479612812	180.1006	180.84759914875	180.84759914875	158.32	158.32	2.07345214642171	4.2992038035008	7.8284	61.28384656	8.41795995109715	6.10660403250629	-7.21780319855936	801.350250706487	226.023655489312	85.3666863218424	781.162790697677	323.52573389249	592.140000000001	0.974808194056203	-3.15243432445845	-3.28977953910062	-3.30345214642171	4.18970579221882	na
2	CCCCN1c2ccc(cc2Sc2c1ccc(c2)c1ccc(cc1OCCCC)OCCCC)c1ccc(s1)c1ccc(s1)/C=C(/C(=O)O)\C#N	735.069999999999	7.90397849462365	60.9992999999999	92.414	66.0004999999999	102.8982	0.655906451612902	0.993698924731183	0.709682795698924	1.10643225806452	0.043921568627451	93	51	28	6	98	56	31	74	16	0.163265306122449	2	1	28	42	42	2	4	3	0	0	0	3	9	0	45.1612903225806	45.1612903225806	2.1505376344086	4.3010752688172	0	12	29	1	0.285714285714286	20	0	6	9	34	30	2	0.588235294117647	0.133333333333333	1.13333333333333	4	0.666666666666667	0	2	4	0	0	2	0	0	3	0.5	0.549019607843137	0	285.578526220412	561.688256434728	0	0	433.67818300106	0	0	35.7437009614439	24.9140797961136	21.5509108999128	18.4418345692763	15.6504036034497	12.6986030756379	0.700856881596939	0.444894282073457	0.279881959739127	0.175636519707394	0.110214109883448	0.0682720595464404	31.6874850713999	20.0587517090099	15.6580468296877	12.096324242143	9.06581632846335	6.67734525966781	0.621323236694116	0.358191994803748	0.203351257528412	0.115203088020409	0.0638437769610095	0.0358997056971387	36.8043611332237	26.1388246675052	23.5040829125767	20.8680391986147	18.315542749067	15.3138372676963	165.594135479063	5.73403551912797	562.518833693255	17.6948080671626	22.998577490198	14.1894928580713	16.9878343723193	25.6333333333333	0.502614379084967	52.9666666666665	0.56953405017921	30.5	0.598039215686274	34	0.666666666666667	64.5	1.26470588235294	59.8968549519783	1.1744481363133	13.51485257054	0.264997109226275	114.920898933497	55.0240439815191	1.07890282316704	24.9140797961136	11.3992272255736	0.223514259324972	1.01592020388639	0.0199200039977724	0.100130039011704	0.308192457737321	0	0.00261437916196883	0	0.791503267973856	0.442657342657341	0.50716253443526	0.782051282051282	0.126876707521869	0.0623715157439501	-0.0645051917779192	0.00945198592257424	0.635012386457473	0.0789876133203506	3.5	0.0686274509803922	3	6	0	0	0	0	0	26	9	9	3	1	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	2	1	0	0	0	0	0	2	0	0	1	6	na	3	6	0	0	0	3	0	1	1	0	0	0	13	3	6	0	0	0	4	0	0	0	2	0	0	15	20	0	0	1	0	6	1	1	0	2	0	0	0	1	1	0	0	0	0	0	3	0	6.58036239741301	8.71229599990914	1.42822131776362	27.9173441432371	0	1.75780533167384	-1.48527022951526	14.0181142133972	0	0	0	2.46698737648625	0	0	9.15445501429079	0	0	0	9.23959390317968	11.3038646090717	12.3951465449648	0	0	1.81680990369521	3.19426947443295	0	0	0	3	9	1	13	0	1	2	13	0	0	0	1	0	0	1	0	0	0	1	1	2	0	0	1	2	0	0	0	2.16904313592639	0.671159889539173	1.42822131776362	1.86291923927564	0	1.75780533167384	-1.21634554235047	0.7409063807256	0	0	0	2.46698737648625	0	0	9.15445501429079	0	0	0	9.23959390317968	11.3038646090717	6.04477772608205	0	0	1.81680990369521	1.48213115757367	0	0	0	-1.21634554235047	2.23434990783426	1.11303694546339	1.42822131776362	2.30787567566946	0	1.75780533167384	-0.268924687164788	1.23040094839285	0	0	0	2.46698737648625	0	0	9.15445501429079	0	0	0	9.23959390317968	11.3038646090717	6.35036881888271	0	0	1.81680990369521	1.71213831685928	0	0	0	11.3038646090717	14	92	44	0	0	86	120	0	0	16	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	1	0	1	1	1	0	0	0	0	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	40	4	6	6	0	0	0	0	0	0	50	6	8	12	0	0	0	0	0	0	0	1	0	0	54	7	11	9	0	0	0	0	0	1	0	0	1	58	4	8	13	0	0	0	0	2	0	1	0	0	0	0	65	3	7	7	0	0	0	0	0	1	0	0	2	0	1	0	59	5	9	9	0	0	0	0	0	1	0	0	1	0	0	0	57	5	7	11	0	0	0	0	1	0	0	0	0	0	0	0	0	58	4	8	6	0	0	0	0	0	1	0	0	0	3	0	1	0	55	4	8	8	0	0	0	0	1	1	0	0	0	0	0	52	5	8	9	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4.24792751344359	-0.465192404995819	215.5005	213.014800846577	213.014800846577	84.48	169.2	5.73323548901604	32.869989172513	12.7838	163.42554244	12.5627799519571	10.3599384803244	-10.2666878935804	941.831900904765	124.011715632262	42.6833431609212	925.033222591365	382.489025652199	674.310000000001	0.982163825309737	-6.26325016566363	-6.76657371456524	-6.96323548901604	4.44701408976331	na
3	CCCCCCOc1ccc(cc1)N1c2ccc(cc2Sc2c1ccc(c2)c1ccc2c(c1)Sc1c(N2c2ccc(cc2)OCCCCCC)ccc(c1)/C=C(/C(=O)O)\C#N)c1ccc2c(c1)Sc1c(N2c2ccc(cc2)OCCCCCC)cccc1	1217.73	7.61081249999999	105.1321	158.3153	113.126	176.917000000001	0.657075625000002	0.989470625	0.707037500000002	1.10573125	0.0258620689655172	160	88	54	6	171	99	57	130	25	0.146198830409357	2	1	54	72	76	4	5	3	0	0	0	3	12	0	45	47.5	2.5	3.125	0	18	57	1	0.236842105263158	12	0	12	21	72	60	6	0.681818181818182	0.2	1.2	6	0.5	0	0	12	0	0	6	0	0	9	0.545454545454545	0.613636363636364	0	0	2752.09349019005	0	0	2252.95917248951	0	0	60.349573721383	43.262549024463	37.8379569334794	33.119286204742	28.7808480131319	25.5751008026049	0.685790610470261	0.436995444691546	0.274188093720865	0.171602519195554	0.10659573338197	0.0664288332535193	52.6251060853962	33.4967232297762	25.6726877536498	19.5063118347812	14.9537836661991	11.6384699301815	0.59801256915223	0.338350739694709	0.186033969229346	0.101068973237208	0.0553843839488856	0.0302297920264455	61.4102338931628	44.4872938958546	39.7646425090437	35.4545115249523	31.6311467208288	28.8799158126669	277.555741661058	8.16635617176698	1245.58315857251	31.0574304541149	41.0444752853472	25.0466153746929	30.0870666508437	43.7666666666667	0.497348484848485	89.4333333333332	0.558958333333333	54	0.613636363636364	64.5	0.732954545454545	118.5	1.34659090909091	113.624090714395	1.29118284902722	21.8831142004887	0.248671752278281	241.786971872078	128.162881157683	1.45639637679186	43.2625490244631	21.3794348239744	0.242948122999709	1.68345097553689	0.0191301247220101	0.0586443259710586	0.313023610053313	0	0	0.00265151518397033	0.770833333333334	0.445454545454544	0.49182098765432	0.76554307116105	0.113503787878789	0.0671373456790129	-0.0463664421997756	0.00529026217228468	0.645208845208844	0.0687911584973335	10.5	0.119318181818182	3	12	0	0	0	0	0	54	31	23	3	1	1	0	1	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	1	0	0	3	3	0	0	0	0	0	0	0	0	1	9	na	3	12	0	0	0	3	0	1	1	0	0	0	31	5	18	0	0	0	0	0	0	0	2	0	0	27	38	0	0	1	0	6	1	1	0	3	0	0	0	3	1	0	0	0	0	0	3	0	6.67641291237842	15.9607271524939	1.43556970326469	67.1420538957213	0	1.84306851516502	-1.57512585192298	23.9329909190265	0	0	0	7.01283439803891	0	0	9.67644915851616	0	0	0	9.76158804740505	11.9539566665323	18.5866077923466	0	0	5.25953335770097	0	0	0	0	3	15	1	31	0	1	2	23	0	0	0	3	0	0	1	0	0	0	1	1	3	0	0	3	0	0	0	0	2.2130637155959	0.677679023999104	1.43556970326469	1.87378543207802	0	1.84306851516502	-1.25626258865763	0.638828009956351	0	0	0	2.25485761412558	0	0	9.67644915851616	0	0	0	9.76158804740505	11.9539566665323	6.16384076690903	0	0	1.64350504255639	0	0	0	0	-1.25626258865763	2.23299167705092	1.2348371918592	1.43556970326469	2.35280397681227	0	1.84306851516502	-0.318863263265353	1.20703212956053	0	0	0	2.38339703325372	0	0	9.67644915851616	0	0	0	9.76158804740505	11.9539566665323	6.2558023116208	0	0	1.81780777179515	0	0	0	0	11.9539566665323	79	271	113	0	0	186	200	0	0	28	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	1	0	1	0	0	1	1	1	0	0	0	1	1	1	0	0	0	1	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	75	10	8	6	0	0	0	0	0	0	95	19	11	12	0	0	0	0	0	0	0	1	0	0	109	20	13	12	0	0	0	0	0	3	0	0	0	126	10	8	14	0	0	0	0	2	0	0	0	0	0	0	137	7	7	15	0	0	0	0	3	0	0	0	0	0	0	0	118	14	13	16	0	0	0	0	0	0	0	0	0	0	0	0	113	14	14	7	0	0	0	0	0	1	0	0	2	0	2	0	0	126	8	14	4	0	0	0	1	2	4	0	0	0	3	0	0	0	132	10	12	15	0	0	0	2	0	0	0	0	0	0	0	120	19	13	19	0	0	0	0	0	0	0	0	0	0	0	0	0	5.85798099512757	5	-0.550862143406925	366.3609	363.868800342083	363.868800342083	103.57	188.29	8.01503254550283	64.2407467054696	22.3152	497.96815104	22.6926797964843	17.6743041139957	-17.3638243278403	1534.04465059148	141.260231307859	42.6833431609212	1555.48172757475	640.869560481456	1138.57999999999	1.01397421970411	-8.20277766367741	-8.93428091822769	-9.24503254550283	5.43462854872636	na
