S.No,Molecule SMILE,PCE
87,CCCCCCCCOc1cccc(c1/C/1=c/2\cc/c/3=C(\C#Cc4ccc(cc4)N(c4ccc(cc4)C)c4ccc(cc4)C)/C4=N/C(=C(\c5n([Zn]n23)c(/C(=C/2\N=C1C=C2)/C#Cc1ccc(cc1)C(=O)O)cc5)/c1c(OCCCCCCCC)cccc1OCCCCCCCC)/C=C4)OCCCCCCCC,5.58
88,CCCCCCCCOc1cccc(c1/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/c1c(OCCCCCCCC)cccc1OCCCCCCCC)/C#Cc1cccc(c1)C(=O)O)/C#Cc1ccc2c(c1)c1ccccc1n2CC)OCCCCCCCC,3.75
89,CCCCCCCCOc1cccc(c1/C/1=c/2\cc/c/3=C(\C#Cc4ccc(cc4)N(c4ccc(cc4)C)c4ccc(cc4)C)/C4=N/C(=C(\c5n([Zn]n23)c(/C(=C/2\N=C1C=C2)/C#Cc1cccc(c1)C(=O)O)cc5)/c1c(OCCCCCCCC)cccc1OCCCCCCCC)/C=C4)OCCCCCCCC,4.3
90,COCCOCCOCCOc1ccc(cc1)/C/1=c/2\cc/c(=C(\c3ccc(cc3)OCCOCCOCCOC)/C3=N/C(=C(\c4[nH]c(/C(=C/5\N=C1C=C5)/c1ccc(cc1)OCCOCCOCCOC)cc4)/c1ccc(cc1)C(=O)O)/C=C3)/[nH]2,0.65
91,COCCOCCOCCOc1ccc(cc1)/C/1=c/2\cc/c/3=C(\c4ccc(cc4)OCCOCCOCCOC)/C4=N/C(=C(\c5n([Zn]n23)c(/C(=C/2\N=C1C=C2)/c1ccc(cc1)OCCOCCOCCOC)cc5)/c1ccc(cc1)C(=O)O)/C=C4,2.42
92,COCCOCCOCCOc1ccc(cc1)/C/1=c/2\cc/c(=C(\c3ccc(cc3)OCCOCCOCCOC)/C3=N/C(=C(\c4[nH]c(/C(=C/5\N=C1C=C5)/c1ccc(cc1)OCCOCCOCCOC)cc4)/c1cccc(c1)C(=O)O)/C=C3)/[nH]2,0.65
93,COCCOCCOCCOc1ccc(cc1)/C/1=c/2\cc/c/3=C(\c4ccc(cc4)OCCOCCOCCOC)/C4=N/C(=C(\c5n([Zn]n23)c(/C(=C/2\N=C1C=C2)/c1ccc(cc1)OCCOCCOCCOC)cc5)/c1cccc(c1)C(=O)O)/C=C4,2.45
94,CCCCCCO/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C=c\3/cc2)/C(=O)O)/c1ccc(cc1)N(c1ccccc1)c1ccccc1,3.64
95,CCCCCCO/C/1=c/2\cc/c/3=C(\c4ccc(cc4)N(c4ccccc4)c4ccccc4)/C4=N/C(=C(\c5n([Zn]n23)c(/C(=C/2\N=C1C=C2)/C(=O)O)cc5)/OCCCCCC)/C=C4,5.77
96,CCCCCCOc1ccc(cc1)/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/c1cc(cc(c1)/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/c1ccc(cc1)OCCCCCC)/c1ccc(cc1)N(c1ccc(cc1)C(C)(C)C)c1ccc(cc1)C(C)(C)C)/c1cccc(c1)C(=O)O)/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C=C\1/C=CC(=N1)/C(=c\3/cc2)/c1ccc(cc1)OCCCCCC)/c1ccc(cc1)C(=O)O)/c1ccc(cc1)N(c1ccc(cc1)C(C)(C)C)c1ccc(cc1)C(C)(C)C)/c1ccc(cc1)C(=O)O,2.3
97,CCCCCCCCOc1cccc(c1/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/c1c(OCCCCCCCC)cccc1OCCCCCCCC)/C#Cc1ccc(cc1)N(CCCC)CCCC)/C#Cc1ccc(cc1)C(=O)O)OCCCCCCCC,7.56
98,CCCCCCCCOc1cccc(c1/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/c1c(OCCCCCCCC)cccc1OCCCCCCCC)/C#Cc1ccc(cc1)N(c1ccc(cc1)CCCCCC)CCCC)/C#Cc1ccc(cc1)C(=O)O)OCCCCCCCC,9
99,CCCCCCCCOc1cccc(c1/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/c1c(OCCCCCCCC)cccc1OCCCCCCCC)/C#Cc1ccc(cc1)N(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)/C#Cc1ccc(cc1)C(=O)O)OCCCCCCCC,9.19
100,CCCCCCCCOc1cccc(c1/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/c1c(OCCCCCCCC)cccc1OCCCCCCCC)/C#Cc1ccc(cc1)N(c1ccccc1)c1ccccc1)/C#Cc1ccc(cc1)C(=O)O)OCCCCCCCC,7.93
101,CCCc1ccc(cc1)/C/1=c/2\cc/c/3=C(\c4ccc(cc4)CCC)/C4=N/C(=C(\c5n([Zn]n23)c(/C(=C/2\N=C1C=C2)/c1ccc(cc1)CCC)cc5)/c1ccc(cc1)C(=O)O)/C=C4,2.09
102,CCCc1ccc(cc1)/C/1=c/2\cc/c(=C(/c3ccc(cc3)CCC)\C3=N/C(=C(\c4[nH]c(/C(=C\5/N=C1C=C5)/c1ccc(cc1)CCC)cc4)/c1cccc(c1)C(=O)O)/C=C3)/[nH]2,0.3
103,CCCc1ccc(cc1)/C/1=c/2\cc/c/3=C(\c4ccc(cc4)CCC)/C4=N/C(=C(\c5n([Zn]n23)c(/C(=C/2\N=C1C=C2)/c1ccc(cc1)CCC)cc5)/c1cccc(c1)C(=O)O)/C=C4,1.99
104,Cc1cc(C)c(c(c1)C)/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1cc1c4/c(=C\4/C=CC(=N4)/C(=c\3/cc2)/c2c(C)cc(cc2C)C)/c2c3c1cccc3c(cc2)C(=O)O)/c1c(C)cc(cc1C)C,4.1
105,COC1CCC2C3C1CCCC3C1=C/C/3=C(\C4C(C)CC(CC4C)C)/C4N5[Zn]N6/C(=C/2\C1=N3)/CC/C/6=C(/C1=N/C(=C(\C5CC4)/C2CCC(CC2)C(=O)O)/C=C1)\C1C(C)CC(CC1C)C,1.1
106,Cc1cc(C)c(c(c1)C)/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/c1c(C)cc(cc1C)C)/c1ccc(c2c1cccc2)C(=O)O)/c1c(C)cc(cc1C)C,2.8
107,CCCCCCCCOc1cccc(c1/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/c1c(OCCCCCCCC)cccc1OCCCCCCCC)/N(c1ccccc1)c1ccccc1)/C#Cc1ccc(cc1)C(=O)O)OCCCCCCCC,8.79
108,CCCCCCCCOc1cccc(c1/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/c1c(OCCCCCCCC)cccc1OCCCCCCCC)/N(c1ccc(cc1)C)c1ccc(cc1)C)/C#Cc1ccc(cc1)C(=O)O)OCCCCCCCC,8.92
109,CCCCCCCCOc1cccc(c1/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/c1c(OCCCCCCCC)cccc1OCCCCCCCC)/N(c1ccc2c(c1)cccc2)c1ccc2c(c1)cccc2)/C#Cc1ccc(cc1)C(=O)O)OCCCCCCCC,7.58
110,COC(=O)c1ccc(cc1)/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/c1ccc(cc1)C(=O)OC)/c1ccc(cc1)C#Cc1cccnc1)/c1ccc(cc1)C(=O)OC,3.36
111,COC(=O)c1ccc(cc1)/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/c1ccncc1)/c1ccc(cc1)C(=O)OC)/c1ccncc1,2.27
112,COC(=O)c1ccc(cc1)/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/c1ccncc1)/c1ccc(cc1)C(=O)OC)/c1ccc(cc1)C(=O)OC,3.35
113,n1ccc(cc1)/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/c1ccncc1)/c1ccncc1)/c1ccncc1,2.46
114,Cc1cc(C)c(c(c1)C)/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/c1c(C)cc(cc1C)C)/c1ccc(s1)C(=O)O)/c1c(C)cc(cc1C)C,3.1
115,Cc1cc(C)c(c(c1)C)/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/c1c(C)cc(cc1C)C)/c1c(C)cc(cc1C)C)/c1ccc(o1)C(=O)O,2.3
116,Cc1cc(C)c(c(c1)C)/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/c1c(C)cc(cc1C)C)/c1scc(c1)C(=O)O)/c1c(C)cc(cc1C)C,1.8
117,Cc1cc(C)c(c(c1)C)/C/1=C\2/N=C(c3c2nc2cc(ccc2n3)C(=O)O)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/c1c(C)cc(cc1C)C)/c1c(C)cc(cc1C)C)/c1c(C)cc(cc1C)C,5.2
118,Cc1cc(C)c(c(c1)C)/C/1=C\2/N=C(c3c2nc2cc(C(=O)O)c(cc2n3)C(=O)O)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/c1c(C)cc(cc1C)C)/c1c(C)cc(cc1C)C)/c1c(C)cc(cc1C)C,4
120,CCCCCCCCCCCCOc1cccc(c1/C/1=c/2\cc/c/3=C(\C#Cc4ccc(cc4)c4n(CC(CCCC)CC)c(=O)c5c4c(=O)n(c5c4ccc(cc4)c4ccc(s4)/C=C(/C(=O)O)\C#N)CC(CCCC)CC)/C4=N/C(=C(\c5n([Zn]n23)c(/C(=C/2\N=C1C=C2)/c1ccc(cc1)OC)cc5)/c1c(OCCCCCCCCCCCC)cccc1OCCCCCCCCCCCC)/C=C4)OCCCCCCCCCCCC,2.48
121,CCCCCCCCCCCCOc1cccc(c1/C/1=c/2\cc/c/3=C(\C#Cc4ccc(cc4)c4n(CC(CCCC)CC)c(=O)c5c4c(=O)n(c5c4ccc(cc4)c4ccc(s4)/C=C(/C(=O)O)\C#N)CC(CCCC)CC)/C4=N/C(=C(\c5n([Zn]n23)c(/C(=C/2\N=C1C=C2)/n1c2ccc(cc2c2c1ccc(c2)CCCCCC)CCCCCC)cc5)/c1c(OCCCCCCCCCCCC)cccc1OCCCCCCCCCCCC)/C=C4)OCCCCCCCCCCCC,2.58
122,CCCCCCCCOc1cccc(c1/C/1=c/2\cc/c/3=C(\c4ccc(cc4)N(c4ccc(cc4)c4ccc(s4)CCCCCC)c4ccc(cc4)c4ccc(s4)CCCCCC)/C4=N/C(=C(\c5n([Zn]n23)c(/C(=C/2\N=C1C=C2)/C#Cc1ccc(s1)C(=O)O)cc5)/c1c(OCCCCCCCC)cccc1OCCCCCCCC)/C=C4)OCCCCCCCC,5.09
123,Cc1ccc(cc1)/C/1=c/2\cc/c(=C(\c3ccc(cc3)C)/C3=N/C(=C(\c4[nH]c(/C(=C/5\N=C1C=C5)/c1ccc(cc1)C)cc4)/c1ccccc1C(=O)O)/C=C3)/[nH]2,0.11
124,Cc1ccc(cc1)/C/1=c/2\cc/c/3=C(\c4ccc(cc4)C)/C4=N/C(=C(\c5n([Zn]n23)c(/C(=C/2\N=C1C=C2)/c1ccc(cc1)C)cc5)/c1ccccc1C(=O)O)/C=C4,0.37
125,COc1ccc(c2c1cccc2)/C/1=c/2\cc/c/3=C(/C4=N/C(=C(\c5n([Zn]n23)c(/C(=C/2\N=C1C=C2)/c1c(C)cc(cc1C)C)cc5)/c1ccc(cc1)C(=O)O)/C=C4)\c1c(C)cc(cc1C)C,3.4
126,Oc1ccc(c(c1)C(=O)O)/N=N/c1ccc(cc1)/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/c1ccc(cc1)/N=N/c1ccc(cc1C(=O)O)O)/c1ccc(cc1)/N=N/c1ccc(cc1C(=O)O)O)/c1ccc(cc1)/N=N\c1ccc(cc1C(=O)O)O,0.56
128,OC(=O)c1ccc(cc1)C#C/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C=c\3/cc2)/c1ccccc1)/c1ccccc1,2.26
129,OC(=O)c1cccc(c1)C#C/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C=c\3/cc2)/c1ccccc1)/c1ccccc1,0.64
130,OC(=O)c1ccc(cc1O)C#C/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C=c\3/cc2)/c1ccccc1)/c1ccccc1,4.55
131,OC(=O)c1cc(ccc1O)C#C/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C=c\3/cc2)/c1ccccc1)/c1ccccc1,1.22
132,OC(=O)c1ccc(cc1)/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C=c\3/cc2)/c1ccccc1)/c1ccccc1,3.01
133,OC(=O)c1ccc(cc1)/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/c1ccc(cc1)n1c2ccccc2c2c1cccc2)/c1ccccc1)/c1ccccc1,3.47
134,OC(=O)c1ccc(cc1)/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/c1ccc(cc1)N1c2ccccc2CCc2c1cccc2)/c1ccccc1)/c1ccccc1,3.62
135,OC(=O)c1ccc(cc1)/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/c1ccc(cc1)N1c2ccccc2C=Cc2c1cccc2)/c1ccccc1)/c1ccccc1,2.55
136,N#C/C(=C\c1sc(cc1C)c1ccc(c2c1nsn2)c1sc(c(c1)C)/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/c1ccc(cc1)C)/c1ccc(cc1)C)/c1ccc(cc1)C)/C(=O)O,5.46
137,CCCCCCc1cc(sc1/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/c1ccc(cc1)C)/c1ccc(cc1)C)/c1ccc(cc1)C)c1ccc(c2c1nsn2)c1sc(c(c1)CCCCCC)/C=C(/C(=O)O)\C#N,4.67
138,CCCCCCc1ccc(s1)/C/1=c/2\cc/c/3=C(/C4=N/C(=C(\c5n([Zn]n23)c(/C(=C/2\N=C1C=C2)/c1ccc(s1)CCCCCC)cc5)/c1ccc(s1)/C=C(/C(=O)O)\C#N)/C=C4)\c1ccc(s1)CCCCCC,4.44
139,N#C/C(=C\c1ccc(s1)/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/c1ccc(s1)C)/c1ccc(s1)C)/c1ccc(s1)C)/C(=O)O,5.71
140,CCCCCCc1cc(sc1/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/c1ccc(s1)C)/c1ccc(s1)C)/c1ccc(s1)C)/C=C(/C(=O)O)\C#N,4.54
141,CCCCCCCCCCCCOc1cccc(c1/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/c1c(OCCCCCCCCCCCC)cccc1OCCCCCCCCCCCC)/C#Cc1cc(OCCCCCC)c(cc1OCCCCCC)n1c2ccccc2c2c1cccc2)/C#Cc1ccc(cc1)C(=O)O)OCCCCCCCCCCCC,8
142,N#C/C(=C\c1sc(c2c1OCCO2)/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/c1ccc(s1)C)/c1ccc(s1)C)/c1ccc(s1)C)/C(=O)O,4.54
143,N#C/C(=C\c1ccc(cc1)/C/1=c/2\cc/c/3=C(/C4=N/C(=C(\c5n([Zn]n23)c(/C(=C/2\N=C1C=C2)/c1c(C)cc(cc1C)C)cc5)/c1ccc(cc1)C)/C=C4)\c1c(C)cc(cc1C)C)/C(=O)O,2.61
144,N#C/C(=C\c1ccc(cc1)/C/1=c/2\cc/c/3=C(/C4=N/C(=C(\c5n([Zn]n23)c(/C(=C/2\N=C1C=C2)/c1c(C)cc(cc1C)C)cc5)/c1ccc(cc1)/C=C/c1ccc(cc1)/C=C/c1ccc2c(c1)c1cc(ccc1n2CCC(CCCC(C)C)C)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C=C4)\c1c(C)cc(cc1C)C)/C(=O)O,3.26
145,N#C/C(=C\c1ccc(cc1)/C/1=c/2\cc/c/3=C(/C4=N/C(=C(\c5n([Zn]n23)c(/C(=C/2\N=C1C=C2)/c1c(C)cc(cc1C)C)cc5)/c1ccc(cc1)/C=C/c1ccc(cc1)/C=C/c1ccc2c(c1)c1cc(ccc1n2CCC(CCCC(C)C)C)c1ccc(cc1)C(F)(F)F)/C=C4)\c1c(C)cc(cc1C)C)/C(=O)O,3.22
146,N#C/C(=C\c1ccc(cc1)/C/1=c/2\cc/c/3=C(/C4=N/C(=C(\c5n([Zn]n23)c(/C(=C/2\N=C1C=C2)/c1c(C)cc(cc1C)C)cc5)/c1ccc(cc1)/C=C/c1ccc2c(c1)c1cc(ccc1n2CC[C@@H](CCCC(C)C)C)c1ccc(cc1)C)/C=C4)\c1c(C)cc(cc1C)C)/C(=O)O,3.28
147,COc1ccc(cc1)c1ccc2c(c1)c1cc(/C=C/c3ccc(cc3)/C=C/c3ccc(cc3)/C/3=C/4\C=CC(=N4)/C(=c/4\n5[Zn]n6c3ccc6/C(=C\3/C=CC(=N3)/C(=c\5/cc4)/c3ccc(cc3)/C=C(/C(=O)O)\C#N)/c3c(C)cc(cc3C)C)/c3c(C)cc(cc3C)C)ccc1n2CCC(CCCC(C)C)C,3.35
148,N#C/C(=C\c1ccc(cc1)/C/1=c/2\cc/c/3=C(/C4=N/C(=C(\c5n([Zn]n23)c(/C(=C/2\N=C1C=C2)/c1c(C)cc(cc1C)C)cc5)/c1ccc(cc1)/C=C/c1ccc(cc1)/C=C/c1ccc2c(c1)c1cc(ccc1n2CCC(CCCC(C)C)C)c1cccc(c1)C(F)(F)F)/C=C4)\c1c(C)cc(cc1C)C)/C(=O)O,3.42
149,CCCCCCCCOc1cccc(c1/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/c1c(OCCCCCCCC)cccc1OCCCCCCCC)/c1ccc(cc1)N(C)C)/C#Cc1cc2c(s1)c(c(s2)C(=O)O)C)OCCCCCCCC,4.53
150,CCCCCCCCOc1cccc(c1/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/c1c(OCCCCCCCC)cccc1OCCCCCCCC)/c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C#Cc1ccc(s1)C(=O)O)OCCCCCCCC,3.98
151,CCCCCCOc1cccc(c1/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C=C\1/C=CC(=N1)/C(=c\3/cc2)/c1c(OCCCCCC)cccc1OCCCCCC)/c1ccc(cc1)C(=O)O)OCCCCCC,3.94
152,CCCCCCOc1cccc(c1/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/c1c(OCCCCCC)cccc1OCCCCCC)/c1ccc(cc1)C(=O)O)/c1ccc(cc1)C(=O)O)OCCCCCC,2.93
153,CCCCCCOc1cccc(c1/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C=C\1/C=CC(=N1)/C(=c\3/cc2)/c1c(OCCCCCC)cccc1OCCCCCC)/C=C/C(=O)O)OCCCCCC,4.16
154,OC(=O)CNc1nc(Nc2ccc(cc2)/C/2=C/3\C=CC(=N3)/C(=c/3\n4[Zn]n5c2ccc5/C(=C\2/C=CC(=N2)/C(=c\4/cc3)/c2ccccc2)/c2ccccc2)/c2ccccc2)nc(n1)Nc1ccc(cc1)/C/1=c/2\cc/c/3=C(\c4ccccc4)/C4=N/C(=C(\c5n([Zn]n23)c(/C(=C/2\N=C1C=C2)/c1ccccc1)cc5)/c1ccccc1)/C=C4,3.61
155,OC(=O)CNc1nc(Nc2ccc(cc2)/C/2=C/3\C=CC(=N3)/C(=c\3/cc/c(=C(/C4=N/C(=C(\c5[nH]c2cc5)/c2ccccc2)/C=C4)\c2ccccc2)/[nH]3)/c2ccccc2)nc(n1)Nc1ccc(cc1)/C/1=c/2\cc/c/3=C(/C4=N/C(=C(\c5n([Zn]n23)c(/C(=C/2\N=C1C=C2)/c1ccccc1)cc5)/c1ccccc1)/C=C4)\c1ccccc1,4.46
156,N#C/C(=C\C1=CC2=N/C/1=C(/c1ccccc1)\c1ccc3n1[Zn]n1/c(=C\2/c2ccccc2)/cc/c/1=C(\c1ccccc1)/C1=N/C(=C\3/c2ccccc2)/C=C1)/C(=O)O,3.12
157,N#C/C(=C\C1=CC2=N/C/1=C(/c1ccc(cc1)C)\c1ccc3n1[Zn]n1/c(=C\2/c2ccc(cc2)C)/cc/c/1=C(/C1=N/C(=C\3/c2ccc(cc2)C)/C=C1)\c1ccc(cc1)C)/C(=O)O,2.12
158,N#C/C(=C\C1=CC2=N/C/1=C(/c1ccc(cc1)CC(C)C)\c1ccc3n1[Zn]n1/c(=C\2/c2ccc(cc2)CC(C)C)/cc/c/1=C(\c1ccc(cc1)CC(C)C)/C1=N/C(=C\3/c2ccc(cc2)CC(C)C)/C=C1)/C(=O)O,1.56
159,N#C/C(=C\C1=CC2=N/C/1=C(/c1ccc(cc1)C(C)(C)C)\c1ccc3n1[Zn]n1/c(=C\2/c2ccc(cc2)C(C)(C)C)/cc/c/1=C(/C1=N/C(=C\3/c2ccc(cc2)C(C)(C)C)/C=C1)\c1ccc(cc1)C(C)(C)C)/C(=O)O,1.01
160,OC(=O)c1ccc(cc1)C#CC1=CC2=N/C/1=C(/c1ccccc1)\c1ccc3n1[Zn]n1/c(=C\2/c2ccccc2)/cc/c/1=C(\c1ccccc1)/C1=N/C(=C\3/c2ccccc2)/C=C1,3.55
161,CCCCCCCCOc1cccc(c1/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/c1c(OCCCCCCCC)cccc1OCCCCCCCC)/c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C#Cc1cc2c(s1)c(c(s2)C(=O)O)C)OCCCCCCCC,2.1
162,Cc1ccc(cc1)/C/1=C\2/N=C(C=C2C#Cc2ccc(cc2)C(=O)O)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/c1ccc(cc1)C)/c1ccc(cc1)C)/c1ccc(cc1)C,4.18
163,CC(Cc1ccc(cc1)/C/1=C\2/N=C(C=C2C#Cc2ccc(cc2)C(=O)O)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/c1ccc(cc1)CC(C)C)/c1ccc(cc1)CC(C)C)/c1ccc(cc1)CC(C)C)C,4.79
164,OC(=O)c1ccc(cc1)C#CC1=CC2=N/C/1=C(/c1ccc(cc1)C(C)(C)C)\c1ccc3n1[Zn]n1/c(=C\2/c2ccc(cc2)C(C)(C)C)/cc/c/1=C(/C1=N/C(=C\3/c2ccc(cc2)C(C)(C)C)/C=C1)\c1ccc(cc1)C(C)(C)C,5.08
168,CCCCCCCCCCCCOc1cccc(c1/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/c1c(OCCCCCCCCCCCC)cccc1OCCCCCCCCCCCC)/c1ccc(cc1)n1c2ccccc2c2c1cccc2)/C#Cc1ccc(cc1)C(=O)O)OCCCCCCCCCCCC,7.09
169,CCCCCCCCCCCCOc1cccc(c1/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/c1c(OCCCCCCCCCCCC)cccc1OCCCCCCCCCCCC)/c1ccc(cc1)n1c2ccccc2c2c1cccc2)/c1ccc(cc1)C(=O)O)OCCCCCCCCCCCC,4.77
170,CCCCCCCCCCCCOc1cccc(c1/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/c1c(OCCCCCCCCCCCC)cccc1OCCCCCCCCCCCC)/c1ccc(cc1)n1c2ccccc2c2c1cccc2)/c1ccc(cc1)/C=C(/C(=O)O)\C#N)OCCCCCCCCCCCC,5.92
171,CCCCCCCCCCCCOc1cccc(c1/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/c1c(OCCCCCCCCCCCC)cccc1OCCCCCCCCCCCC)/c1ccc(cc1)n1c2ccccc2c2c1cccc2)/C#Cc1ccc(cc1)/C=C(/C(=O)O)\C#N)OCCCCCCCCCCCC,5.75
172,CCCCCCCCCCCCOc1cccc(c1/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/c1c(OCCCCCCCCCCCC)cccc1OCCCCCCCCCCCC)/c1ccc(cc1)n1c2ccccc2c2c1cccc2)/C#Cc1ccc(c(c1)C#N)C(=O)O)OCCCCCCCCCCCC,7.59
