SMILES,Name,MW,AlogP,HBA,HBD,RB,HeavyAtomCount,ChiralCenterCount,ChiralCenterCountAllPossible,RingCount,PSA,Estate,MR,Polar
CCCCCCOc1ccc(cc1)N(c2ccc(cc2)OCCCCCC)c3ccc(cc3)/C=C/C(=C(/C#N)C(=O)O)c4cc(OCCC)ccc4OCCC,689,758.9839,13.1819,5,0,24,56,0,0,4,101.2500,121.5040,226.8597,100.7650
CCCCCCOc1ccc(cc1)N(c2ccc(cc2)OCCCCCC)c3ccc(cc3)/C=C/C(=C(/C#N)C(=O)O)c4cc(OCCCCCC)ccc4OCCCCCC,690,843.1434,15.9191,5,0,30,62,0,0,4,101.2500,130.5040,254.4657,111.7750
N#C/C(C(=O)O)=C/c1cc(OC)c(cc1OC)/C=C/c2ccc(cc2)N(c3ccccc3)c4ccccc4,691,502.5598,7.0273,3,0,10,38,0,0,4,82.7900,90.1700,149.9977,70.1310
N#C/C(C(=O)O)=C/c1cc(OC)c(cc1OC)/C=C/c2cc(OC)c(cc2OC)N(c3ccccc3)c4ccccc4,692,562.6118,6.9945,5,0,12,42,0,0,4,101.2500,100.5040,162.9241,75.0750
N#C/C(C(=O)O)=C/c1cc(OC)c(cc1OC)/C=C/c2cc(OC)c(cc2OC)/C=C/c3cc(OC)c(cc3OC)N(c4ccccc4)c5ccccc5,693,724.7970,8.9479,7,0,16,54,0,0,5,119.7100,126.1720,211.3053,96.4210
N#C/C(C(=O)O)=C\c1ccc(n1-c2ccc(C#N)cc2)/C=C/c3ccc(cc3)N(c4ccccc4)c5ccccc5,694,532.5907,8.0942,2,0,9,41,0,0,5,93.0500,97.6700,159.6287,76.8140
OC(=O)CN1C(=S)S/C(C1=O)=C/C=C/c2ccc(cc2)N(c3ccccc3)c4ccccc4,695,472.5786,6.3038,2,0,7,33,0,0,4,118.2400,79.3360,138.6723,62.8250
O=C(O)/C(C#N)=C\c1sc(cc1)-c2cnc(cc2)C=3N(CC(CC)CCCC)C(=O)C(C34)=C(N(C4=O)CC(CC)CCCC)c5ccc(cn5)-c6ccc(cc6)N(c7ccc(cc7)OC)c8ccc(cc8)OC,696,995.2359,12.8188,7,0,23,73,0,2,8,177.4300,162.3390,288.6618,129.7410
O=C(O)/C(C#N)=C/c1ccc(cc1)-c2sc(cc2CCCCCC)-c3ccc(c(c34)nsn4)-c5ccc(s5)-c6ccc(cc6)N(c7ccc(cc7)OCC(CC)CCCCC)c8ccc(cc8)OCC(CC)CCCCC,697,1083.5132,21.2643,5,0,30,77,0,2,8,193.2900,156.8380,321.8386,146.9490
CCCC(CO1)(CCC)COc(c12)c(/C=C(\C#N)C(=O)O)sc2-c3sc(c(c34)OCC(CO4)(CCC)CCC)-c5ccc(cc5)N(c6ccccc6)c7ccccc7,698,817.0663,13.3624,5,0,14,58,0,0,7,157.7300,124.0040,230.5477,105.5310
c1ccccc1N(c2ccccc2)c3ccc(cc3)-c4sc(c(c45)OCC(CO5)(CCCCCC)CCCCCC)-c6sc(/C=C(\C#N)C(=O)O)c(c67)OCC(CO7)(CCCCCC)CCCCCC,699,985.3852,18.8368,5,0,26,70,0,0,7,157.7300,142.0040,285.7597,127.5510
N#C/C(C(=O)O)=C\c1ccc(cc1)/C=C/c2cccc(c2)N(c3ccccc3)c4ccccc4,700,442.5079,7.0601,1,0,8,34,0,0,4,64.3300,79.8360,137.0713,65.1870
N#C/C(C(=O)O)=C/c1ccc(cc1)/C=C/c2ccc(cc2)N(c3ccccc3)c4ccccc4,701,442.5079,7.0601,1,0,8,34,0,0,4,64.3300,79.8360,137.0713,65.1870
N#C/C(C(=O)O)=C/c1cccc(c1)N(c2ccccc2)c3ccccc3,702,340.3746,5.0739,1,0,6,26,0,0,3,64.3300,64.5020,101.6165,48.7850
N#C/C(C(=O)O)=C/c1ccc(cc1)N(c2ccccc2)c3ccccc3,703,340.3746,5.0739,1,0,6,26,0,0,3,64.3300,64.5020,101.6165,48.7850
OC(=O)c1ccc(cc1)/C=C/c2cccc(c2)N(c3ccccc3)c4ccccc4,704,391.4611,6.7532,0,0,6,30,0,0,4,40.5400,67.6690,121.4317,59.8570
OC(=O)c1ccc(cc1)/C=C/c2ccc(cc2)N(c3ccccc3)c4ccccc4,705,391.4611,6.7532,0,0,6,30,0,0,4,40.5400,67.6690,121.4317,59.8570
OC(=O)c1cccc(c1)N(c2ccccc2)c3ccccc3,706,289.3279,4.7670,0,0,4,22,0,0,3,40.5400,52.3350,85.9769,43.4550
OC(=O)Cc1ccc(cc1)N(c2ccccc2)c3ccccc3,707,303.3545,4.8018,0,0,5,23,0,0,3,40.5400,53.8350,90.5261,45.2900
N#C/C(C(=O)O)=C\c1ccc(o1)/C=C/c2ccc(cc2)N(c3ccccc3)c4ccccc4,708,432.4700,6.4429,2,0,8,33,0,0,4,77.4700,79.3360,126.9713,60.8950
N#C/C(C(=O)O)=C/c1ccc(o1)-c2ccc(cc2)N(c3ccccc3)c4ccccc4,709,406.4327,6.0818,2,0,7,31,0,0,4,77.4700,75.3360,116.6527,57.4170
N#C/C(C(=O)O)=C\c1ccc(o1)-c2ccc(s2)-c(c3)ccc(c34)c5c(C4(CC)CC)cc(cc5)N(c6ccccc6)c7ccccc7,710,632.7694,10.7880,2,0,10,47,0,0,7,105.7100,103.4210,185.1733,90.1000
N#C/C(C(=O)O)=C/c1ccc(o1)/C=C/c(c2)ccc(c23)c4c(C3(CC)CC)cc(cc4)N(c5ccccc5)c6ccccc6,711,576.6830,9.4763,2,0,10,44,0,0,6,77.4700,98.2540,174.0124,82.2200
CCCCCC(CC)COc1ccc(cc1)N(c2ccc(cc2)OCC(CC)CCCCC)c3ccc(cc3)-c4ccc(s4)-c5ccc(c(c56)nsn6)-c7ccc(s7)-c8ccc(cc8)/C=C(\C#N)C(=O)O,712,999.3537,18.4971,5,0,24,71,0,2,8,193.2900,147.6710,293.7924,135.9390
OC(=O)c(c1)ccc(c12)n3c(n2)c4c5c(c3=O)ccc(c5ccc4)-c6ccc(cc6)N(c7ccccc7)c8ccccc8,713,557.5968,8.3008,2,0,5,43,0,0,8,75.4300,97.0050,164.5720,83.3080
CCCCCCOc1ccc(cc1)N(c2ccc(cc2)OCCCCCC)c3ccc(cc3)-c4ccc(c5c46)c(=O)n7c(c5ccc6)nc8c7ccc(c8)C(=O)O,714,757.9146,12.7502,4,0,17,57,0,0,8,93.8900,122.3390,223.6488,106.6020
COc1ccc(cc1)N2c(c3Sc(c24)cccc4)ccc(c3)/C=C/c(nc(c56)cc(cc6)C(=O)O)c(n5)/C=C/c(c7)ccc(c78)N(c9c(S8)cccc9)c1ccc(cc1)OC,715,832.9859,12.7238,4,0,9,61,0,0,10,138.6200,130.0060,246.8740,118.7060
CCCCCCc1cc(sc1/C=C(/C#N)C(=O)O)-c(c2)sc(c23)c4c(c5c3nn(n5)CC(CC)CCCC)cc(s4)-c6ccc(cc6)N(c7ccccc7)c8ccccc8,716,848.1514,15.8334,3,0,17,60,0,1,8,179.7600,124.6710,247.2323,115.0440
N#C\C(C(=O)O)=C\c(s1)ccc1-c(s2)cc3c2c(c4c(c35)nn(n5)CC(CC)CCCC)sc(c4)-c6ccc(cc6)N(c7ccccc7)c8ccccc8,717,763.9919,13.0662,3,0,12,54,0,1,8,179.7600,115.5040,219.1861,104.0340
CCCCC(CC)Cn(n1)nc(c12)c3c(c4c2cc(s4)/C=C(/C#N)C(=O)O)sc(c3)-c5ccc(cc5)N(c6ccccc6)c7ccccc7,718,681.8682,11.3934,3,0,11,49,0,1,7,151.5200,106.3370,197.7066,92.6760
CCCCCCCCOc1ccc(cc1)-c2ccc(cc2)N(c3ccc(cc3)-c4ccc(cc4)OCCCCCCCC)c5ccc(cc5)-c6ccc(c(c67)nsn7)C#Cc(c8)sc(c89)c(OCCCCCCCC)c1c(sc(c1)-c1ccc(s1)C(=O)O)c9OCCCCCCCC,719,1382.9403,27.9058,6,0,41,98,0,0,11,216.2000,192.0070,401.0699,188.2130
CCCCCCCCOc1ccc(cc1)-c2ccc(cc2)N(c3ccc(cc3)-c4ccc(cc4)OCCCCCCCC)c5ccc(cc5)-c6ccc(c(c67)nsn7)C#Cc(c8)sc(c89)c(OCCCCCCCC)c1c(sc(c1)-c1ccc(cc1)C(=O)O)c9OCCCCCCCC,720,1376.9126,27.7514,6,0,41,99,0,0,11,187.9600,194.1740,404.7266,189.7790
CCCCCCCCOc1ccc(cc1)-c2ccc(cc2)N(c3ccc(cc3)-c4ccc(c(c45)nsn5)C#Cc6ccc(cc6)C(=O)O)c7ccc(cc7)-c8ccc(cc8)OCCCCCCCC,721,932.2197,17.8332,4,0,24,69,0,0,8,113.0200,141.1720,276.5226,132.6370
CC(C)CCOc1ccc(cc1)N(c2ccc(cc2)OCCC(C)C)c3ccc(cc3)/C=C/c(nc(c45)cc(cc5)C(=O)O)c(n4)/C=C/c6ccc(cc6)N(c7ccc(cc7)OCCC(C)C)c8ccc(cc8)OCCC(C)C,722,1057.3649,18.4362,6,0,27,79,0,0,8,106.4800,163.3380,320.2354,148.5580
COc1ccc(cc1)N(c2ccc(cc2)OC)c3ccc(cc3)/C=C/c(nc(c45)cc(cc5)C(=O)O)c(n4)/C=C/c6ccc(cc6)N(c7ccc(cc7)OC)c8ccc(cc8)OC,723,832.9397,12.1142,6,0,15,63,0,0,8,106.4800,138.0060,246.5482,119.1980
N#C\C(C(=O)O)=C\c1csc(c12)c3c(n2CCCCCC)cc(s3)-c4ccc(cc4)N(c5ccc(cc5)OCCCCCC)c(c6)ccc(c67)c8c(C7(CCCCCC)CCCCCC)c9c(C(c1c9cccc1)(CCCCCC)CCCCCC)c1c8C(c2c1cccc2)(CCCCCC)CCCCCC,724,1471.2160,32.5962,2,0,46,107,0,0,12,134.9700,199.0910,453.9147,202.8160
CCCCCCCCC1(CCCCCCCC)c(c2c(c13)ccc(c3)/C=C(/C#N)C(=O)O)cc(cc2)C#CC#Cc4ccc(cc4)N(c5ccccc5)c6ccccc6,725,777.0453,16.2809,1,0,19,59,0,0,6,64.3300,122.7540,237.5692,110.1860
CCCCCCC1(CCCCCC)c(c2c(c13)cccc3)c4c5c(cccc5)C(CCCCCC)(CCCCCC)c4c6c2C(CCCCCC)(CCCCCC)c7c6ccc(c7)N(c8ccc(cc8)OCCCCCC)c9ccc(cc9)-c(s1)cc(c12)n(c1c2scc1/C=C(/C#N)C(=O)O)-c1ccc(cc1)OCCCCCC,726,1563.3113,34.1564,3,0,48,114,0,0,13,144.2000,213.9250,480.1555,216.3770
c1ccc(OC)cc1-c2ccc(-c(ccc3)cc3OC)c(c24)nc([nH]4)-c5ccc(cc5)N(c6ccc(Br)cc6)c7ccc(cc7)/C=C(/[N+]#[C-])C(=O)O,727,747.6346,8.2036,3,1,9,52,0,0,7,92.0400,109.5890,199.6638,99.0830
c1ccc(OC)cc1-c2ccc(-c(ccc3)cc3OC)c(c24)nc([nH]4)-c5ccc(cc5)N(c6ccc(cc6)/C=C(/[N+]#[C-])C(=O)O)c7ccc(cc7)-c8cccc(c8)N(C)C,728,787.9023,9.1358,3,1,11,60,0,0,8,95.2800,124.1730,231.6058,114.4020
COc1cccc(c1)-c2ccc(cc2)N(c3ccc(cc3)/C=C(/[N+]#[C-])C(=O)O)c4ccc(cc4)-c([nH]5)nc(c56)c(-c7cccc(c7)OC)ccc6-c8cccc(c8)OC,729,774.8605,8.9572,4,1,11,59,0,0,8,101.2700,123.6730,223.6404,111.8530
CCCCCCc1ccc(s1)-c2ccc(s2)-c3ccc(cc3)N(c4ccc(cc4)/C=C5/SC(=S)N(C5=O)CC(=O)O)c6ccc(cc6)-c7ccc(s7)-c8ccc(s8)CCCCCC,730,943.3550,17.2188,2,0,20,63,0,0,8,231.2000,130.3380,270.6713,126.7990
CCCCCCc1ccc(s1)-c2ccc(s2)-c3ccc(cc3)N(c4ccc(cc4)/C=C(/C#N)C(=O)O)c5ccc(cc5)-c6ccc(s6)-c7ccc(s7)CCCCCC,731,837.1883,16.4567,1,0,18,58,0,0,7,177.2900,119.5040,243.9341,116.2370
N#C/C(C(=O)O)=C\c(cc1)ccc1-c2c(cccc3)c3c(c(c24)nn(n4)CCCCCC)-c5ccc(cc5)N(c6ccc(cc6)OCCCCCC)c7ccc(cc7)OCCCCCC,732,868.1146,15.4752,5,0,23,65,0,0,7,113.5000,136.6720,263.7100,119.9980
N#C/C(C(=O)O)=C\c(s1)ccc1-c2c(cccc3)c3c(c(c24)nn(n4)CCCCCC)-c5ccc(cc5)N(c6ccc(cc6)OCCCCCC)c7ccc(cc7)OCCCCCC,733,874.1424,15.5229,5,0,23,64,0,0,7,141.7400,134.5050,260.0533,118.4320
N#C/C(C(=O)O)=C\c1ccc(s1)-c2c(cccc3)c3c(c(c24)nsn4)-c5ccc(cc5)N(c6ccccc6)c7ccccc7,734,606.7155,9.1948,3,0,8,44,0,0,7,146.5900,99.5040,177.2025,85.7110
CCCCCCOc1ccc(cc1)N(c2ccc(cc2)OCCCCCC)c3ccc(cc3)-c4c(cccc5)c5c(c(c46)nsn6)-c7ccc(cc7)/C=C(\C#N)C(=O)O,735,801.0055,13.5965,5,0,18,59,0,0,7,136.8100,127.0050,239.9360,110.5710
CCCCCCCCC1(CCCCCCCC)c(c2c(c13)ccc(c3)/C=C(\C#N)C(=O)O)cc(cc2)C#C[Pt](P(CC)(CC)CC)(P(CC)(CC)CC)C#Cc4ccc(cc4)N(c5ccccc5)c6ccccc6,736,1210.4533,19.5309,1,0,28,74,0,0,6,91.5100,143.7540,313.2942,138.3780
CCCCCCOc1ccc(cc1)N(c2ccc(cc2)OCCCCCC)c3ccc(cc3)-c4c(cccc5)c5c(c(c46)nsn6)-c7ccc(s7)/C=C(\C#N)C(=O)O,737,807.0332,13.6442,5,0,18,58,0,0,7,165.0500,124.8380,236.2793,109.0050
c1ccccc1N(c2ccccc2)c3ccc(cc3)-c4cc(/C=C(\C#N)C(=O)O)sc4-c5ccc(cc5)N(c6ccc(cc6)-c7ccc(cc7)N(c8ccccc8)c9ccccc9)c1ccc(cc1)-c1ccc(cc1)N(c1ccccc1)c1ccccc1,738,1152.4059,21.1930,1,0,17,88,0,0,13,102.2900,182.6740,357.9861,180.5120
c1ccccc1N(c2ccccc2)c3ccc(cc3)-c4ccc(cc4)N(c5ccc(cc5)-c6sc(cc6)/C=C(\C#N)C(=O)O)c7ccc(cc7)-c8ccc(cc8)N(c9ccccc9)c1ccccc1,739,909.1034,16.3420,1,0,13,69,0,0,10,99.0500,146.3390,279.6894,140.3890
c1ccccc1N(c2ccccc2)c3ccc(cc3)-c4ccc(cc4)N(c5ccc(cc5)/C=C(\C#N)C(=O)O)c6ccc(cc6)-c7ccc(cc7)N(c8ccccc8)c9ccccc9,740,826.9797,14.7759,1,0,12,64,0,0,9,70.8100,137.1720,258.2099,129.0310
N#C/C(C(=O)O)=C/c1ccc(o1)/C=C/c2ccc(cc2)N(c3ccc(cc3)-c4ccc(cc4)C(C)(C)C)c5ccc(cc5)-c6ccc(cc6)C(C)(C)C,741,696.8746,12.2805,2,0,12,53,0,0,6,77.4700,115.8380,214.5755,101.4230
N#C\C(C(=O)O)=C\c1sc(c(c12)OCCO2)/C=C/c3ccc(cc3)N(c4ccc(cc4)-c5ccc(cc5)C(C)(C)C)c6ccc(cc6)-c7ccc(cc7)C(C)(C)C,742,770.9762,12.6245,3,0,10,57,0,0,7,111.0300,123.5050,231.9762,108.3190
N#C/C(C(=O)O)=C/c1ccc(s1)-c2ccc(s2)/C=C/c3ccc(cc3)N(c4ccc(cc4)-c5ccc(cc5)C(C)(C)C)c6ccc(cc6)-c7ccc(cc7)C(C)(C)C,743,795.0638,14.5115,1,0,13,58,0,0,7,120.8100,123.3380,242.4983,115.5070
N#C/C(C(=O)O)=C/c1ccc(s1)/C=C/c2ccc(cc2)N(c3ccc(cc3)-c4ccc(cc4)C(C)(C)C)c5ccc(cc5)-c6ccc(cc6)C(C)(C)C,744,712.9402,12.8387,1,0,12,53,0,0,6,92.5700,114.1710,221.0188,104.1490
CCCCCCCCCCCCC1(CCCCCCCCCCCC)c(cc(s2)/C=C(/C#N)C(=O)O)c2c(c13)sc(c3)-c4ccc(cc4)N(c5ccc(cc5)OCCCCCC)c6ccc(cc6)OCCCCCC,745,1053.5884,23.4012,3,0,39,75,0,0,6,139.2700,145.7540,317.5772,139.8960
CCCCCCOc1ccc(cc1)N(c2ccc(cc2)OCCCCCC)c3ncc(s3)-c(c4)sc(c45)c(OCCCCCC)c(OCCCCCC)c6c5cc(s6)/C=C(\C#N)C(=O)O,746,936.2947,16.7534,6,0,29,65,0,0,6,198.8600,135.6710,265.8126,119.0620
CCCCCCOc1ccc(cc1)N(c2ccc(cc2)OCCCCCC)c3ccc(s3)-c(c4)sc(c45)c(OCCCCCC)c(OCCCCCC)c6c5cc(s6)/C=C(\C#N)C(=O)O,747,935.3066,17.7777,5,0,29,65,0,0,6,185.9700,134.6710,267.5221,120.3150
CCCCCCOc1ccc(cc1)N(c2ccc(cc2)OCCCCCC)c3ncc(s3)-c(c4)sc(c45)c6c(cc(s6)/C=C(\C#N)C(=O)O)C5(CCCCCC)CCCCCC,748,892.2852,17.1702,4,0,27,62,0,0,6,180.4000,126.5870,257.6845,115.0570
CCCCCCOc1ccc(cc1)N(c2ccc(cc2)OCCCCCC)c3ccc(cc3)-c(c4)sc(c45)c(OCCCCCC)c(OCCCCCC)c6c5cc(s6)/C=C(\C#N)C(=O)O,749,929.2789,17.5100,5,0,29,66,0,0,6,157.7300,136.8380,270.4933,121.8810
CCCCCCOc1ccc(cc1)N(c2ccc(cc2)OCCCCCC)c3ccc(s3)-c(c4)sc(c45)c6c(cc(s6)/C=C(\C#N)C(=O)O)C5(CCCCCC)CCCCCC,750,891.2971,18.1945,3,0,27,62,0,0,6,167.5100,125.5870,259.3940,116.3100
N#C/C(C(=O)O)=C(\CC1(C)C)C=C(C1)/C=C/c2ccc(cc2)N(c3ccc(cc3)-n4c(cccc5)c5c(c46)cccc6)c7ccc(cc7)-n8c(cccc9)c9c(c18)cccc1,751,790.9476,13.8157,1,0,9,61,0,0,10,74.1900,128.7560,242.0804,117.1240
N#C/C(C(=O)O)=C(\CC1(C)C)C=C(C1)/C=C/c2ccc(cc2)N(c3ccc(cc3)N(c4ccccc4)c5ccccc5)c6ccc(cc6)N(c7ccccc7)c8ccccc8,752,794.9793,14.1101,1,0,13,61,0,0,8,70.8100,130.0880,248.9612,118.5400
N#C/C(C(=O)O)=C(\CC1(C)C)C=C(C1)/C=C/c2ccc(cc2)N(c3ccccc3)c4ccc(cc4)N(c5ccccc5)c6ccccc6,753,627.7728,10.7775,1,0,10,48,0,0,6,67.5700,105.0870,195.8007,91.3410
N#C/C(C(=O)O)=C(\CC1(C)C)C=C(C1)/C=C/c2ccc(cc2)N(c3ccccc3)c4ccccc4,754,460.5662,7.4449,1,0,7,35,0,0,4,64.3300,80.0860,142.6402,64.1420
O=C(O)/C(C#N)=C/c1sc(cc1)-c(c(c23)nsn3)c(OCCCCCC)c(OCCCCCC)c2-c4ccc(cc4)N(c5ccccc5)c6ccccc6,755,756.9746,12.7358,5,0,19,54,0,0,6,165.0500,117.5040,219.8291,100.6470
O=C(O)/C(C#N)=C/c1sc(cc1)-c(c(c23)nsn3)c(OCCCCCC)c(OCCCCCC)c2-c(c4)ccc(c45)c6c(C5(CC)CC)cc(cc6)N(c7ccccc7)c8ccccc8,756,901.1875,15.7692,5,0,21,65,0,0,8,165.0500,136.4220,266.8702,121.9720
O=C(O)/C(C#N)=C/c1sc(cc1)-c(c(c23)nsn3)c(OCCCCCC)c(OCCCCCC)c2C#Cc4ccc(cc4)N(c5ccccc5)c6ccccc6,757,780.9960,13.3262,5,0,19,56,0,0,6,165.0500,122.5040,219.8291,103.2130
OC(=O)CN1C(=S)S/C(C1=O)=C/c2ccc(cc2)N(c3ccccc3)c4ccc(cc4)C=C(c5ccccc5)c6ccccc6,758,624.7705,9.3008,2,0,9,45,0,0,6,118.2400,102.0040,188.1855,88.6730
CCCCCCOc1ccc(cc1)N(c2ccc(cc2)OCCCCCC)c3ccc(cc3)-c(s4)cc(c45)n(CCCCCC)c6c5scc6/C=C(/C#N)C(=O)O,759,802.0980,14.7719,3,0,22,57,0,0,6,144.2000,119.0040,231.9058,106.4480
O=C(O)/C(C#N)=C/c1sc(cc1)-c(c(c23)nsn3)c(OCCCCCC)c(OCCCCCC)c2-c4ccc(s4)-c5ccc(cc5)N(c6ccccc6)c7ccccc7,760,839.0982,14.4086,5,0,20,59,0,0,7,193.2900,126.6710,241.3086,112.0050
O=C(O)/C(C#N)=C/c1sc(cc1)-c2c(OCCCCCC)c(OCCCCCC)c(c(c23)nsn3)-c4ccc(s4)-c5ccc(cc5)N(c6ccc(cc6)OC)c7ccc(cc7)OC,761,899.1502,14.3758,7,0,22,63,0,0,7,211.7500,137.0050,254.2350,116.9490
N#C/C(C(=O)O)=C\c1ccc(s1)-c2ccc(c(c23)nsn3)-c4ccc(cc4)N(c5ccccc5)c6ccccc6,762,556.6568,8.2864,3,0,8,40,0,0,6,146.5900,92.1700,160.7523,77.3530
N#C/C(C(=O)O)=C/c1ccc(s1)-c2cnc(c(c23)nsn3)-c4ccc(s4)N(c5ccccc5)c6ccccc6,763,563.6726,7.8320,4,0,8,39,0,0,6,187.7200,91.0030,155.2522,74.5340
O=C(O)/C(C#N)=C/c1ccc(cc1)-c2ccc(cc2)C=3N(CCCCCC)C(=O)C(C34)=C(N(C4=O)CCCCCC)c5ccc(cc5)N(c6ccc(cc6)OCCCCCC)c7ccc(cc7)OCCCCCC,764,995.2956,15.6281,5,0,30,74,0,0,7,123.4100,159.5060,300.2449,131.8990
O=C(O)/C(C#N)=C/c1ccc(cc1)C=2N(CCCCCC)C(=O)C(C23)=C(N(C3=O)CCCCCC)c4ccc(cc4)-c5ccc(cc5)N(c6ccc(cc6)OCCCCCC)c7ccc(cc7)OCCCCCC,765,995.2956,15.6281,5,0,30,74,0,0,7,123.4100,159.5060,300.2449,131.8990
O=C(O)/C(C#N)=C/c1ccc(cc1)-c2ccc(cc2)C(N(C3=O)CCCCCC)=C(C3=4)C(=O)N(CCCCCC)C4c5ccc(cc5)-c6ccc(cc6)N(c7ccc(cc7)OCCCCCC)c8ccc(cc8)OCCCCCC,766,1071.3915,17.1465,5,0,31,80,0,0,8,123.4100,170.8400,325.3811,144.8230
CCCCCCCCCCCCCCCc1c(/C=C(/C#N)C(=O)O)sc(c12)c3c(s2)c4c(s3)c(c(s4)-c5ccc(cc5)N(c6ccccc6)c7ccccc7)CCCCCCCCCCCCCCC,767,1011.5549,23.5744,1,0,33,70,0,0,7,177.2900,134.5040,300.3869,135.5690
CCCCCCCCCCCCCCCc1c(/C=C(/C#N)C(=O)O)sc(c12)c3c(s2)c4c(s3)c(CCCCCCCCCCCCCCC)c(s4)-c5ccc(s5)-c6ccc(cc6)N(c7ccccc7)c8ccccc8,768,1093.6786,25.2472,1,0,34,75,0,0,8,205.5300,143.6710,321.8664,146.9270
CCCCCCCCCCCCCCCc1c(-c2ccc(cc2)N(c3ccccc3)c4ccccc4)sc(c15)c6c(s5)c7c(s6)c(c(s7)-c8ccc(s8)/C=C(/C#N)C(=O)O)CCCCCCCCCCCCCCC,769,1093.6786,25.2472,1,0,34,75,0,0,8,205.5300,143.6710,321.8664,146.9270
CCCCCCCCCCCCCCCc1c(-c2ccc(s2)/C=C(/C#N)C(=O)O)sc(c13)c4c(s3)c5c(s4)c(CCCCCCCCCCCCCCC)c(s5)-c6ccc(s6)-c7ccc(cc7)N(c8ccccc8)c9ccccc9,770,1175.8023,26.9200,1,0,35,80,0,0,9,233.7700,152.8380,343.3459,158.2850
N#C/C(C(=O)O)=C/c1ccc(cc1)N(c2ccccc2)c3ccccc3,771,340.3746,5.0739,1,0,6,26,0,0,3,64.3300,64.5020,101.6165,48.7850
N#C/C(C(=O)O)=C/c1ccc(cc1)N(c2ccccc2)c3ccc(cc3)-c4nc(-c5ccccc5)c([nH]4)-c6ccccc6,772,558.6279,8.3094,2,1,9,43,0,0,6,93.0100,98.0040,169.1891,83.1550
N#C/C(C(=O)O)=C/c1ccc(cc1)N(c2ccccc2)c3ccc(cc3)-c([nH]4)nc(c45)c6c(cccc6)c7c5cccc7,773,556.6121,7.9978,2,1,7,43,0,0,7,93.0100,97.3380,168.2673,82.3810
CCCCCCCCC1(CCCCCCCC)c(c2c(c13)ccc(c3)/C=C(/C#N)C(=O)O)cc(cc2)/C=C/c4ccc(cc4)N(c5ccccc5)c6ccccc6,774,755.0398,15.5679,1,0,20,57,0,0,6,64.3300,116.7540,239.3244,108.5320
N#C/C(C(=O)O)=C\c1ccc(s1)-c(c2)ccc(c23)c4c(C3(CC)CC)cc(cc4)N(c5ccccc5)c6ccc(cc6)C=C7c(cccc8)c8c(c79)cccc9,775,742.9246,12.8266,1,0,10,56,0,0,9,92.5700,118.5890,229.0471,110.0200
N#C/C(C(=O)O)=C\c1ccc(s1)-c2ccc(s2)-c(c3)ccc(c34)c5c(C4(CC)CC)cc(cc5)N(c6ccccc6)c7ccc(cc7)C=C8c(cccc9)c9c(c18)cccc1,776,825.0483,14.4994,1,0,11,61,0,0,10,120.8100,127.7560,250.5266,121.3780
N#C/C(C(=O)O)=C\c1ccc(s1)-c(c2)ccc(c23)c4c(C3(CC)CC)cc(cc4)N(c5ccc(cc5)C=C6c(cccc7)c7c(c68)cccc8)c9ccc(cc9)C=C1c(cccc2)c2c(c12)cccc2,777,919.1379,15.9798,1,0,11,70,0,0,12,92.5700,144.5910,287.9571,138.5720
N#C/C(C(=O)O)=C\c1ccc(s1)-c2ccc(s2)-c(c3)ccc(c34)c5c(C4(CC)CC)cc(cc5)N(c6ccc(cc6)C=C7c(cccc8)c8c(c79)cccc9)c1ccc(cc1)C=C1c(cccc2)c2c(c12)cccc2,778,1001.2616,17.6526,1,0,12,75,0,0,13,120.8100,153.7580,309.4366,149.9300
N#CC(C#N)=Cc1ccc(cc1)N(c2ccccc2)c(c3)ccc(c34)c5c(C4(CC)CC)cc(cc5)-c6ccc(s6)/C=C(\C#N)C(=O)O,779,642.7675,9.8592,3,0,9,48,0,0,6,140.1500,112.9210,191.5144,88.6500
N#C/C(C(=O)O)=C\c1ccc(s1)-c(c2)ccc(c23)c4c(C3(CC)CC)cc(cc4)N(c5ccccc5)c6ccccc6,780,566.7113,9.6734,1,0,9,42,0,0,6,92.5700,92.5870,170.1371,81.4680
N#C/C(C(=O)O)=C\c1ccc(s1)-c2ccc(s2)-c(c3)ccc(c34)c5c(C4(CC)CC)cc(cc5)N(c6ccccc6)c7ccccc7,781,648.8350,11.3462,1,0,10,47,0,0,7,120.8100,101.7540,191.6166,92.8260
N#C/C(C(=O)O)=C\c1ccc(s1)-c(c2)ccc(c23)c4c(C3(CC)CC)cc(cc4)N(c(c5)ccc(c56)c7c(C6(CC)CC)cccc7)c(c8)ccc(c89)c1c(C9(CC)CC)cccc1,782,855.1373,15.7402,1,0,13,64,0,0,10,92.5700,130.4230,264.2193,124.1180
N#C/C(C(=O)O)=C\c1ccc(s1)-c2ccc(s2)-c(c3)ccc(c34)c5c(C4(CC)CC)cc(cc5)N(c(c6)ccc(c67)c8c(C7(CC)CC)cccc8)c(c9)ccc(c19)c2c(C1(CC)CC)cccc2,783,937.2609,17.4130,1,0,14,69,0,0,11,120.8100,139.5900,285.6988,135.4760
CCCCCCc1cc(/C=C(\C#N)C(=O)O)sc1-c2cc(CCCCCC)c(s2)-c3cc(CCCCCC)c(s3)-c4ccc(cc4)N(c(c5)ccc(c56)c7c(C6(C)C)cccc7)c(c8)ccc(c89)c1c(C9(C)C)cccc1,784,1071.5438,22.5292,1,0,22,77,0,0,10,149.0500,151.3400,325.8718,151.1990
