SMILES,name,canvasUID,chiral flag,version,ct enhanced stereo status,Source Path,Source File,Source File Index,Chiralities Consistent,flags,mmshare version,source file index,Energy,Force Field,Variant,source file,#stars,#amine,#amidine,#acid,#amide,#rotor,#rtvFG,CNS,mol MW,dipole,SASA,FOSA,FISA,PISA,WPSA,volume,donorHB,accptHB,dip^2/V,ACxDN^.5/SA,glob,QPpolrz,QPlogPC16,QPlogPoct,QPlogPw,QPlogPo/w,QPlogS,CIQPlogS,QPlogHERG,QPPCaco,QPlogBB,QPPMDCK,QPlogKp,IP(eV),EA(eV),#metab,QPlogKhsa,HumanOralAbsorption,PercentHumanOralAbsorption,SAfluorine,SAamideO,PSA,#NandO,RuleOfFive,RuleOfThree,#ringatoms,#in34,#in56,#noncon,#nonHatm,Jm,BIT8151720,BIT18475850,BIT22127076,BIT35877664,BIT39553675,BIT67883118,BIT98575424,BIT160201318,BIT165768516,BIT190396141,BIT193812488,BIT193905305,BIT195174094,BIT204573484,BIT206555680,BIT254979621,BIT296979728,BIT327764410,BIT331244919,BIT354151221,BIT363661339,BIT381524754,BIT391623067,BIT391926730,BIT433091012,BIT434273302,BIT470422459,BIT479462217,BIT492253282,BIT493703678,BIT498915449,BIT539844994,BIT564412112,BIT608558994,BIT613285849,BIT625837065,BIT643812180,BIT699060252,BIT709069158,BIT714933578,BIT763954459,BIT771407161,BIT772254156,BIT777260172,BIT783344587,BIT861898111,BIT880670941,BIT942263248,BIT1039658456,BIT1096928069,BIT1112393919,BIT1138498876,BIT1141917637,BIT1176326933,BIT1207980612,BIT1217230729,BIT1227329179,BIT1242263589,BIT1268578469,BIT1292054050,BIT1325916890,BIT1361749871,BIT1365907629,BIT1395138066,BIT1409095359,BIT1435137741,BIT1485195517,BIT1565499807,BIT1569019336,BIT1579686657,BIT1618159230,BIT1638686344,BIT1646772173,BIT1647720754,BIT1649273143,BIT1673480675,BIT1676357821,BIT1693287139,BIT1707602695,BIT1721700199,BIT1764179822,BIT1771412232,BIT1779254644,BIT1790862401,BIT1851359879,BIT1860328836,BIT1861445932,BIT1861515858,BIT1901912998,BIT1968184599,BIT2018597219,BIT2019228159,BIT2062551857,BIT2082768527,BIT2105264388,BIT2111822250,BIT2148797992,BIT2152036900,BIT2154706750,BIT2210528107,BIT2231458093,BIT2235875924,BIT2240459001,BIT2268786704,BIT2274798181,BIT2284949991,BIT2285652680,BIT2307784605,BIT2308143090,BIT2342500853,BIT2352890838,BIT2377994081,BIT2481793680,BIT2486873336,BIT2501781659,BIT2561129186,BIT2565421464,BIT2566997210,BIT2569907861,BIT2629958465,BIT2640778384,BIT2641509805,BIT2651616882,BIT2705183087,BIT2727252873,BIT2761467553,BIT2782797977,BIT2811697294,BIT2816639212,BIT2822953177,BIT2826217777,BIT2829895235,BIT2851403106,BIT2861919460,BIT2863895727,BIT2869847624,BIT2871612728,BIT2871735398,BIT2900457620,BIT2911417036,BIT2943139145,BIT2974052958,BIT2987213973,BIT2988692243,BIT3002336202,BIT3036014574,BIT3052718679,BIT3074702486,BIT3077336290,BIT3092527135,BIT3112929488,BIT3135501776,BIT3140359126,BIT3143403067,BIT3180641768,BIT3240599655,BIT3243814584,BIT3246671731,BIT3249097648,BIT3286342642,BIT3315517054,BIT3340903069,BIT3369323179,BIT3386109154,BIT3404043678,BIT3405911371,BIT3477453340,BIT3485465422,BIT3508942242,BIT3511428510,BIT3543821537,BIT3562312874,BIT3562829857,BIT3609391398,BIT3613987573,BIT3653128271,BIT3661392088,BIT3677280923,BIT3683604830,BIT3694307783,BIT3696768978,BIT3704428619,BIT3705774485,BIT3725355002,BIT3727990652,BIT3740368654,BIT3791019275,BIT3866884175,BIT3967062985,BIT3975214870,BIT3991753262,BIT4030205765,BIT4037040228,BIT4043098439,BIT4155789727,BIT4165710193,BIT4188580987,BIT4216389085,BIT4257993391,BIT4271161317
CCCCCCn1c(=S)n(CCCCCC)c(c12)ccc(c2)N(c(cc3)cc(c34)n(CCCCCC)c(=S)n4CCCCCC)c5ccc(cc5)-c6ccc(s6)-c7ccc(s7)/C=C(C#N)\C(=O)O,1162,832,0,0,0,C:UsersclarkepDownloads,C:\Users\clarkep\Documents\Schrodinger\descr3D.cnv\3dmin\dyes3D\dyes3D_in.maegz,832,1,0,50079,,112.782,OPLS_2005,1162-1,,14,0,0,1,0,27,1,-2,985.432,5.507,1437.821,827.317,169.256,312.008,129.241,2959.849,1,9,0.0102445,0.0062595,0.6933829,97.942,30.964,40.065,10.872,14.403,-16.143,-18.882,-6.174,62.295,-3.094,159.851,-0.948,8.132,2.038,2,3.582,1,100,0,0,102.056,8,2,1,34,0,34,0,68,7.99380074462553e-12,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1
N#C/C(C(=O)O)=C\c1ccc(cc1)-c2ccc(cc2)N(c3ccc(cc3)-c4cccs4)c5ccc(cc5)-c6cccs6,1166,833,0,0,0,C:UsersclarkepDownloads,C:\Users\clarkep\Documents\Schrodinger\descr3D.cnv\3dmin\dyes3D\dyes3D_in.maegz,833,1,0,50079,,46.3665,OPLS_2005,1166-1,,6,0,0,1,0,8,1,-2,580.718,4.662,972.389,12.449,163.874,714.256,81.809,1759.024,1,4,0.0123556,0.0041136,0.7247246,65.926,22.233,26.931,11.701,9.236,-12.613,-12.551,-7.585,70.061,-1.798,99.778,-1.256,7.974,1.447,3,2.147,1,88.135,0,0,77.815,4,2,1,34,0,34,0,42,7.85399633551534e-09,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
N#C/C(C(=O)O)=C\c1ccc(s1)-c(cc2)cc(c23)c4c(n3CC)ccc(c4)-c5ccc(s5)-c6ccc(cc6)N(c7ccc(cc7)-c8cccs8)c9ccc(cc9)-c1cccs1,1167,834,0,0,0,C:UsersclarkepDownloads,C:\Users\clarkep\Documents\Schrodinger\descr3D.cnv\3dmin\dyes3D\dyes3D_in.maegz,834,1,0,50079,,58.0979,OPLS_2005,1167-1,,13,0,0,1,0,8,1,-2,862.107,7.785,1340.952,126.158,164.467,910.925,139.402,2496.431,1,4,0.0242798,0.002983,0.6636892,97.316,32.167,38.454,13.95,14.442,-19.736,-19.491,-9.511,69.161,-2.066,203.452,-0.574,7.831,1.753,5,4.239,1,100,0,0,79.475,5,2,1,51,0,51,0,61,4.22920651945611e-15,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,1,0,1
c1ccccc1N(c2ccccc2)c(cc3)ccc3-c(c4)ccc(n5CCCCCCCC)c4c(=O)c(c56)cc7c(c6)c(=O)c8c(n7CCCCCCCC)ccc(c8)-c9ccc(o9)/C=C(C#N)\C(=O)O,1169,835,0,0,0,C:UsersclarkepDownloads,C:\Users\clarkep\Documents\Schrodinger\descr3D.cnv\3dmin\dyes3D\dyes3D_in.maegz,835,1,0,50079,,66.5335,OPLS_2005,1169-1,,14,0,0,1,0,22,1,-2,941.18,6.283,1583.078,612.148,248.422,722.508,0,2995.647,1,9.5,0.0131761,0.006001,0.6348288,106.506,36.019,43.313,16.103,13.821,-18.859,-18.393,-9.079,11.059,-4.872,4.834,-1.441,7.823,1.488,6,3.753,1,100,0,0,141.888,9,2,2,45,0,45,0,71,4.7225400150054e-15,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1
c1ccccc1N(c2ccccc2)c(cc3)ccc3\C=C\c(c4)ccc(n5CCCCCCCC)c4c(=O)c(c56)cc7c(c6)c(=O)c8c(n7CCCCCCCC)ccc(c8)-c9ccc(o9)/C=C(C#N)\C(=O)O,1170,836,0,0,0,C:UsersclarkepDownloads,C:\Users\clarkep\Documents\Schrodinger\descr3D.cnv\3dmin\dyes3D\dyes3D_in.maegz,836,1,0,50079,,69.7478,OPLS_2005,1170-1,,14,0,0,1,0,24,1,-2,967.218,6.291,1644.468,623.489,241.581,779.398,0,3094.563,1,9.5,0.0127892,0.0057769,0.6245095,109.723,37.725,44.335,16.15,14.57,-19.674,-18.939,-9.517,12.841,-5.013,5.681,-0.922,7.815,1.518,6,3.946,1,100,0,0,141.917,9,2,2,45,0,45,0,73,2.4500023992644e-15,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
c1cc(OC)ccc1N(c2ccc(cc2)OC)c(cc3)ccc3-c(c4)ccc(n5CCCCCCCC)c4c(=O)c(c56)cc7c(c6)c(=O)c8c(n7CCCCCCCC)ccc(c8)-c9ccc(o9)/C=C(C#N)\C(=O)O,1171,837,0,0,0,C:UsersclarkepDownloads,C:\Users\clarkep\Documents\Schrodinger\descr3D.cnv\3dmin\dyes3D\dyes3D_in.maegz,837,1,0,50079,,78.1914,OPLS_2005,1171-1,,15,0,0,1,0,24,1,-2,1001.232,5.928,1662.195,800.428,249.806,611.961,0,3142.374,1,11,0.0111817,0.0066178,0.6241968,110.038,37.046,45.017,16.587,13.936,-19.309,-18.995,-8.724,10.73,-5.157,4.678,-1.663,7.686,1.526,6,3.72,1,88.114,0,0,158.281,11,3,2,45,0,45,0,75,1.06706371579372e-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
CCCCOc1ccc(cc1)N(c2ccc(cc2)OCCCC)c3ccc(cc3)-c4ccc(s4)-c(cc5)cc6c5c(c7C8(OCCO8)C69OCCO9)ccc(c7)-c1ccc(s1)/C=C(C#N)/C(=O)O,1172,838,0,0,0,C:UsersclarkepDownloads,C:\Users\clarkep\Documents\Schrodinger\descr3D.cnv\3dmin\dyes3D\dyes3D_in.maegz,838,1,0,50079,,73.5323,OPLS_2005,1172-1,,13,0,0,1,0,15,3,-2,943.14,7.037,1471.856,620.699,163.806,632.546,54.805,2771.766,1,8.5,0.0178669,0.005775,0.6483419,101.181,32.621,40.983,15.226,13.527,-18.631,-18.783,-8.431,70.166,-2.804,71.089,-0.87,7.697,1.857,5,3.658,1,100,0,0,122.866,10,2,1,50,0,50,6,68,2.97652464558874e-14,1,0,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,1,1,0,1,1,0,0,0,1,0,1,1,0,0,1,1,0,1,1,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0,0,1,0,1
O=C(O)\C(C#N)=C\c(s1)ccc1-c(c2)ccc(N3CCCCCC)c2CCc(c34)cc(cc4)-c5ccc(cc5)N(c6ccccc6)c7ccccc7,1173,839,0,0,0,C:UsersclarkepDownloads,C:\Users\clarkep\Documents\Schrodinger\descr3D.cnv\3dmin\dyes3D\dyes3D_in.maegz,839,1,0,50079,,63.928,OPLS_2005,1173-1,,11,0,0,1,0,13,1,-2,699.909,5.242,1185.528,325.365,163.843,663.221,33.1,2206.594,1,4.5,0.0124534,0.0037958,0.6914089,80.14,26.275,31.594,11.239,11.653,-15.332,-14.769,-7.881,70.11,-2.424,54.017,-0.955,7.806,1.813,7,3.087,1,100,0,0,79.926,5,2,2,38,0,35,2,52,3.61343074032039e-11,1,0,1,1,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,0,1,0,0,1,1,1
O=C(O)\C(C#N)=C\c(s1)ccc1-c(c2)ccc(N3CCCCCCO)c2CCc(c34)cc(cc4)-c5ccc(cc5)N(c6ccccc6)c7ccccc7,1174,840,0,0,0,C:UsersclarkepDownloads,C:\Users\clarkep\Documents\Schrodinger\descr3D.cnv\3dmin\dyes3D\dyes3D_in.maegz,840,1,0,50079,,64.6325,OPLS_2005,1174-1,,12,0,0,1,0,15,1,-2,715.908,7.97,1200.238,282.741,220.36,664.305,32.833,2230.733,2,6.2,0.028474,0.0073053,0.6879064,79.833,27.21,34.271,14.364,10.447,-14.344,-14.257,-7.943,20.409,-3.364,14.183,-1.8,7.888,1.756,8,2.584,1,85.641,0,0,103.124,6,2,3,38,0,35,2,53,5.13898691396543e-11,1,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,1,0,1,1,0,1,1,0,1,0,1,1,1,1,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,1,1,0,1,1,0,0,1,0,1,1,1,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,1
N#C/C(C(=O)O)=C\c1ccc(s1)-c(cc2)cc(c23)CCc4c(N3CCCCCCOc5ccc(cc5)C(=O)O)ccc(c4)-c6ccc(cc6)N(c7ccccc7)c8ccccc8,1175,841,0,0,0,C:UsersclarkepDownloads,C:\Users\clarkep\Documents\Schrodinger\descr3D.cnv\3dmin\dyes3D\dyes3D_in.maegz,841,1,0,50079,,71.4129,OPLS_2005,1175-1,,14,0,0,2,0,17,1,-2,836.016,2.731,1388.021,256.352,269.16,844.679,17.83,2584.775,2,7.25,0.0028851,0.0073868,0.6562218,94.44,32.854,39.826,16.963,12.581,-16.969,-16.681,-7.508,1.781,-4.584,1.07,-1.872,7.909,1.781,8,3.089,1,79.179,0,0,136.643,8,2,3,44,0,41,2,62,1.20339038027118e-13,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,0,1,1,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1
N#C/C(C(=O)O)=C\c1ccc(s1)-c2ccc(s2)-c3ccc(s3)/C=C/c4ccc(cc4)N(c5ccccc5)c6ccccc6,1176,842,0,0,0,C:UsersclarkepDownloads,C:\Users\clarkep\Documents\Schrodinger\descr3D.cnv\3dmin\dyes3D\dyes3D_in.maegz,842,1,0,50079,,39.5494,OPLS_2005,1176-1,,8,0,0,1,0,10,1,-2,612.778,6.015,1015.056,28.459,163.834,723.747,99.015,1833.672,1,4,0.0197338,0.0039407,0.7137663,67.72,23.285,27.643,11.433,9.792,-13.154,-13.163,-7.808,70.123,-1.94,124.08,-1.029,7.921,1.997,6,2.272,1,91.4,0,0,77.443,4,2,1,33,0,33,0,43,4.01739039168402e-09,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,1,1
OC(=O)CN1C(=S)S/C(C1=O)=C/c2cc(-c3cccs3)c(cc2-c4cccs4)/C=C/c5ccc(cc5)N(c6ccccc6)c7ccccc7,1177,843,0,0,0,C:UsersclarkepDownloads,C:\Users\clarkep\Documents\Schrodinger\descr3D.cnv\3dmin\dyes3D\dyes3D_in.maegz,843,1,0,50079,,55.1177,OPLS_2005,1177-1,,10,0,0,1,0,10,0,-2,712.913,5.365,1097.251,58.204,112.582,753.61,172.855,2055.576,1,5,0.0140047,0.0045568,0.712549,76.886,25.718,31.545,12.496,11.451,-13.571,-14.197,-7.97,214.724,-1.093,1055.666,0.02,7.901,2.098,6,2.675,1,100,0,0,88.518,5,2,1,39,0,39,0,49,2.00448098185488e-08,1,1,0,1,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,1,1,0,1,0,1,0,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1
OC(=O)CN1C(=S)S/C(C1=O)=C/c2cc(Cl)c(cc2Cl)/C=C/c3ccc(cc3)N(c4ccccc4)c5ccccc5,1178,844,0,0,0,C:UsersclarkepDownloads,C:\Users\clarkep\Documents\Schrodinger\descr3D.cnv\3dmin\dyes3D\dyes3D_in.maegz,844,1,0,50079,,47.5058,OPLS_2005,1178-1,,8,0,0,1,0,10,0,-2,617.563,6.13,963.782,60.725,128.483,543.31,231.263,1747.285,1,5,0.0215026,0.0051879,0.7279401,62.54,21.678,26.65,10.873,9.335,-11.36,-11.6,-6.718,151.74,-1.088,1515.353,-1.013,7.972,2.214,4,1.807,1,94.722,0,0,88.341,5,2,1,29,0,29,0,41,2.61426573270215e-07,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,1,0,0,1,1,0,1,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1
OC(=O)CN1C(=S)S/C(C1=O)=C/c2cc(Br)c(cc2Br)/C=C/c3ccc(cc3)N(c4ccccc4)c5ccccc5,1179,845,0,0,0,C:UsersclarkepDownloads,C:\Users\clarkep\Documents\Schrodinger\descr3D.cnv\3dmin\dyes3D\dyes3D_in.maegz,845,1,0,50079,,46.9007,OPLS_2005,1179-1,,8,0,0,1,0,10,0,-2,706.465,6.13,971.464,59.746,128.374,541.396,241.947,1763.086,1,5,0.0213113,0.0051469,0.7265312,63.154,21.906,26.908,10.881,9.475,-11.548,-13.463,-6.731,152.1,-1.067,1738.411,-1.018,7.973,2.211,4,1.851,1,95.563,0,0,88.354,5,2,1,29,0,29,0,41,1.91855736588661e-07,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,1,0,0,1,1,0,1,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1
OC(=O)CN1C(=S)S/C(C1=O)=C/c2ccc(cc2)/C=C/c3ccc(cc3)N(c4ccccc4)c5ccccc5,1180,846,0,0,0,C:UsersclarkepDownloads,C:\Users\clarkep\Documents\Schrodinger\descr3D.cnv\3dmin\dyes3D\dyes3D_in.maegz,846,1,0,50079,,45.2434,OPLS_2005,1180-1,,7,0,0,1,0,10,0,-2,548.673,7.899,919.619,70.489,126.955,615.763,106.412,1664.905,1,5,0.037477,0.005437,0.7387263,59.935,20.392,25.488,11.205,8.427,-10.004,-10.162,-6.889,156.887,-1.329,325.267,-0.73,7.953,2.166,4,1.579,1,89.669,0,0,87.278,5,2,1,29,0,29,0,39,1.01291345582888e-05,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1
