SMILES,name,canvasUID,chiral flag,version,ct enhanced stereo status,Source Path,Source File,Source File Index,Chiralities Consistent,flags,mmshare version,source file index,Energy,Force Field,Variant,source file,#stars,#amine,#amidine,#acid,#amide,#rotor,#rtvFG,CNS,mol MW,dipole,SASA,FOSA,FISA,PISA,WPSA,volume,donorHB,accptHB,dip^2/V,ACxDN^.5/SA,glob,QPpolrz,QPlogPC16,QPlogPoct,QPlogPw,QPlogPo/w,QPlogS,CIQPlogS,QPlogHERG,QPPCaco,QPlogBB,QPPMDCK,QPlogKp,IP(eV),EA(eV),#metab,QPlogKhsa,HumanOralAbsorption,PercentHumanOralAbsorption,SAfluorine,SAamideO,PSA,#NandO,RuleOfFive,RuleOfThree,#ringatoms,#in34,#in56,#noncon,#nonHatm,Jm,BIT8151720,BIT18475850,BIT22127076,BIT35877664,BIT39553675,BIT67883118,BIT98575424,BIT160201318,BIT165768516,BIT190396141,BIT193812488,BIT193905305,BIT195174094,BIT204573484,BIT206555680,BIT254979621,BIT296979728,BIT327764410,BIT331244919,BIT354151221,BIT363661339,BIT381524754,BIT391623067,BIT391926730,BIT433091012,BIT434273302,BIT470422459,BIT479462217,BIT492253282,BIT493703678,BIT498915449,BIT539844994,BIT564412112,BIT608558994,BIT613285849,BIT625837065,BIT643812180,BIT699060252,BIT709069158,BIT714933578,BIT763954459,BIT771407161,BIT772254156,BIT777260172,BIT783344587,BIT861898111,BIT880670941,BIT942263248,BIT1039658456,BIT1096928069,BIT1112393919,BIT1138498876,BIT1141917637,BIT1176326933,BIT1207980612,BIT1217230729,BIT1227329179,BIT1242263589,BIT1268578469,BIT1292054050,BIT1325916890,BIT1361749871,BIT1365907629,BIT1395138066,BIT1409095359,BIT1435137741,BIT1485195517,BIT1565499807,BIT1569019336,BIT1579686657,BIT1618159230,BIT1638686344,BIT1646772173,BIT1647720754,BIT1649273143,BIT1673480675,BIT1676357821,BIT1693287139,BIT1707602695,BIT1721700199,BIT1764179822,BIT1771412232,BIT1779254644,BIT1790862401,BIT1851359879,BIT1860328836,BIT1861445932,BIT1861515858,BIT1901912998,BIT1968184599,BIT2018597219,BIT2019228159,BIT2062551857,BIT2082768527,BIT2105264388,BIT2111822250,BIT2148797992,BIT2152036900,BIT2154706750,BIT2210528107,BIT2231458093,BIT2235875924,BIT2240459001,BIT2268786704,BIT2274798181,BIT2284949991,BIT2285652680,BIT2307784605,BIT2308143090,BIT2342500853,BIT2352890838,BIT2377994081,BIT2481793680,BIT2486873336,BIT2501781659,BIT2561129186,BIT2565421464,BIT2566997210,BIT2569907861,BIT2629958465,BIT2640778384,BIT2641509805,BIT2651616882,BIT2705183087,BIT2727252873,BIT2761467553,BIT2782797977,BIT2811697294,BIT2816639212,BIT2822953177,BIT2826217777,BIT2829895235,BIT2851403106,BIT2861919460,BIT2863895727,BIT2869847624,BIT2871612728,BIT2871735398,BIT2900457620,BIT2911417036,BIT2943139145,BIT2974052958,BIT2987213973,BIT2988692243,BIT3002336202,BIT3036014574,BIT3052718679,BIT3074702486,BIT3077336290,BIT3092527135,BIT3112929488,BIT3135501776,BIT3140359126,BIT3143403067,BIT3180641768,BIT3240599655,BIT3243814584,BIT3246671731,BIT3249097648,BIT3286342642,BIT3315517054,BIT3340903069,BIT3369323179,BIT3386109154,BIT3404043678,BIT3405911371,BIT3477453340,BIT3485465422,BIT3508942242,BIT3511428510,BIT3543821537,BIT3562312874,BIT3562829857,BIT3609391398,BIT3613987573,BIT3653128271,BIT3661392088,BIT3677280923,BIT3683604830,BIT3694307783,BIT3696768978,BIT3704428619,BIT3705774485,BIT3725355002,BIT3727990652,BIT3740368654,BIT3791019275,BIT3866884175,BIT3967062985,BIT3975214870,BIT3991753262,BIT4030205765,BIT4037040228,BIT4043098439,BIT4155789727,BIT4165710193,BIT4188580987,BIT4216389085,BIT4257993391,BIT4271161317
CCCCCC=1c(c(C)c(c2C)/C=C(C#N)/C(=O)O)n2[B-](F)(F)[N+](C13)=C(C)C(=C3C)c(cc4)cc(c45)c6c(cccc6)n5CCCCCCCC,560,416,0,0,0,C:UsersclarkepDownloads,C:\Users\clarkep\Documents\Schrodinger\descr3D.cnv\3dmin\dyes3D\dyes3D_in.maegz,416,1,0,50079,,63.2449,OPLS_2005,560-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0,1,1,1,0,1,1,1,0,0,1,1,1,0,1,1,1,0,1
CCCCOc1ccc(cc1)N(c2ccc(cc2)OCCCC)c(cc3)cc(c34)n(CCCC)c5c4ccc(c5)-c6ccc(s6)-c7ccc(s7)/C=C(C#N)/C(=O)O,561,417,0,0,0,C:UsersclarkepDownloads,C:\Users\clarkep\Documents\Schrodinger\descr3D.cnv\3dmin\dyes3D\dyes3D_in.maegz,417,1,0,50079,,54.3295,OPLS_2005,561-1,,13,0,0,1,0,18,1,-2,794.037,5.755,1341.697,587.156,163.799,529.485,61.257,2496.245,1,5.5,0.0132664,0.0040993,0.663288,87.245,28.933,34.237,10.597,13.02,-17.107,-16.446,-7.698,70.177,-2.853,77.13,-0.945,7.667,1.96,5,3.461,1,100,0,0,93.35,7,2,1,35,0,35,0,57,7.04010620945286e-13,0,0,1,1,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0,1,1,1
O=C(O)\C(C#N)=C\c(s1)ccc1-c(cc2)cc(n3CCCC)c2c(c34)ccc(c4)N(c5ccc(cc5)OCCCC)c6ccc(cc6)OCCCC,562,418,0,0,0,C:UsersclarkepDownloads,C:\Users\clarkep\Documents\Schrodinger\descr3D.cnv\3dmin\dyes3D\dyes3D_in.maegz,418,1,0,50079,,53.0889,OPLS_2005,562-1,,12,0,0,1,0,18,1,-2,711.917,4.456,1247.707,592.003,160.09,478.964,16.65,2303.346,1,5.5,0.008619,0.0044081,0.6760188,79.042,26.104,31.03,9.986,11.571,-15.163,-14.422,-7.251,76.098,-2.816,47.961,-1.055,7.654,1.78,4,2.914,1,100,0,0,93.751,7,2,1,30,0,30,0,52,4.31776023436622e-11,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,0,1,0,0,1,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,1,0,1,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,1
CCCCCCCCOc1ccc(cc1)-c2c(n(CCCCCCCC)c3c4cc(cc3)-c5ccc(s5)/C=C(C#N)/C(=O)O)c4c(c6n(c(c7c26)cccc7)CCCCCCCC)-c8ccc(cc8)OCCCCCCCC,567,419,0,0,0,C:UsersclarkepDownloads,C:\Users\clarkep\Documents\Schrodinger\descr3D.cnv\3dmin\dyes3D\dyes3D_in.maegz,419,1,0,50079,,59.9649,OPLS_2005,567-1,,15,0,0,1,0,36,1,-2,1066.535,5.71,1525.868,935.917,126.085,453.152,10.714,3307.35,1,5,0.0098595,0.0032768,0.7035608,107.418,33.26,40.655,5.783,18.497,-17.626,-22.53,-6.682,159.897,-3.278,99.295,1.209,7.642,1.698,4,5.149,1,100,0,0,91.64,7,2,1,37,0,37,0,78,4.0847749365734e-11,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0
O=C(O)\C(C#N)=C\c(s1)ccc1-c(cc2)cc(c23)c4c(n3CCCCCCCC)c(-c5ccc(cc5)OCC)c6c(c4-c7ccc(cc7)OCC)n(c8c6cccc8)CCCCCCCC,568,420,0,0,0,C:UsersclarkepDownloads,C:\Users\clarkep\Documents\Schrodinger\descr3D.cnv\3dmin\dyes3D\dyes3D_in.maegz,420,1,0,50079,,59.0362,OPLS_2005,568-1,,14,0,0,1,0,24,1,-2,898.213,9.147,1424.009,793.09,164.434,448.732,17.753,2812.485,1,5,0.02975,0.0035112,0.6766734,95.277,30.421,36.735,8.419,15.035,-17.704,-18.977,-7.096,69.211,-3.233,43.894,-0.665,7.641,1.671,4,4.232,1,100,0,0,94.896,7,2,1,37,0,37,0,66,3.84254827110346e-13,1,0,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1
O=C(O)\C(C#N)=C\c(s1)ccc1-c(cc2)cc(c23)c4c(n3CCCCCCCC)c(-c5ccc(cc5)N(CC)CC)c6c(c4-c7ccc(cc7)N(CC)CC)n(c8c6cccc8)CCCCCCCC,569,421,0,0,0,C:UsersclarkepDownloads,C:\Users\clarkep\Documents\Schrodinger\descr3D.cnv\3dmin\dyes3D\dyes3D_in.maegz,421,1,0,50079,,68.0638,OPLS_2005,569-1,,14,0,0,1,0,26,1,-2,952.351,6.263,1392.685,809.29,165.236,400.635,17.524,2954.754,1,5.5,0.0132741,0.0039492,0.7150335,99.227,30.061,38.482,8.073,15.677,-16.566,-19.9,-6.246,68.009,-3.115,42.947,-0.657,7.512,1.635,4,4.446,1,100,0,0,83.933,7,2,1,37,0,37,0,70,5.70227071480924e-12,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1
O=C(O)\C(C#N)=C\c(s1)ccc1-c(cc2)cc(c23)c4c(n3CCCCCCCC)c(-c5ccc(cc5)CC)c6c(c4-c7ccc(cc7)CC)n(c8c6cccc8)CCCCCCCC,570,422,0,0,0,C:UsersclarkepDownloads,C:\Users\clarkep\Documents\Schrodinger\descr3D.cnv\3dmin\dyes3D\dyes3D_in.maegz,422,1,0,50079,,48.3636,OPLS_2005,570-1,,12,0,0,1,0,22,1,-2,866.215,4.686,1278.774,680.622,130.874,461.583,5.696,2668.709,1,3.5,0.0082286,0.002737,0.727621,90.93,27.524,34.38,6.888,14.995,-15.933,-18.956,-6.333,144.019,-2.396,83.242,-0.193,7.594,1.683,4,4.268,1,100,0,0,79.615,5,2,1,37,0,37,0,64,6.48270525010573e-11,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0
COc(cc1)cc2c1n([C@@H](CC)CCCCC)c(c23)c4c(cccc4)c(c3)-c(cc5CCCCCCCC)sc5-c6ccc(s6)-c7sc(/C=C(C#N)\C(=O)O)cc7CCCCCCCC,571,423,0,0,0,C:UsersclarkepDownloads,C:\Users\clarkep\Documents\Schrodinger\descr3D.cnv\3dmin\dyes3D\dyes3D_in.maegz,423,1,0,50079,,61.5595,OPLS_2005,571-1,,13,0,0,1,0,25,1,-2,925.356,8.213,1615.871,1009.549,153.739,357.097,95.485,3028.994,1,4.25,0.0222674,0.0026302,0.6265524,102.424,34.116,38.395,7.253,17.037,-21.82,-19.578,-7.47,87.417,-3.32,150.607,-0.695,7.913,1.691,7,4.981,1,100,0,0,82.281,5,2,2,32,0,32,0,65,2.82760634715145e-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1
CCCCC[C@@H](CC)n1c(c2c(c13)cc(cc3)OC)c4c(cccc4)c(c2)-c5ccc(o5)/C=C(C#N)\C(=O)O,572,424,0,0,0,C:UsersclarkepDownloads,C:\Users\clarkep\Documents\Schrodinger\descr3D.cnv\3dmin\dyes3D\dyes3D_in.maegz,424,1,0,50079,,45.5342,OPLS_2005,572-1,,3,0,0,1,0,11,1,-2,520.627,5.718,907.078,397.876,144.257,364.945,0,1681.104,1,4.75,0.0194471,0.0052366,0.7537893,57.546,17.98,23.484,9.083,7.826,-10.25,-10.263,-5.449,107.524,-1.792,56.489,-1.836,7.937,1.391,3,1.642,1,83.214,0,0,86.577,6,2,1,22,0,22,0,39,4.26360722650239e-07,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0
CCCCC[C@@H](CC)n1c(c2c(c13)cc(cc3)OC)c4c(cccc4)c(c2)-c5ccc(s5)/C=C(C#N)\C(=O)O,573,425,0,0,0,C:UsersclarkepDownloads,C:\Users\clarkep\Documents\Schrodinger\descr3D.cnv\3dmin\dyes3D\dyes3D_in.maegz,425,1,0,50079,,52.3597,OPLS_2005,573-1,,5,0,0,1,0,11,1,-2,536.687,9.23,914.432,402.772,159.465,319.508,32.687,1684.357,1,4.25,0.0505746,0.0046477,0.7486914,57.242,18.081,23.67,8.414,8.031,-10.735,-10.806,-5.315,77.142,-1.916,59.585,-2.277,7.989,1.493,3,1.759,1,81.832,0,0,82.261,5,2,1,22,0,22,0,39,5.2222553209744e-08,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,1,1,0
N#C/C(C(=O)O)=C\c1ccc(s1)-c2ccc(cc2)-c(c3)cc(c4c35)c6c(cccc6)n4c7c5cccc7,574,426,0,0,0,C:UsersclarkepDownloads,C:\Users\clarkep\Documents\Schrodinger\descr3D.cnv\3dmin\dyes3D\dyes3D_in.maegz,426,1,0,50079,,110.585,OPLS_2005,574-1,,5,0,0,1,0,5,1,-2,494.566,6.15,811.54,11.293,164.56,603.218,32.469,1462.618,1,3.5,0.0258588,0.0043128,0.7678486,54.93,17.887,22.834,10.715,7.231,-10.12,-10.718,-6.358,69.02,-1.519,52.689,-1.947,8.181,1.85,1,1.557,1,89.241,0,0,77.162,4,1,1,30,0,30,0,37,4.23209993377591e-07,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
N#C/C(C(=O)O)=C\c1ccc(cc1)-c2ccc(cc2)-c(c3)cc(c4c35)c6c(cccc6)n4c7c5cccc7,575,427,0,0,0,C:UsersclarkepDownloads,C:\Users\clarkep\Documents\Schrodinger\descr3D.cnv\3dmin\dyes3D\dyes3D_in.maegz,427,1,0,50079,,118.782,OPLS_2005,575-1,,6,0,0,1,0,6,1,-2,488.544,4.922,834.818,12.611,164.672,657.535,0,1501.296,1,3.5,0.0161359,0.0041925,0.7595407,56.355,18.466,23.061,10.91,7.417,-10.245,-10.652,-6.751,68.852,-1.701,34.891,-1.662,8.129,1.436,0,1.621,1,90.311,0,0,77.546,4,1,1,31,0,31,0,38,6.05038503279881e-07,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
N#C/C(C(=O)O)=C\c1ccc(s1)-c(c2)cc(c3c24)c5c(cccc5)n3c6c4cccc6,576,428,0,0,0,C:UsersclarkepDownloads,C:\Users\clarkep\Documents\Schrodinger\descr3D.cnv\3dmin\dyes3D\dyes3D_in.maegz,428,1,0,50079,,103.163,OPLS_2005,576-1,,3,0,0,1,0,4,1,-2,418.469,6.364,689.372,11.311,164.549,481.085,32.427,1226.47,1,3.5,0.033021,0.0050771,0.8038019,44.955,14.644,19.372,9.811,5.581,-8.044,-8.774,-5.193,69.037,-1.296,52.675,-2.473,8.264,1.786,1,0.947,1,79.583,0,0,77.159,4,1,1,24,0,24,0,31,1.27061191359785e-05,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
N#C/C(C(=O)O)=C\c1ccc(cc1)-c(c2)cc(c3c24)c5c(cccc5)n3c6c4cccc6,577,429,0,0,0,C:UsersclarkepDownloads,C:\Users\clarkep\Documents\Schrodinger\descr3D.cnv\3dmin\dyes3D\dyes3D_in.maegz,429,1,0,50079,,111.419,OPLS_2005,577-1,,3,0,0,1,0,5,1,-2,412.447,4.924,713.878,12.51,164.646,536.722,0,1266.527,1,3.5,0.0191402,0.0049028,0.7930198,46.448,15.214,19.565,10.017,5.776,-8.187,-8.709,-5.633,68.89,-1.483,34.912,-2.183,8.205,1.4,0,1.013,1,80.704,0,0,77.529,4,1,1,25,0,25,0,32,1.75842039295729e-05,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
N#C/C(C(=O)O)=C/c1ccc(cc1)-n2c(cccc3)c3c(c24)cccc4,578,430,0,0,0,C:UsersclarkepDownloads,C:\Users\clarkep\Documents\Schrodinger\descr3D.cnv\3dmin\dyes3D\dyes3D_in.maegz,430,1,0,50079,,31.1552,OPLS_2005,578-1,,2,0,0,1,0,4,1,-2,338.365,2.965,625.819,18.644,159.383,447.793,0,1081.035,1,3.5,0.0081312,0.0055927,0.8139715,38.817,12.733,16.642,9.385,4.528,-6.75,-6.822,-4.87,77.281,-1.281,39.53,-2.495,8.167,1.457,0,0.547,1,87.253,0,0,74.93,4,0,1,19,0,19,0,26,0.000192229047431572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
