#!,FIELDS,time,rms1
,0.000000,0.014287
,1.000000,0.024390
,2.000000,0.011511
,3.000000,0.008966
,4.000000,0.016131
,5.000000,0.015236
,6.000000,0.015012
,7.000000,0.008248
,8.000000,0.013926
,9.000000,0.007829
,10.000000,0.013292
,11.000000,0.008695
,12.000000,0.013496
,13.000000,0.010254
,14.000000,0.011423
,15.000000,0.015452
,16.000000,0.012048
,17.000000,0.012592
,18.000000,0.012967
,19.000000,0.010038
,20.000000,0.009071
,21.000000,0.012181
,22.000000,0.011312
,23.000000,0.011046
,24.000000,0.014558
,25.000000,0.012714
,26.000000,0.009932
,27.000000,0.008813
,28.000000,0.015203
,29.000000,0.011453
,30.000000,0.011500
,31.000000,0.007578
,32.000000,0.020267
,33.000000,0.012439
,34.000000,0.016762
,35.000000,0.012608
,36.000000,0.009908
,37.000000,0.016165
,38.000000,0.012942
,39.000000,0.013354
,40.000000,0.013268
,41.000000,0.012199
,42.000000,0.014047
,43.000000,0.011925
,44.000000,0.010852
,45.000000,0.009659
,46.000000,0.014104
,47.000000,0.012467
,48.000000,0.009102
,49.000000,0.011549
,50.000000,0.012300
,51.000000,0.013249
,52.000000,0.013048
,53.000000,0.010510
,54.000000,0.013703
,55.000000,0.014143
,56.000000,0.009453
,57.000000,0.009238
,58.000000,0.009727
,59.000000,0.014438
,60.000000,0.011503
,61.000000,0.010355
,62.000000,0.009487
,63.000000,0.025163
,64.000000,0.010375
,65.000000,0.009022
,66.000000,0.017686
,67.000000,0.010309
,68.000000,0.020606
,69.000000,0.013587
,70.000000,0.018332
,71.000000,0.011931
,72.000000,0.011663
,73.000000,0.013090
,74.000000,0.009793
,75.000000,0.015136
,76.000000,0.012342
,77.000000,0.014834
,78.000000,0.011996
,79.000000,0.018213
,80.000000,0.014503
,81.000000,0.012864
,82.000000,0.013347
,83.000000,0.009289
,84.000000,0.011560
,85.000000,0.015861
,86.000000,0.016411
,87.000000,0.012794
,88.000000,0.010149
,89.000000,0.019347
,90.000000,0.010612
,91.000000,0.012570
,92.000000,0.012853
,93.000000,0.014595
,94.000000,0.009347
,95.000000,0.008910
,96.000000,0.015330
,97.000000,0.011924
,98.000000,0.014272
,99.000000,0.012027
,100.000000,0.013353
,101.000000,0.014207
,102.000000,0.008787
,103.000000,0.010495
